club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Hamburger SV,Nico-Jan Hoogma,29,Centre-Back,Twente FC,£900Th.,in,Summer,0.9,1 Bundesliga,1998,1998/1999
Hamburger SV,Vanja Grubac,27,Centre-Forward,OFK Beograd,£540Th.,in,Summer,0.54,1 Bundesliga,1998,1998/1999
Hamburger SV,Dimitrios Grammozis,19,Defensive Midfield,KFC Uerdingen,£315Th.,in,Summer,0.315,1 Bundesliga,1998,1998/1999
Hamburger SV,Alexander Bade,27,Goalkeeper,KFC Uerdingen,£270Th.,in,Summer,0.27,1 Bundesliga,1998,1998/1999
Hamburger SV,Martin Dahlin,30,Centre-Forward,Blackburn,Loan fee:£180Th.,in,Summer,0.18,1 Bundesliga,1998,1998/1999
Hamburger SV,Martin Groth,28,Right Midfield,Hansa Rostock,Free transfer,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Fabian Ernst,19,Defensive Midfield,Hannover 96,Free transfer,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Oliver Straube,26,Left Midfield,KFC Uerdingen,Free transfer,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Sergey Kiryakov,28,Centre-Forward,Karlsruher SC,Free transfer,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Thomas Doll,32,Attacking Midfield,Bari,Free transfer,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Josip Simunic,20,Centre-Back,Hamburger SV II,-,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Mahmut Yilmaz,18,Centre-Forward,Hamburg U19,-,in,Summer,0,1 Bundesliga,1998,1998/1999
Hamburger SV,Rodolfo Cardoso,29,Attacking Midfield,Boca Juniors,"End of loanJun 30, 1998",in,Summer,0,1 Bundesliga,1998,1998/1999
