player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Benjamin Lecomte,fr FRA,GK,Monaco,29-244,1991,8.0,8.0,720.0,12.0,1.5,25.0,15.0,0.6,3.0,2.0,3.0,2.0,25.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,9.1,0.3,-2.9,-0.36,47.0,106.0,44.3,244.0,39.0,34.8,33.9,46.0,45.7,43.6,58.0,2.0,3.4,16.0,2.0,17.4
Jeremías Ledesma,ar ARG,GK,Cádiz,27-317,1993,12.0,12.0,1080.0,15.0,1.25,46.0,33.0,0.696,4.0,3.0,5.0,4.0,33.3,1.0,1.0,0.0,0.0,12.0,0.0,2.0,1.0,11.8,0.24,-2.2,-0.18,116.0,312.0,37.2,270.0,28.0,80.7,56.5,101.0,93.1,67.5,111.0,17.0,15.3,6.0,0.5,14.2
Bernd Leno,de GER,GK,Arsenal,28-297,1992,14.0,14.0,1260.0,18.0,1.29,50.0,35.0,0.64,4.0,2.0,8.0,3.0,21.4,0.0,0.0,0.0,0.0,14.0,0.0,3.0,3.0,15.0,0.31,0.0,0.0,46.0,120.0,38.3,411.0,50.0,18.5,27.4,84.0,52.4,42.1,116.0,5.0,4.3,11.0,0.79,15.6
Hugo Lloris,fr FRA,GK,Tottenham,34-000,1986,14.0,14.0,1260.0,14.0,1.0,51.0,43.0,0.804,7.0,4.0,3.0,5.0,35.7,4.0,4.0,0.0,0.0,14.0,0.0,1.0,2.0,14.3,0.22,2.3,0.16,69.0,178.0,38.8,276.0,58.0,47.8,38.1,110.0,41.8,35.8,147.0,3.0,2.0,7.0,0.5,13.2
Anthony Lopes,pt POR,GK,Lyon,30-086,1990,17.0,17.0,1530.0,14.0,0.82,53.0,44.0,0.792,10.0,6.0,1.0,6.0,35.3,6.0,3.0,2.0,1.0,17.0,0.0,0.0,2.0,16.5,0.26,4.5,0.27,100.0,179.0,55.9,399.0,80.0,33.6,33.2,110.0,40.9,36.6,149.0,9.0,6.0,18.0,1.06,18.3
Pau López,es ESP,GK,Roma,26-013,1994,4.0,3.0,287.0,4.0,1.25,11.0,9.0,0.727,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.2,0.0,0.0,1.0,3.5,0.24,0.5,0.16,14.0,36.0,38.9,83.0,16.0,34.9,34.1,13.0,53.8,43.4,19.0,3.0,15.8,0.0,0.0,14.7
Andreas Luthe,de GER,GK,Union Berlin,33-291,1987,13.0,13.0,1170.0,18.0,1.38,50.0,31.0,0.64,5.0,6.0,2.0,2.0,15.4,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,15.5,0.31,-2.5,-0.19,80.0,226.0,35.4,362.0,45.0,45.0,38.9,87.0,72.4,49.8,102.0,4.0,3.9,3.0,0.23,12.4
Mike Maignan,fr FRA,GK,Lille,25-028,1995,17.0,17.0,1530.0,12.0,0.71,50.0,39.0,0.78,10.0,6.0,1.0,8.0,47.1,1.0,1.0,0.0,0.0,17.0,0.0,4.0,1.0,14.1,0.27,3.1,0.18,86.0,248.0,34.7,402.0,86.0,42.5,39.4,112.0,68.8,56.8,140.0,12.0,8.6,13.0,0.76,16.8
Radosław Majecki,pl POL,GK,Monaco,21-040,1999,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.16,-0.7,-0.68,4.0,15.0,26.7,25.0,2.0,36.0,32.5,12.0,50.0,39.9,7.0,0.0,0.0,1.0,1.0,16.0
Steve Mandanda,fr FRA,GK,Marseille,35-273,1985,15.0,15.0,1350.0,15.0,1.0,46.0,34.0,0.717,8.0,4.0,3.0,4.0,26.7,2.0,2.0,0.0,0.0,15.0,0.0,1.0,1.0,15.2,0.29,1.2,0.08,82.0,258.0,31.8,412.0,80.0,41.7,37.6,117.0,73.5,52.2,184.0,16.0,8.7,8.0,0.53,13.1
Vito Mannone,it ITA,GK,Monaco,32-299,1988,8.0,8.0,720.0,12.0,1.5,25.0,15.0,0.6,4.0,1.0,3.0,2.0,25.0,2.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,10.3,0.35,-1.7,-0.21,53.0,134.0,39.6,205.0,24.0,43.9,37.3,56.0,78.6,56.3,60.0,3.0,5.0,6.0,0.75,19.1
Federico Marchetti,it ITA,GK,Genoa,37-323,1983,2.0,2.0,154.0,6.0,3.51,11.0,5.0,0.455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,3.7,0.34,-2.3,-1.34,12.0,23.0,52.2,37.0,7.0,35.1,35.6,15.0,66.7,44.1,19.0,0.0,0.0,1.0,0.58,17.3
Emiliano Martínez,ar ARG,GK,Aston Villa,28-115,1992,12.0,12.0,1080.0,13.0,1.08,47.0,33.0,0.723,7.0,1.0,4.0,7.0,58.3,1.0,0.0,1.0,0.0,12.0,2.0,1.0,0.0,15.5,0.32,2.5,0.21,87.0,220.0,39.5,316.0,43.0,53.5,43.9,67.0,76.1,57.1,118.0,7.0,5.9,2.0,0.17,12.7
Jordi Masip,es ESP,GK,Valladolid,31-358,1989,9.0,9.0,810.0,14.0,1.56,38.0,27.0,0.711,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,3.0,0.0,15.2,0.32,1.2,0.13,69.0,205.0,33.7,190.0,28.0,67.9,50.4,87.0,87.4,63.5,111.0,5.0,4.5,5.0,0.56,12.6
Alex McCarthy,eng ENG,GK,Southampton,31-023,1989,14.0,14.0,1260.0,19.0,1.36,59.0,41.0,0.712,7.0,3.0,4.0,5.0,35.7,2.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,19.2,0.3,0.2,0.02,64.0,240.0,26.7,431.0,51.0,44.3,36.4,71.0,69.0,50.1,117.0,11.0,9.4,9.0,0.64,15.9
Edouard Mendy,sn SEN,GK,Chelsea,28-300,1992,10.0,10.0,900.0,5.0,0.5,19.0,15.0,0.789,6.0,2.0,2.0,6.0,60.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,4.4,0.19,-0.6,-0.06,53.0,112.0,47.3,265.0,29.0,32.1,31.0,58.0,46.6,37.3,80.0,6.0,7.5,8.0,0.8,17.1
Edouard Mendy,sn SEN,GK,Rennes,28-300,1992,1.0,1.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.56,-0.4,-0.44,7.0,12.0,58.3,23.0,2.0,43.5,37.9,6.0,33.3,35.2,6.0,1.0,16.7,0.0,0.0,10.0
Alex Meret,it ITA,GK,Napoli,23-279,1997,6.0,6.0,540.0,6.0,1.0,17.0,11.0,0.647,4.0,1.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.7,0.33,-0.3,-0.05,6.0,13.0,46.2,155.0,31.0,7.7,22.8,25.0,4.0,17.8,34.0,5.0,14.7,1.0,0.17,10.9
Illan Meslier,fr FRA,GK,Leeds United,20-299,2000,14.0,14.0,1260.0,30.0,2.14,77.0,52.0,0.675,5.0,2.0,7.0,4.0,28.6,5.0,5.0,0.0,0.0,14.0,1.0,6.0,1.0,30.3,0.34,1.3,0.09,75.0,133.0,56.4,403.0,101.0,24.3,28.4,102.0,34.3,30.6,70.0,2.0,2.9,8.0,0.57,14.0
Vanja Milinković-Savić,rs SRB,GK,Torino,23-310,1997,2.0,2.0,180.0,4.0,2.0,10.0,7.0,0.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9,0.2,-1.1,-0.57,5.0,18.0,27.8,57.0,9.0,22.8,31.0,7.0,71.4,54.0,15.0,0.0,0.0,1.0,0.5,12.3
Antonio Mirante,it ITA,GK,Roma,37-171,1983,11.0,11.0,973.0,17.0,1.57,39.0,24.0,0.615,5.0,3.0,3.0,4.0,36.4,3.0,2.0,1.0,0.0,10.8,1.0,0.0,0.0,12.7,0.26,-3.3,-0.31,61.0,115.0,53.0,284.0,61.0,33.8,33.0,65.0,29.2,30.1,84.0,2.0,2.4,12.0,1.11,15.9
Lorenzo Montipò,it ITA,GK,Benevento,24-310,1996,14.0,14.0,1260.0,23.0,1.64,56.0,35.0,0.625,5.0,3.0,6.0,5.0,35.7,2.0,2.0,0.0,0.0,14.0,0.0,3.0,0.0,20.8,0.36,-2.2,-0.17,107.0,239.0,44.8,378.0,70.0,48.7,38.6,94.0,58.5,43.3,108.0,4.0,3.7,5.0,0.38,13.9
Jessy Moulin,fr FRA,GK,Saint-Étienne,34-348,1986,17.0,17.0,1530.0,25.0,1.47,59.0,35.0,0.61,4.0,6.0,7.0,5.0,29.4,2.0,2.0,0.0,0.0,17.0,1.0,4.0,1.0,21.0,0.32,-3.0,-0.18,85.0,208.0,40.9,430.0,90.0,33.3,35.3,108.0,60.2,47.0,127.0,7.0,5.5,4.0,0.24,13.5
Florian Müller,de GER,GK,Freiburg,23-043,1997,13.0,13.0,1170.0,23.0,1.77,59.0,38.0,0.644,4.0,5.0,4.0,2.0,15.4,2.0,2.0,0.0,0.0,13.0,2.0,2.0,0.0,20.0,0.31,-3.0,-0.23,79.0,247.0,32.0,397.0,47.0,41.3,39.8,110.0,75.5,58.4,96.0,5.0,5.2,5.0,0.38,13.7
Juan Musso,ar ARG,GK,Udinese,26-234,1994,11.0,11.0,990.0,13.0,1.18,30.0,19.0,0.6,3.0,3.0,5.0,3.0,27.3,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,8.5,0.29,-1.5,-0.15,46.0,123.0,37.4,241.0,48.0,40.7,36.4,62.0,40.3,35.6,62.0,6.0,9.7,8.0,0.8,13.7
Paul Nardi,fr FRA,GK,Lorient,26-222,1994,17.0,17.0,1530.0,32.0,1.88,78.0,50.0,0.628,3.0,3.0,11.0,2.0,11.8,4.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,23.3,0.27,-7.7,-0.45,101.0,282.0,35.8,345.0,84.0,50.4,40.7,143.0,75.5,57.0,139.0,6.0,4.3,13.0,0.76,15.3
Keylor Navas,cr CRC,GK,Paris S-G,34-011,1986,12.0,12.0,1080.0,6.0,0.5,31.0,26.0,0.839,9.0,1.0,2.0,8.0,66.7,2.0,1.0,1.0,0.0,12.0,0.0,2.0,0.0,9.0,0.23,3.0,0.25,51.0,83.0,61.4,241.0,48.0,26.6,30.6,78.0,24.4,29.0,94.0,4.0,4.3,4.0,0.33,11.9
Neto,br BRA,GK,Barcelona,31-160,1989,6.0,6.0,540.0,6.0,1.0,19.0,14.0,0.789,2.0,2.0,2.0,2.0,33.3,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,6.6,0.26,0.6,0.1,17.0,35.0,48.6,150.0,30.0,18.7,27.3,41.0,17.1,24.4,52.0,2.0,3.8,4.0,0.67,15.7
Manuel Neuer,de GER,GK,Bayern Munich,34-274,1986,13.0,13.0,1170.0,19.0,1.46,54.0,35.0,0.667,9.0,3.0,1.0,2.0,15.4,1.0,1.0,0.0,0.0,13.0,0.0,3.0,0.0,22.3,0.4,3.3,0.25,104.0,167.0,62.3,481.0,82.0,29.9,31.8,76.0,30.3,32.6,99.0,2.0,2.0,17.0,1.31,16.3
Jan Oblak,si SVN,GK,Atlético Madrid,27-354,1993,13.0,13.0,1170.0,5.0,0.38,41.0,36.0,0.878,10.0,2.0,1.0,9.0,69.2,0.0,0.0,0.0,0.0,13.0,0.0,2.0,1.0,9.3,0.23,5.3,0.41,89.0,210.0,42.4,251.0,35.0,57.4,43.7,108.0,61.1,47.3,117.0,8.0,6.8,5.0,0.38,14.1
Robin Olsen,se SWE,GK,Everton,30-353,1990,2.0,2.0,180.0,2.0,1.0,5.0,4.0,0.8,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9,0.42,0.9,0.47,15.0,30.0,50.0,43.0,5.0,58.1,45.6,9.0,55.6,47.0,10.0,0.0,0.0,0.0,0.0,12.0
Jonas Omlin,ch SUI,GK,Montpellier,26-351,1994,15.0,15.0,1305.0,27.0,1.86,65.0,46.0,0.708,6.0,3.0,6.0,1.0,6.7,8.0,8.0,0.0,0.0,14.5,0.0,2.0,2.0,28.5,0.33,3.5,0.24,101.0,240.0,42.1,356.0,77.0,47.5,40.0,107.0,66.4,50.9,131.0,13.0,9.9,6.0,0.41,12.6
Stefan Ortega,de GER,GK,Arminia,28-050,1992,13.0,13.0,1170.0,23.0,1.77,66.0,45.0,0.682,3.0,1.0,9.0,2.0,15.4,3.0,2.0,1.0,0.0,13.0,0.0,4.0,0.0,22.1,0.3,-0.9,-0.07,166.0,373.0,44.5,658.0,49.0,49.1,41.7,87.0,57.5,46.1,131.0,6.0,4.6,11.0,0.85,14.5
David Ospina,co COL,GK,Napoli,32-117,1988,7.0,7.0,630.0,6.0,0.86,16.0,12.0,0.75,4.0,0.0,3.0,3.0,42.9,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,4.5,0.17,-1.5,-0.21,34.0,65.0,52.3,189.0,18.0,32.3,33.5,22.0,18.2,25.5,39.0,7.0,17.9,8.0,1.14,18.4
Alexandre Oukidja,dz ALG,GK,Metz,32-160,1988,16.0,16.0,1439.0,16.0,1.0,58.0,44.0,0.759,6.0,5.0,5.0,4.0,25.0,3.0,2.0,1.0,0.0,16.0,0.0,3.0,0.0,16.9,0.26,0.9,0.06,128.0,329.0,38.9,377.0,93.0,55.7,44.7,152.0,78.3,57.2,167.0,29.0,17.4,18.0,1.13,15.7
Fernando Pacheco,es ESP,GK,Alavés,28-222,1992,15.0,15.0,1350.0,17.0,1.13,62.0,46.0,0.742,4.0,5.0,6.0,4.0,26.7,1.0,1.0,0.0,0.0,15.0,0.0,3.0,0.0,18.5,0.31,1.5,0.1,166.0,308.0,53.9,321.0,36.0,66.7,47.3,137.0,68.6,49.7,145.0,15.0,10.3,11.0,0.73,14.9
Alberto Paleari,it ITA,GK,Genoa,28-119,1992,2.0,1.0,116.0,3.0,2.33,8.0,4.0,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.6,0.36,-0.4,-0.3,7.0,25.0,28.0,34.0,5.0,64.7,45.3,10.0,30.0,30.5,8.0,0.0,0.0,0.0,0.0,11.7
Rui Patrício,pt POR,GK,Wolves,32-315,1988,14.0,14.0,1260.0,19.0,1.36,43.0,29.0,0.628,6.0,2.0,6.0,4.0,28.6,4.0,3.0,1.0,0.0,14.0,1.0,2.0,2.0,14.6,0.27,-2.4,-0.17,97.0,200.0,48.5,195.0,46.0,57.9,42.5,104.0,83.7,54.1,164.0,14.0,8.5,1.0,0.07,11.0
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-256,1992,13.0,13.0,1170.0,21.0,1.62,56.0,38.0,0.661,3.0,5.0,5.0,2.0,15.4,3.0,2.0,1.0,0.0,13.0,0.0,1.0,1.0,17.0,0.25,-3.0,-0.23,93.0,203.0,45.8,340.0,68.0,43.2,37.8,99.0,56.6,44.8,133.0,8.0,6.0,7.0,0.54,12.8
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-058,1996,1.0,1.0,90.0,5.0,5.0,7.0,2.0,0.286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,0.62,-0.6,-0.65,11.0,28.0,39.3,23.0,1.0,87.0,55.5,9.0,88.9,64.9,9.0,0.0,0.0,0.0,0.0,8.5
Gianluca Pegolo,it ITA,GK,Sassuolo,39-276,1981,1.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,1.0,0.0,13.0,2.0,7.7,18.5,8.0,0.0,13.6,4.0,0.0,0.0,0.0,0.0,14.5
Philipp Pentke,de GER,GK,Hoffenheim,35-239,1985,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.21,-0.6,-0.57,2.0,6.0,33.3,25.0,5.0,20.0,29.8,4.0,25.0,31.5,2.0,0.0,0.0,1.0,1.0,20.3
Mattia Perin,it ITA,GK,Genoa,28-046,1992,11.0,11.0,989.0,18.0,1.64,50.0,34.0,0.7,2.0,3.0,6.0,1.0,9.1,3.0,3.0,0.0,0.0,11.0,0.0,4.0,1.0,15.7,0.27,-1.3,-0.11,93.0,219.0,42.5,318.0,45.0,56.3,41.1,92.0,43.5,36.2,110.0,4.0,3.6,3.0,0.27,12.8
Pavao Pervan,at AUT,GK,Wolfsburg,33-043,1987,1.0,1.0,90.0,1.0,1.0,7.0,5.0,0.857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7,0.39,1.7,1.72,8.0,19.0,42.1,23.0,1.0,56.5,43.2,9.0,66.7,53.4,13.0,1.0,7.7,0.0,0.0,11.3
Jordan Pickford,eng ENG,GK,Everton,26-294,1994,12.0,12.0,1080.0,17.0,1.42,52.0,35.0,0.692,7.0,2.0,3.0,2.0,16.7,2.0,1.0,0.0,1.0,12.0,1.0,1.0,0.0,14.5,0.26,-2.5,-0.21,92.0,250.0,36.8,356.0,51.0,53.9,44.3,82.0,70.7,57.4,104.0,7.0,6.7,7.0,0.58,14.3
Nick Pope,eng ENG,GK,Burnley,28-251,1992,12.0,12.0,1080.0,14.0,1.17,57.0,45.0,0.789,3.0,4.0,5.0,5.0,41.7,2.0,2.0,0.0,0.0,12.0,0.0,4.0,1.0,17.3,0.29,4.3,0.36,116.0,299.0,38.8,298.0,51.0,74.2,52.1,88.0,88.6,61.9,128.0,18.0,14.1,12.0,1.0,15.9
Ivan Provedel,it ITA,GK,Spezia,26-284,1994,11.0,11.0,990.0,22.0,2.0,43.0,25.0,0.581,1.0,5.0,5.0,2.0,18.2,5.0,4.0,1.0,0.0,11.0,1.0,2.0,0.0,18.0,0.33,-4.0,-0.36,118.0,235.0,50.2,498.0,50.0,42.0,37.6,62.0,41.9,41.5,71.0,4.0,5.6,12.0,1.09,16.4
Anthony Racioppi,ch SUI,GK,Dijon,21-361,1998,8.0,8.0,720.0,8.0,1.0,31.0,24.0,0.806,2.0,3.0,3.0,1.0,12.5,3.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,9.6,0.25,1.6,0.2,39.0,123.0,31.7,192.0,33.0,37.0,34.8,69.0,75.4,52.7,82.0,6.0,7.3,4.0,0.5,15.9
Rafael,br BRA,GK,Spezia,38-298,1982,2.0,1.0,117.0,3.0,2.31,9.0,6.0,0.667,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.6,0.18,-1.4,-1.04,11.0,25.0,44.0,46.0,7.0,50.0,37.8,11.0,18.2,26.5,23.0,1.0,4.3,0.0,0.0,8.3
Predrag Rajković,rs SRB,GK,Reims,25-056,1995,16.0,16.0,1395.0,27.0,1.74,66.0,42.0,0.621,4.0,5.0,7.0,2.0,12.5,4.0,2.0,2.0,0.0,15.5,0.0,5.0,1.0,21.0,0.28,-5.0,-0.32,102.0,303.0,33.7,402.0,56.0,51.0,42.9,156.0,62.8,49.7,169.0,10.0,5.9,8.0,0.52,13.5
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-226,1998,14.0,14.0,1260.0,25.0,1.79,79.0,53.0,0.684,0.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,23.2,0.3,-1.8,-0.13,122.0,351.0,34.8,308.0,41.0,78.9,56.7,114.0,94.7,71.6,142.0,11.0,7.7,7.0,0.5,14.6
Federico Ravaglia,it ITA,GK,Bologna,21-045,1999,1.0,1.0,90.0,5.0,5.0,7.0,3.0,0.286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.3,0.48,-0.7,-0.66,1.0,2.0,50.0,25.0,1.0,4.0,19.0,6.0,16.7,18.7,6.0,0.0,0.0,2.0,2.0,23.5
Pepe Reina,es ESP,GK,Lazio,38-117,1982,9.0,9.0,810.0,12.0,1.33,42.0,32.0,0.762,5.0,2.0,2.0,2.0,22.2,2.0,2.0,0.0,0.0,9.0,0.0,5.0,1.0,13.6,0.28,2.6,0.29,63.0,131.0,48.1,301.0,35.0,38.2,34.5,51.0,31.4,28.9,61.0,4.0,6.6,5.0,0.56,15.7
Álex Remiro,es ESP,GK,Real Sociedad,25-277,1995,16.0,16.0,1440.0,12.0,0.75,38.0,28.0,0.737,7.0,5.0,4.0,7.0,43.8,3.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,11.7,0.24,-0.3,-0.02,116.0,238.0,48.7,424.0,53.0,42.7,37.5,90.0,63.3,50.7,115.0,9.0,7.8,10.0,0.63,15.4
Baptiste Reynet,fr FRA,GK,Nîmes,30-059,1990,17.0,17.0,1530.0,34.0,2.0,89.0,58.0,0.663,3.0,3.0,11.0,4.0,23.5,5.0,4.0,1.0,0.0,17.0,0.0,2.0,0.0,29.7,0.29,-4.3,-0.25,141.0,376.0,37.5,545.0,52.0,50.5,42.4,135.0,74.8,53.9,166.0,9.0,5.4,16.0,0.94,15.6
Sergio Rico,es ESP,GK,Paris S-G,27-116,1993,4.0,4.0,360.0,3.0,0.75,12.0,10.0,0.75,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.6,0.31,1.6,0.4,3.0,8.0,37.5,59.0,16.0,10.2,22.9,24.0,8.3,24.5,23.0,0.0,0.0,4.0,1.0,15.8
Roberto,es ESP,GK,Valladolid,34-320,1986,6.0,6.0,540.0,10.0,1.67,25.0,17.0,0.68,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,10.1,0.33,0.1,0.01,39.0,130.0,30.0,136.0,24.0,62.5,51.1,52.0,86.5,68.8,58.0,5.0,8.6,5.0,0.83,14.8
Joel Robles,es ESP,GK,Betis,30-192,1990,8.0,8.0,720.0,11.0,1.37,20.0,13.0,0.6,3.0,1.0,4.0,3.0,37.5,4.0,3.0,1.0,0.0,8.0,0.0,2.0,1.0,10.1,0.36,0.1,0.01,49.0,138.0,35.5,203.0,30.0,52.2,43.2,59.0,54.2,45.1,68.0,5.0,7.4,5.0,0.63,17.4
Marek Rodák,sk SVK,GK,Fulham,24-013,1996,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.61,-0.5,-0.55,6.0,12.0,50.0,22.0,3.0,40.9,35.8,4.0,75.0,56.0,9.0,0.0,0.0,1.0,1.0,11.8
Rubén,es ESP,GK,Osasuna,36-187,1984,2.0,2.0,180.0,5.0,2.5,9.0,3.0,0.444,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.9,0.55,-0.1,-0.04,31.0,52.0,59.6,44.0,2.0,84.1,55.6,15.0,100.0,65.7,19.0,1.0,5.3,3.0,1.5,14.6
Mathew Ryan,au AUS,GK,Brighton,28-262,1992,11.0,11.0,990.0,19.0,1.73,30.0,16.0,0.5,2.0,4.0,5.0,2.0,18.2,4.0,4.0,0.0,0.0,11.0,0.0,3.0,1.0,14.8,0.37,-3.2,-0.29,57.0,141.0,40.4,341.0,56.0,33.4,32.5,58.0,46.6,40.2,103.0,7.0,6.8,6.0,0.55,14.4
Frederik Rønnow,dk DEN,GK,Schalke 04,28-144,1992,7.0,6.0,585.0,14.0,2.15,45.0,35.0,0.778,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,6.5,0.0,4.0,0.0,16.3,0.3,2.3,0.36,31.0,76.0,40.8,179.0,41.0,30.7,32.1,52.0,40.4,36.8,36.0,1.0,2.8,2.0,0.31,13.5
Romain Salin,fr FRA,GK,Rennes,36-150,1984,11.0,11.0,990.0,10.0,0.91,40.0,30.0,0.75,8.0,2.0,1.0,4.0,36.4,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,10.8,0.27,0.8,0.07,81.0,179.0,45.3,316.0,55.0,39.6,35.5,93.0,58.1,45.7,87.0,7.0,8.0,17.0,1.55,16.8
Robert Sánchez,es ESP,GK,Brighton,23-038,1997,3.0,3.0,270.0,3.0,1.0,9.0,7.0,0.778,0.0,2.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.5,0.29,0.5,0.15,20.0,54.0,37.0,92.0,14.0,48.9,42.2,17.0,52.9,44.9,10.0,1.0,10.0,0.0,0.0,16.7
Kasper Schmeichel,dk DEN,GK,Leicester City,34-051,1986,14.0,14.0,1260.0,17.0,1.21,62.0,45.0,0.742,9.0,0.0,5.0,5.0,35.7,1.0,1.0,0.0,0.0,14.0,0.0,6.0,1.0,18.7,0.3,2.7,0.19,90.0,217.0,41.5,367.0,65.0,45.2,40.4,87.0,58.6,47.3,113.0,10.0,8.8,5.0,0.36,11.8
Alexander Schwolow,de GER,GK,Hertha BSC,28-207,1992,13.0,13.0,1170.0,24.0,1.85,52.0,32.0,0.615,3.0,4.0,6.0,3.0,23.1,4.0,4.0,0.0,0.0,13.0,0.0,2.0,0.0,22.1,0.36,-1.9,-0.15,94.0,197.0,47.7,376.0,57.0,36.4,34.9,111.0,54.1,45.4,113.0,8.0,7.1,8.0,0.62,14.3
Luigi Sepe,it ITA,GK,Parma,29-232,1991,14.0,14.0,1260.0,25.0,1.79,76.0,51.0,0.671,2.0,6.0,6.0,4.0,28.6,0.0,0.0,0.0,0.0,14.0,0.0,4.0,1.0,21.4,0.29,-2.6,-0.19,117.0,219.0,53.4,377.0,75.0,44.6,38.7,118.0,43.2,37.8,168.0,7.0,4.2,3.0,0.21,12.0
Rui Silva,pt POR,GK,Granada,26-323,1994,13.0,13.0,1170.0,20.0,1.54,51.0,30.0,0.608,6.0,3.0,4.0,5.0,38.5,1.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,18.1,0.35,-1.9,-0.14,111.0,297.0,37.4,340.0,29.0,62.4,47.9,113.0,75.2,54.6,133.0,3.0,2.3,3.0,0.23,13.3
Marco Silvestri,it ITA,GK,Hellas Verona,29-299,1991,14.0,14.0,1260.0,14.0,1.0,58.0,44.0,0.776,5.0,5.0,4.0,4.0,28.6,2.0,1.0,0.0,1.0,14.0,0.0,2.0,1.0,12.8,0.22,-0.2,-0.02,96.0,314.0,30.6,295.0,27.0,69.2,47.1,123.0,89.4,58.4,146.0,5.0,3.4,5.0,0.36,13.0
