player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Fernando Pacheco,es ESP,GK,Alavés,28-202,1992,11.0,11.0,990.0,13.0,1.18,47.0,35.0,0.745,3.0,4.0,4.0,3.0,27.3,1.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,14.2,0.31,1.2,0.11,115.0,218.0,52.8,226.0,30.0,66.4,47.5,98.0,69.4,48.8,112.0,13.0,11.6,8.0,0.73,14.7
Alberto Paleari,it ITA,GK,Genoa,28-099,1992,1.0,1.0,90.0,2.0,2.0,3.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.31,-1.1,-1.06,6.0,15.0,40.0,26.0,5.0,57.7,41.7,7.0,0.0,11.6,5.0,0.0,0.0,0.0,0.0,12.3
Rui Patrício,pt POR,GK,Wolves,32-295,1988,10.0,10.0,900.0,11.0,1.1,29.0,21.0,0.69,5.0,2.0,3.0,4.0,40.0,3.0,2.0,1.0,0.0,10.0,1.0,1.0,1.0,8.6,0.23,-1.4,-0.14,71.0,152.0,46.7,156.0,36.0,59.0,43.6,70.0,85.7,54.8,113.0,10.0,8.8,1.0,0.1,11.2
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-236,1992,9.0,9.0,810.0,15.0,1.67,37.0,23.0,0.595,2.0,5.0,2.0,1.0,11.1,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,10.0,0.27,-4.0,-0.44,67.0,149.0,45.0,207.0,52.0,47.3,40.7,72.0,70.8,51.5,106.0,6.0,5.7,4.0,0.44,11.4
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-038,1996,1.0,1.0,90.0,5.0,5.0,7.0,2.0,0.286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,0.62,-0.6,-0.65,11.0,28.0,39.3,23.0,1.0,87.0,55.5,9.0,88.9,64.9,9.0,0.0,0.0,0.0,0.0,8.5
Philipp Pentke,de GER,GK,Hoffenheim,35-219,1985,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.21,-0.6,-0.57,2.0,6.0,33.3,25.0,5.0,20.0,29.8,4.0,25.0,31.5,2.0,0.0,0.0,1.0,1.0,20.3
Mattia Perin,it ITA,GK,Genoa,28-026,1992,7.0,7.0,629.0,10.0,1.43,32.0,21.0,0.688,1.0,2.0,4.0,1.0,14.3,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,8.9,0.28,-0.1,-0.02,53.0,127.0,41.7,213.0,34.0,48.8,38.0,61.0,37.7,35.6,68.0,2.0,2.9,3.0,0.43,13.5
Pavao Pervan,at AUT,GK,Wolfsburg,33-023,1987,1.0,1.0,90.0,1.0,1.0,7.0,5.0,0.857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7,0.39,1.7,1.72,8.0,19.0,42.1,23.0,1.0,56.5,43.2,9.0,66.7,53.4,13.0,1.0,7.7,0.0,0.0,11.3
Jordan Pickford,eng ENG,GK,Everton,26-274,1994,10.0,10.0,900.0,16.0,1.6,47.0,31.0,0.66,5.0,2.0,3.0,1.0,10.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,12.6,0.27,-3.4,-0.34,72.0,198.0,36.4,313.0,47.0,50.2,42.1,63.0,65.1,54.9,84.0,6.0,7.1,7.0,0.7,14.7
Nick Pope,eng ENG,GK,Burnley,28-231,1992,9.0,9.0,810.0,13.0,1.44,43.0,32.0,0.721,1.0,3.0,5.0,3.0,33.3,1.0,1.0,0.0,0.0,9.0,0.0,4.0,1.0,14.0,0.31,2.0,0.22,92.0,216.0,42.6,226.0,40.0,72.6,51.1,58.0,89.7,63.7,88.0,10.0,11.4,8.0,0.89,15.0
Ivan Provedel,it ITA,GK,Spezia,26-264,1994,7.0,7.0,630.0,12.0,1.71,23.0,13.0,0.565,1.0,4.0,2.0,2.0,28.6,2.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,11.1,0.4,-0.9,-0.13,77.0,139.0,55.4,300.0,29.0,40.7,36.7,41.0,41.5,39.3,47.0,0.0,0.0,7.0,1.0,16.1
Anthony Racioppi,ch SUI,GK,Dijon,21-341,1998,3.0,3.0,270.0,3.0,1.0,12.0,10.0,0.833,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.2,0.24,1.2,0.41,25.0,56.0,44.6,86.0,10.0,41.9,36.3,26.0,76.9,54.1,28.0,1.0,3.6,2.0,0.67,15.9
Rafael,br BRA,GK,Spezia,38-278,1982,2.0,1.0,117.0,3.0,2.31,9.0,6.0,0.667,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.6,0.18,-1.4,-1.04,11.0,25.0,44.0,46.0,7.0,50.0,37.8,11.0,18.2,26.5,23.0,1.0,4.3,0.0,0.0,8.3
Predrag Rajković,rs SRB,GK,Reims,25-036,1995,11.0,11.0,945.0,21.0,2.0,42.0,24.0,0.548,2.0,3.0,6.0,1.0,9.1,3.0,2.0,1.0,0.0,10.5,0.0,4.0,1.0,15.3,0.32,-4.7,-0.45,76.0,206.0,36.9,274.0,34.0,50.0,42.4,119.0,58.0,47.5,118.0,8.0,6.8,6.0,0.57,13.7
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-206,1998,10.0,10.0,900.0,16.0,1.6,57.0,40.0,0.719,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,17.6,0.31,1.6,0.16,81.0,237.0,34.2,208.0,29.0,76.0,54.5,84.0,94.0,71.9,104.0,10.0,9.6,4.0,0.4,13.8
Pepe Reina,es ESP,GK,Lazio,38-097,1982,5.0,5.0,450.0,6.0,1.2,22.0,16.0,0.773,4.0,1.0,0.0,1.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,6.9,0.27,0.9,0.17,36.0,76.0,47.4,143.0,16.0,44.1,36.2,35.0,37.1,31.1,38.0,2.0,5.3,3.0,0.6,14.7
Álex Remiro,es ESP,GK,Real Sociedad,25-257,1995,11.0,11.0,990.0,5.0,0.45,21.0,18.0,0.857,7.0,3.0,1.0,6.0,54.5,3.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,7.6,0.24,2.6,0.23,76.0,149.0,51.0,278.0,33.0,42.1,37.2,58.0,55.2,46.0,74.0,6.0,8.1,6.0,0.55,15.3
Baptiste Reynet,fr FRA,GK,Nîmes,30-039,1990,13.0,13.0,1170.0,24.0,1.85,67.0,45.0,0.687,3.0,2.0,8.0,4.0,30.8,3.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,22.8,0.3,-1.2,-0.1,107.0,291.0,36.8,404.0,35.0,52.2,43.1,101.0,79.2,55.6,130.0,8.0,6.2,13.0,1.0,15.2
Sergio Rico,es ESP,GK,Paris S-G,27-096,1993,3.0,3.0,270.0,3.0,1.0,9.0,7.0,0.667,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.5,0.28,0.5,0.16,2.0,6.0,33.3,44.0,13.0,11.4,23.1,19.0,5.3,22.4,21.0,0.0,0.0,2.0,0.67,15.0
Roberto,es ESP,GK,Valladolid,34-300,1986,6.0,6.0,540.0,10.0,1.67,25.0,17.0,0.68,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,10.1,0.33,0.1,0.01,39.0,130.0,30.0,136.0,24.0,62.5,51.1,52.0,86.5,68.8,58.0,5.0,8.6,5.0,0.83,14.8
Joel Robles,es ESP,GK,Betis,30-172,1990,4.0,4.0,360.0,8.0,2.0,12.0,7.0,0.5,1.0,0.0,3.0,1.0,25.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,7.3,0.44,0.3,0.08,32.0,83.0,38.6,119.0,14.0,55.5,43.7,31.0,54.8,45.1,25.0,0.0,0.0,4.0,1.0,18.9
Marek Rodák,sk SVK,GK,Fulham,23-359,1996,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.61,-0.5,-0.55,6.0,12.0,50.0,22.0,3.0,40.9,35.8,4.0,75.0,56.0,9.0,0.0,0.0,1.0,1.0,11.8
Mathew Ryan,au AUS,GK,Brighton,28-242,1992,9.0,9.0,810.0,14.0,1.56,22.0,12.0,0.5,2.0,4.0,3.0,2.0,22.2,3.0,3.0,0.0,0.0,9.0,0.0,2.0,1.0,10.4,0.35,-2.6,-0.29,44.0,109.0,40.4,286.0,44.0,31.1,31.4,43.0,46.5,40.5,80.0,4.0,5.0,5.0,0.56,14.6
Frederik Rønnow,dk DEN,GK,Schalke 04,28-124,1992,7.0,6.0,585.0,14.0,2.15,45.0,35.0,0.778,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,6.5,0.0,4.0,0.0,16.3,0.3,2.3,0.36,31.0,76.0,40.8,179.0,41.0,30.7,32.1,52.0,40.4,36.8,36.0,1.0,2.8,2.0,0.31,13.5
Romain Salin,fr FRA,GK,Rennes,36-130,1984,7.0,7.0,630.0,9.0,1.29,30.0,21.0,0.7,4.0,2.0,1.0,1.0,14.3,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,9.2,0.31,0.2,0.03,54.0,113.0,47.8,216.0,33.0,38.4,35.1,60.0,50.0,42.2,57.0,4.0,7.0,14.0,2.0,17.1
Robert Sánchez,es ESP,GK,Brighton,23-018,1997,1.0,1.0,90.0,2.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.37,-0.4,-0.38,5.0,16.0,31.3,23.0,2.0,60.9,46.4,5.0,40.0,35.8,3.0,0.0,0.0,0.0,0.0,17.0
Kasper Schmeichel,dk DEN,GK,Leicester City,34-031,1986,10.0,10.0,900.0,14.0,1.4,48.0,35.0,0.729,6.0,0.0,4.0,3.0,30.0,1.0,1.0,0.0,0.0,10.0,0.0,4.0,1.0,14.3,0.28,1.3,0.13,64.0,168.0,38.1,275.0,48.0,44.4,40.3,72.0,63.9,49.2,82.0,8.0,9.8,4.0,0.4,11.9
Alexander Schwolow,de GER,GK,Hertha BSC,28-187,1992,10.0,10.0,900.0,19.0,1.9,41.0,25.0,0.61,3.0,2.0,5.0,2.0,20.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,16.2,0.34,-2.8,-0.28,72.0,157.0,45.9,285.0,42.0,37.5,35.7,91.0,54.9,45.9,84.0,7.0,8.3,5.0,0.5,14.2
Luigi Sepe,it ITA,GK,Parma,29-212,1991,9.0,9.0,810.0,17.0,1.89,51.0,34.0,0.667,2.0,3.0,4.0,2.0,22.2,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,13.8,0.27,-2.2,-0.24,78.0,146.0,53.4,243.0,47.0,44.9,39.4,82.0,45.1,39.5,107.0,5.0,4.7,2.0,0.22,13.4
Rui Silva,pt POR,GK,Granada,26-303,1994,9.0,9.0,810.0,15.0,1.67,36.0,20.0,0.583,4.0,2.0,3.0,3.0,33.3,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,13.4,0.36,-1.6,-0.18,73.0,205.0,35.6,230.0,22.0,63.0,48.3,84.0,71.4,53.2,91.0,2.0,2.2,3.0,0.33,13.1
Marco Silvestri,it ITA,GK,Hellas Verona,29-279,1991,9.0,9.0,810.0,7.0,0.78,42.0,35.0,0.833,4.0,3.0,2.0,4.0,44.4,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,7.1,0.17,1.1,0.12,60.0,203.0,29.6,190.0,19.0,66.8,45.9,86.0,88.4,58.2,78.0,3.0,3.8,3.0,0.33,13.3
Unai Simón,es ESP,GK,Athletic Club,23-178,1997,11.0,11.0,990.0,12.0,1.09,23.0,14.0,0.565,4.0,1.0,6.0,2.0,18.2,2.0,2.0,0.0,0.0,11.0,0.0,2.0,1.0,9.6,0.34,-1.4,-0.13,90.0,212.0,42.5,284.0,50.0,51.8,43.4,68.0,95.6,69.2,98.0,7.0,7.1,10.0,0.91,15.3
Salvatore Sirigu,it ITA,GK,Torino,33-329,1987,10.0,10.0,900.0,24.0,2.4,41.0,19.0,0.463,1.0,3.0,6.0,1.0,10.0,2.0,2.0,0.0,0.0,10.0,1.0,3.0,0.0,16.6,0.37,-7.4,-0.74,49.0,115.0,42.6,273.0,40.0,31.5,31.3,82.0,35.4,29.5,108.0,4.0,3.7,2.0,0.2,11.4
Łukasz Skorupski,pl POL,GK,Bologna,29-215,1991,10.0,10.0,900.0,17.0,1.7,45.0,30.0,0.644,4.0,0.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,1.0,13.5,0.28,-2.5,-0.25,46.0,117.0,39.3,276.0,48.0,34.1,33.3,71.0,32.4,28.3,78.0,13.0,16.7,5.0,0.5,14.3
Yann Sommer,ch SUI,GK,M'Gladbach,31-355,1988,10.0,10.0,900.0,16.0,1.6,39.0,25.0,0.641,4.0,4.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,10.0,0.0,3.0,0.0,14.1,0.31,-1.9,-0.19,49.0,118.0,41.5,356.0,40.0,29.2,31.8,74.0,18.9,25.0,74.0,6.0,8.1,3.0,0.3,12.7
David Soria,es ESP,GK,Getafe,27-246,1993,11.0,11.0,990.0,13.0,1.18,35.0,25.0,0.714,3.0,4.0,4.0,5.0,45.5,3.0,3.0,0.0,0.0,11.0,0.0,2.0,0.0,12.2,0.28,-0.8,-0.07,112.0,312.0,35.9,290.0,3.0,86.2,58.3,78.0,79.5,54.4,61.0,8.0,13.1,15.0,1.36,16.6
Marco Sportiello,it ITA,GK,Atalanta,28-210,1992,8.0,7.0,655.0,15.0,2.06,33.0,18.0,0.545,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.3,0.0,1.0,0.0,10.7,0.3,-4.3,-0.59,26.0,61.0,42.6,164.0,41.0,23.8,30.7,37.0,59.5,47.5,49.0,4.0,8.2,6.0,0.82,16.1
Thomas Strakosha,al ALB,GK,Lazio,25-262,1995,5.0,5.0,450.0,11.0,2.2,23.0,12.0,0.522,1.0,1.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,8.9,0.39,-2.1,-0.43,28.0,68.0,41.2,179.0,29.0,35.2,31.6,31.0,16.1,25.7,43.0,3.0,7.0,0.0,0.0,11.5
Wojciech Szczęsny,pl POL,GK,Juventus,30-232,1990,6.0,6.0,540.0,6.0,1.0,15.0,10.0,0.667,2.0,4.0,0.0,1.0,16.7,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,5.4,0.3,-0.6,-0.1,23.0,34.0,67.6,160.0,23.0,18.1,28.2,37.0,13.5,22.4,51.0,2.0,3.9,6.0,1.0,16.0
Ciprian Tătărușanu,ro ROU,GK,Milan,34-301,1986,1.0,1.0,90.0,3.0,3.0,6.0,4.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.9,0.35,-0.1,-0.05,2.0,5.0,40.0,23.0,7.0,13.0,21.8,4.0,50.0,30.8,3.0,1.0,33.3,0.0,0.0,8.1
Marc-André ter Stegen,de GER,GK,Barcelona,28-220,1992,4.0,4.0,360.0,5.0,1.25,17.0,12.0,0.706,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.3,0.25,0.3,0.09,15.0,20.0,75.0,85.0,16.0,16.5,26.3,17.0,35.3,36.8,22.0,2.0,9.1,4.0,1.33,23.0
Kevin Trapp,de GER,GK,Eint Frankfurt,30-151,1990,10.0,10.0,900.0,17.0,1.7,48.0,34.0,0.688,2.0,7.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,2.0,1.0,15.1,0.28,-0.9,-0.09,89.0,198.0,44.9,343.0,50.0,47.2,37.7,69.0,52.2,43.7,89.0,8.0,9.0,6.0,0.6,14.7
Tomáš Vaclík,cz CZE,GK,Sevilla,31-252,1989,3.0,3.0,270.0,3.0,1.0,9.0,6.0,0.667,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.4,0.27,-0.6,-0.21,14.0,32.0,43.8,86.0,15.0,32.6,31.7,8.0,50.0,38.3,19.0,1.0,5.3,2.0,0.67,14.9
Koke Vegas,es ESP,GK,Levante,25-070,1995,1.0,1.0,90.0,2.0,2.0,4.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,0.64,0.6,0.56,2.0,11.0,18.2,18.0,4.0,44.4,37.7,11.0,27.3,30.5,7.0,0.0,0.0,1.0,1.0,18.8
Iván Villar,es ESP,GK,Celta Vigo,23-150,1997,7.0,7.0,630.0,10.0,1.43,22.0,15.0,0.636,1.0,3.0,3.0,1.0,14.3,2.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,8.6,0.32,-0.4,-0.05,30.0,96.0,31.3,150.0,28.0,46.7,39.2,56.0,46.4,40.8,67.0,5.0,7.5,8.0,1.14,17.2
Robin Zentner,de GER,GK,Mainz 05,26-039,1994,10.0,10.0,900.0,24.0,2.4,58.0,37.0,0.621,1.0,2.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,3.0,1.0,15.5,0.27,-5.5,-0.61,46.0,141.0,32.6,260.0,58.0,37.3,35.8,77.0,57.1,48.0,94.0,6.0,6.4,10.0,1.11,14.6
Ron-Robert Zieler,de GER,GK,Köln,31-298,1989,1.0,0.0,51.0,1.0,1.76,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.01,-0.3,-0.46,6.0,11.0,54.5,17.0,4.0,35.3,35.0,6.0,83.3,49.7,10.0,0.0,0.0,0.0,0.0,11.8
Jeroen Zoet,nl NED,GK,Spezia,29-335,1991,2.0,2.0,153.0,4.0,2.35,5.0,2.0,0.4,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,1.7,0.0,1.0,0.0,3.0,0.4,-1.0,-0.6,9.0,20.0,45.0,52.0,11.0,34.6,33.0,8.0,25.0,30.8,16.0,0.0,0.0,0.0,0.0,8.1
