match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome,position_xM,position_yM,position_xM_r,position_yM_r,position_xM_std,position_yM_std,position_xM_std_r,position_yM_std_r,BodyPartCode,Interference_on_Shooter_Code,isGoal,distance_to_goalM,distance_to_centerM,angle,isFoot,isHead,header_distance_to_goalM,High,Low,Medium
89,3,23.44,3.49,Open Play,Left,3,0,Medium,Saved,29.56,3.4982311320754715,-29.56,-3.4982311320754715,82.56,37.498231132075475,135.56,71.49823113207547,1,2,0,23.699603816381025,3.4982311320754715,8.488283147018294,1,0,0.0,0,0,1
63,43,19.45,-15.71,Open Play,Left,3,0,Low,Blocked,33.55,-15.747051886792452,-33.55,15.747051886792452,86.55,18.252948113207548,139.55,52.25294811320755,1,1,0,25.02542992888102,15.747051886792452,38.994221691694136,1,0,0.0,0,1,0
3,23,10.97,-4.99,Open Play,Right,1,0,Low,Saved,42.03,-5.001768867924528,-42.03,5.001768867924528,95.03,28.99823113207547,148.03,62.998231132075475,2,1,0,12.056475098806407,5.001768867924528,24.510602741033757,1,0,0.0,0,1,0
77,34,8.73,-3.74,Open Play,Right,3,1,Low,Missed,44.269999999999996,-3.748820754716981,-44.269999999999996,3.748820754716981,97.27,30.25117924528302,150.26999999999998,64.25117924528303,2,1,0,9.50087138377301,3.748820754716981,23.239565234198224,1,0,0.0,0,1,0
35,58,22.2,-8.73,Open Play,Left,2,0,Medium,Missed,30.8,-8.75058962264151,-30.8,8.75058962264151,83.8,25.24941037735849,136.8,59.24941037735849,1,2,0,23.862372445837845,8.75058962264151,21.51290607237625,1,0,0.0,0,0,1
4,26,10.23,-4.99,Open Play,Right,2,1,Low,Blocked,42.769999999999996,-5.001768867924528,-42.769999999999996,5.001768867924528,95.77,28.99823113207547,148.76999999999998,62.998231132075475,2,1,0,11.387299583665088,5.001768867924528,26.055464043044598,1,0,0.0,0,1,0
9,31,4.49,-3.24,Open Play,Head,2,0,Low,Goal,48.51,-3.2476415094339623,-48.51,3.2476415094339623,101.50999999999999,30.75235849056604,154.51,64.75235849056604,3,1,1,5.541414564332696,3.2476415094339623,35.87842107370548,0,1,5.541414564332696,0,1,0
71,11,12.97,-7.73,Open Play,Left,2,0,Low,Saved,40.03,-7.748231132075472,-40.03,7.748231132075472,93.03,26.25176886792453,146.03,60.251768867924525,1,1,0,15.108143025403999,7.748231132075472,30.85394224205895,1,0,0.0,0,1,0
31,30,14.46,-3.74,Open Play,Left,3,0,Low,Missed,38.54,-3.748820754716981,-38.54,3.748820754716981,91.53999999999999,30.25117924528302,144.54,64.25117924528303,1,1,0,14.93804729712009,3.748820754716981,14.53420211128041,1,0,0.0,0,1,0
23,39,2.49,-6.24,Open Play,Head,2,0,High,Blocked,50.51,-6.254716981132075,-50.51,6.254716981132075,103.50999999999999,27.745283018867923,156.51,61.74528301886792,3,3,0,6.732130755864889,6.254716981132075,68.29252086993193,0,1,6.732130755864889,1,0,0
61,42,8.23,-2.99,Open Play,Head,3,0,Medium,Blocked,44.769999999999996,-2.997051886792453,-44.769999999999996,2.997051886792453,97.77,31.002948113207548,150.76999999999998,65.00294811320755,3,2,0,8.758722510282324,2.997051886792453,20.009693050704215,0,1,8.758722510282324,0,0,1
80,5,13.72,-8.48,Open Play,Left,2,0,Medium,Missed,39.28,-8.5,-39.28,8.5,92.28,25.5,145.28,59.5,1,2,0,16.139653032206112,8.5,31.77960303098213,1,0,0.0,0,0,1
81,15,9.48,2.49,Open Play,Left,2,0,Medium,Missed,43.519999999999996,2.495872641509434,-43.519999999999996,-2.495872641509434,96.52,36.495872641509436,149.51999999999998,70.49587264150944,1,2,0,9.803049537905812,2.495872641509434,14.749982658980267,1,0,0.0,0,0,1
45,38,24.69,9.48,Open Play,Right,3,0,Low,GoalFrame,28.31,9.502358490566039,-28.31,-9.502358490566039,81.31,43.50235849056604,134.31,77.50235849056604,2,1,0,26.455451553190933,9.502358490566039,21.050053026729387,1,0,0.0,0,1,0
72,6,13.47,-13.97,Open Play,Right,3,0,Medium,Missed,39.53,-14.002948113207548,-39.53,14.002948113207548,92.53,19.997051886792452,145.53,53.99705188679245,2,2,0,19.4299628373598,14.002948113207548,46.11134225245221,1,0,0.0,0,0,1
92,0,23.19,-8.98,Open Play,Right,3,0,Medium,Blocked,29.81,-9.001179245283017,-29.81,9.001179245283017,82.81,24.99882075471698,135.81,58.99882075471698,2,2,0,24.875637234163747,9.001179245283017,21.213681234974825,1,0,0.0,0,0,1
34,36,10.72,10.72,Open Play,Left,3,0,Medium,Blocked,42.28,10.745283018867925,-42.28,-10.745283018867925,95.28,44.74528301886792,148.28,78.74528301886792,1,2,0,15.178257711462518,10.745283018867925,45.06748616374177,1,0,0.0,0,0,1
10,37,10.72,10.97,Open Play,Left,1,0,Low,Missed,42.28,10.995872641509434,-42.28,-10.995872641509434,95.28,44.995872641509436,148.28,78.99587264150944,1,1,0,15.356679821767974,10.995872641509434,45.727831116153226,1,0,0.0,0,1,0
76,17,7.73,-11.22,Open Play,Right,2,0,High,GoalFrame,45.269999999999996,-11.246462264150944,-45.269999999999996,11.246462264150944,98.27,22.753537735849058,151.26999999999998,56.75353773584906,2,3,0,13.646824299410147,11.246462264150944,55.49819856973356,1,0,0.0,1,0,0
84,0,8.98,11.97,Open Play,Left,2,0,Low,Missed,44.019999999999996,11.998231132075471,-44.019999999999996,-11.998231132075471,97.02,45.998231132075475,150.01999999999998,79.99823113207547,1,1,0,14.986592351121889,11.998231132075471,53.187214964811155,1,0,0.0,0,1,0
42,22,26.43,5.99,Open Play,Left,3,0,Low,Missed,26.57,6.004127358490566,-26.57,-6.004127358490566,79.57,40.004127358490564,132.57,74.00412735849056,1,1,0,27.103402836857494,6.004127358490566,12.798719197851787,1,0,0.0,0,1,0
84,53,23.19,-10.47,Open Play,Left,3,1,Low,Missed,29.81,-10.494693396226417,-29.81,10.494693396226417,82.81,23.505306603773583,135.81,57.50530660377358,1,1,0,25.454168410710228,10.494693396226417,24.34925048885049,1,0,0.0,0,1,0
46,35,1.25,2.24,Open Play,Head,0,0,Low,Goal,51.75,2.2452830188679247,-51.75,-2.2452830188679247,104.75,36.24528301886792,157.75,70.24528301886792,3,1,1,2.569785172892213,2.2452830188679247,60.89432105305637,0,1,2.569785172892213,0,1,0
72,18,4.99,3.24,Open Play,Right,1,0,Medium,Goal,48.01,3.2476415094339623,-48.01,-3.2476415094339623,101.00999999999999,37.24764150943396,154.01,71.24764150943396,2,2,1,5.953761447505142,3.2476415094339623,33.057284270041976,1,0,0.0,0,0,1
67,6,7.98,-6.48,Open Play,Right,2,0,High,Blocked,45.019999999999996,-6.495283018867925,-45.019999999999996,6.495283018867925,98.02,27.504716981132077,151.01999999999998,61.50471698113208,2,3,0,10.289271183868859,6.495283018867925,39.14370216391436,1,0,0.0,1,0,0
91,51,25.44,-11.72,Open Play,Left,4,0,Medium,Missed,27.56,-11.747641509433961,-27.56,11.747641509433961,80.56,22.25235849056604,133.56,56.25235849056604,1,2,0,28.021432530014877,11.747641509433961,24.786470975596803,1,0,0.0,0,0,1
7,34,3.74,7.48,Open Play,Right,1,0,Low,Missed,49.26,7.497641509433962,-49.26,-7.497641509433962,102.25999999999999,41.49764150943396,155.26,75.49764150943396,2,1,0,8.378676996041033,7.497641509433962,63.48889963514363,1,0,0.0,0,1,0
17,45,24.94,-4.74,Open Play,Right,2,0,High,Saved,28.06,-4.751179245283019,-28.06,4.751179245283019,81.06,29.24882075471698,134.06,63.24882075471698,2,3,0,25.38852701951825,4.751179245283019,10.785856470549374,1,0,0.0,1,0,0
55,13,9.73,-10.23,Open Play,Right,2,0,High,Saved,43.269999999999996,-10.254127358490566,-43.269999999999996,10.254127358490566,96.27,23.745872641509436,149.26999999999998,57.745872641509436,2,3,0,14.135771216461618,10.254127358490566,46.50236246374221,1,0,0.0,1,0,0
46,53,3.99,3.24,Open Play,Left,1,0,Low,Missed,49.01,3.2476415094339623,-49.01,-3.2476415094339623,102.00999999999999,37.24764150943396,155.01,71.24764150943396,1,1,0,5.1446355919344295,3.2476415094339623,39.14370216391436,1,0,0.0,0,1,0
78,21,11.22,-6.73,Open Play,Right,4,1,High,Blocked,41.78,-6.745872641509434,-41.78,6.745872641509434,94.78,27.254127358490564,147.78,61.254127358490564,2,3,0,13.091798871639659,6.745872641509434,31.01581760052524,1,0,0.0,1,0,0
85,37,14.46,-11.72,Open Play,Right,2,0,Medium,Blocked,38.54,-11.747641509433961,-38.54,11.747641509433961,91.53999999999999,22.25235849056604,144.54,56.25235849056604,2,2,0,18.630584559647502,11.747641509433961,39.091213106591105,1,0,0.0,0,0,1
13,30,7.73,3.24,Open Play,Head,2,0,Low,Missed,45.269999999999996,3.2476415094339623,-45.269999999999996,-3.2476415094339623,98.27,37.24764150943396,151.26999999999998,71.24764150943396,3,1,0,8.384514021325181,3.2476415094339623,22.78896764303098,0,1,8.384514021325181,0,1,0
9,36,2.74,7.48,Open Play,Head,4,1,High,Missed,50.26,7.497641509433962,-50.26,-7.497641509433962,103.25999999999999,41.49764150943396,156.26,75.49764150943396,3,3,0,7.982620384559646,7.497641509433962,69.92525742627254,0,1,7.982620384559646,1,0,0
82,54,7.98,-9.98,Open Play,Right,1,0,Low,Goal,45.019999999999996,-10.003537735849056,-45.019999999999996,10.003537735849056,98.02,23.996462264150942,151.01999999999998,57.99646226415094,2,1,1,12.796529499538385,10.003537735849056,51.42001292659223,1,0,0.0,0,1,0
20,13,18.7,-0.75,Open Play,Right,1,0,High,Missed,34.3,-0.7517688679245282,-34.3,0.7517688679245282,87.3,33.248231132075475,140.3,67.24823113207547,2,3,0,18.715105033923283,0.7517688679245282,2.302139108680572,1,0,0.0,1,0,0
48,13,8.23,6.48,Open Play,Left,2,0,Medium,Saved,44.769999999999996,6.495283018867925,-44.769999999999996,-6.495283018867925,97.77,40.49528301886792,150.76999999999998,74.49528301886792,1,2,0,10.484350313452623,6.495283018867925,38.281218287341254,1,0,0.0,0,0,1
40,20,7.23,11.97,Open Play,Head,2,0,High,Blocked,45.769999999999996,11.998231132075471,-45.769999999999996,-11.998231132075471,98.77,45.998231132075475,151.76999999999998,79.99823113207547,3,3,0,14.00822794998372,11.998231132075471,58.92730276879526,0,1,14.00822794998372,1,0,0
16,59,23.19,10.72,Open Play,Right,2,0,Medium,Missed,29.81,10.745283018867925,-29.81,-10.745283018867925,82.81,44.74528301886792,135.81,78.74528301886792,2,2,0,25.55850557359666,10.745283018867925,24.86104764546611,1,0,0.0,0,0,1
2,34,13.97,-2.99,Open Play,Right,1,0,Low,Missed,39.03,-2.997051886792453,-39.03,2.997051886792453,92.03,31.002948113207548,145.03,65.00294811320755,2,1,0,14.287869680681098,2.997051886792453,12.108404249673855,1,0,0.0,0,1,0
6,23,22.69,-16.46,Open Play,Right,4,2,Low,Blocked,30.31,-16.49882075471698,-30.31,16.49882075471698,83.31,17.50117924528302,136.31,51.50117924528302,2,1,0,28.054361270509794,16.49882075471698,36.022422558702296,1,0,0.0,0,1,0
46,57,10.97,-5.74,Open Play,Right,3,1,High,Saved,42.03,-5.753537735849057,-42.03,5.753537735849057,95.03,28.246462264150942,148.03,62.24646226415094,2,3,0,12.38725540536882,5.753537735849057,27.67607935544473,1,0,0.0,1,0,0
56,11,28.43,11.72,Open Play,Right,2,0,Low,Missed,24.57,11.747641509433961,-24.57,-11.747641509433961,77.57,45.74764150943396,130.57,79.74764150943396,2,1,0,30.761534113795037,11.747641509433961,22.451043161755905,1,0,0.0,0,1,0
38,38,11.97,-1.5,Open Play,Head,2,0,Low,Missed,41.03,-1.5035377358490565,-41.03,1.5035377358490565,94.03,32.49646226415094,147.03,66.49646226415095,3,1,0,12.064059255620476,1.5035377358490565,7.159360685212565,0,1,12.064059255620476,0,1,0
25,10,7.73,-0.5,Open Play,Head,1,0,Medium,Saved,45.269999999999996,-0.5011792452830188,-45.269999999999996,0.5011792452830188,98.27,33.49882075471698,151.26999999999998,67.49882075471697,3,2,0,7.746230091851295,0.5011792452830188,3.7096144997302165,0,1,7.746230091851295,0,0,1
15,50,7.23,-7.73,Open Play,Right,1,0,Low,Saved,45.769999999999996,-7.748231132075472,-45.769999999999996,7.748231132075472,98.77,26.25176886792453,151.76999999999998,60.251768867924525,2,1,0,10.597546210140516,7.748231132075472,46.98158359045754,1,0,0.0,0,1,0
45,27,8.98,-1.25,Open Play,Head,2,0,Low,Missed,44.019999999999996,-1.252948113207547,-44.019999999999996,1.252948113207547,97.02,32.747051886792455,150.01999999999998,66.74705188679246,3,1,0,9.066988418123762,1.252948113207547,7.94300152832159,0,1,9.066988418123762,0,1,0
70,21,21.95,15.46,Open Play,Right,2,0,Medium,Missed,31.05,15.496462264150944,-31.05,-15.496462264150944,84.05,49.49646226415094,137.05,83.49646226415095,2,2,0,26.868994076895664,15.496462264150944,35.22167755495047,1,0,0.0,0,0,1
48,2,7.48,-15.46,Open Play,Head,1,0,High,Missed,45.519999999999996,-15.496462264150944,-45.519999999999996,15.496462264150944,98.52,18.503537735849058,151.51999999999998,52.50353773584906,3,3,0,17.207287488278165,15.496462264150944,64.2338231514299,0,1,17.207287488278165,1,0,0
23,48,6.48,-1.25,Open Play,Head,1,0,Low,Goal,46.519999999999996,-1.252948113207547,-46.519999999999996,1.252948113207547,99.52,32.747051886792455,152.51999999999998,66.74705188679246,3,1,1,6.600021134389677,1.252948113207547,10.943447825395712,0,1,6.600021134389677,0,1,0
10,22,11.22,9.48,Open Play,Left,1,0,Low,Saved,41.78,9.502358490566039,-41.78,-9.502358490566039,94.78,43.50235849056604,147.78,77.50235849056604,1,1,0,14.70317030042271,9.502358490566039,40.2616807059034,1,0,0.0,0,1,0
5,21,30.67,10.72,Open Play,Right,3,1,Medium,Missed,22.33,10.745283018867925,-22.33,-10.745283018867925,75.33,44.74528301886792,128.32999999999998,78.74528301886792,2,2,0,32.49784619256439,10.745283018867925,19.307990053519614,1,0,0.0,0,0,1
72,41,10.97,0.75,Open Play,Head,5,2,Low,Missed,42.03,0.7517688679245282,-42.03,-0.7517688679245282,95.03,34.751768867924525,148.03,68.75176886792453,3,1,0,10.995729008609684,0.7517688679245282,3.920323111312825,0,1,10.995729008609684,0,1,0
85,51,24.19,-4.99,Open Play,Right,2,0,Low,Saved,28.81,-5.001768867924528,-28.81,5.001768867924528,81.81,28.99823113207547,134.81,62.998231132075475,2,1,0,24.701696132212035,5.001768867924528,11.682421595720989,1,0,0.0,0,1,0
93,10,21.7,13.47,Open Play,Right,2,0,Low,Saved,31.3,13.501768867924529,-31.3,-13.501768867924529,84.3,47.501768867924525,137.3,81.50176886792453,2,1,0,25.5575382727456,13.501768867924529,31.889928867024818,1,0,0.0,0,1,0
31,15,22.69,6.73,Open Play,Left,3,1,Low,Saved,30.31,6.745872641509434,-30.31,-6.745872641509434,83.31,40.745872641509436,136.31,74.74587264150944,1,1,0,23.6715630598291,6.745872641509434,16.557528353523647,1,0,0.0,0,1,0
76,4,22.2,8.98,Open Play,Left,2,0,Medium,Missed,30.8,9.001179245283017,-30.8,-9.001179245283017,83.8,43.00117924528302,136.8,77.00117924528303,1,2,0,23.955400806617988,9.001179245283017,22.070513413872586,1,0,0.0,0,0,1
39,31,8.98,-4.74,Open Play,Right,2,0,High,Saved,44.019999999999996,-4.751179245283019,-44.019999999999996,4.751179245283019,97.02,29.24882075471698,150.01999999999998,63.24882075471698,2,3,0,10.15943424708326,4.751179245283019,27.882625256199336,1,0,0.0,1,0,0
92,43,28.18,-4.74,Open Play,Right,3,0,High,Missed,24.82,-4.751179245283019,-24.82,4.751179245283019,77.82,29.24882075471698,130.82,63.24882075471698,2,3,0,28.57772041680036,4.751179245283019,9.570128080808677,1,0,0.0,1,0,0
83,55,5.99,5.49,Open Play,Head,2,0,Low,Missed,47.01,5.502948113207547,-47.01,-5.502948113207547,100.00999999999999,39.502948113207545,153.01,73.50294811320754,3,1,0,8.134035771783557,5.502948113207547,42.5733528473377,0,1,8.134035771783557,0,1,0
61,13,3.74,2.74,Open Play,Right,1,0,Medium,Saved,49.26,2.7464622641509435,-49.26,-2.7464622641509435,102.25999999999999,36.74646226415094,155.26,70.74646226415095,2,2,0,4.640113680547616,2.7464622641509435,36.29163213290541,1,0,0.0,0,0,1
81,33,25.69,-2.24,Open Play,Right,4,1,Low,Saved,27.31,-2.2452830188679247,-27.31,2.2452830188679247,80.31,31.754716981132077,133.31,65.75471698113208,2,1,0,25.787931205019465,2.2452830188679247,4.994907638315654,1,0,0.0,0,1,0
36,49,16.96,-10.23,Open Play,Right,6,3,High,Blocked,36.04,-10.254127358490566,-36.04,10.254127358490566,89.03999999999999,23.745872641509436,142.04,57.745872641509436,2,3,0,19.818898251016495,10.254127358490566,31.15743334869822,1,0,0.0,1,0,0
40,41,10.23,-3.49,Open Play,Left,1,0,Low,Missed,42.769999999999996,-3.4982311320754715,-42.769999999999996,3.4982311320754715,95.77,30.50176886792453,148.76999999999998,64.50176886792453,1,1,0,10.811591975903553,3.4982311320754715,18.87853747764895,1,0,0.0,0,1,0
47,17,14.22,-12.72,Open Play,Left,3,0,Medium,Missed,38.78,-12.75,-38.78,12.75,91.78,21.25,144.78,55.25,1,2,0,19.098976412363044,12.75,41.880180224264436,1,0,0.0,0,0,1
86,21,7.23,12.47,Open Play,Right,1,0,Low,Missed,45.769999999999996,12.49941037735849,-45.769999999999996,-12.49941037735849,98.77,46.49941037735849,151.76999999999998,80.49941037735849,2,1,0,14.439811625558596,12.49941037735849,59.95374026832745,1,0,0.0,0,1,0
81,56,23.19,7.73,Open Play,Left,2,1,Low,Saved,29.81,7.748231132075472,-29.81,-7.748231132075472,82.81,41.748231132075475,135.81,75.74823113207547,1,1,0,24.45017762054222,7.748231132075472,18.475478723857922,1,0,0.0,0,1,0
15,13,12.72,-10.97,Open Play,Left,4,2,Low,Blocked,40.28,-10.995872641509434,-40.28,10.995872641509434,93.28,23.004127358490564,146.28,57.004127358490564,1,1,0,16.813911357810106,10.995872641509434,40.84195195152439,1,0,0.0,0,1,0
0,34,8.73,12.47,Open Play,Left,2,0,Low,Goal,44.269999999999996,12.49941037735849,-44.269999999999996,-12.49941037735849,97.27,46.49941037735849,150.26999999999998,80.49941037735849,1,1,1,15.246250679482388,12.49941037735849,55.06828299362839,1,0,0.0,0,1,0
50,9,20.7,6.48,Open Play,Right,3,0,Medium,Saved,32.3,6.495283018867925,-32.3,-6.495283018867925,85.3,40.49528301886792,138.3,74.49528301886792,2,2,0,21.695130824569695,6.495283018867925,17.420907359265176,1,0,0.0,0,0,1
50,26,17.96,13.47,Open Play,Right,5,2,Low,Saved,35.04,13.501768867924529,-35.04,-13.501768867924529,88.03999999999999,47.501768867924525,141.04,81.50176886792453,2,1,0,22.469075694448495,13.501768867924529,36.934705739060675,1,0,0.0,0,1,0
30,43,25.19,12.22,Open Play,Right,2,0,Medium,Saved,27.81,12.248820754716983,-27.81,-12.248820754716983,80.81,46.24882075471698,133.81,80.24882075471697,2,2,0,28.010171543230246,12.248820754716983,25.931674992714946,1,0,0.0,0,0,1
80,17,9.23,-8.98,Open Play,Head,2,0,Low,Goal,43.769999999999996,-9.001179245283017,-43.769999999999996,9.001179245283017,96.77,24.99882075471698,149.76999999999998,58.99882075471698,3,1,1,12.892405819152367,9.001179245283017,44.28091458201122,0,1,12.892405819152367,0,1,0
71,7,26.19,2.0,Open Play,Right,4,0,Low,Saved,26.81,2.0047169811320753,-26.81,-2.0047169811320753,79.81,36.00471698113208,132.81,70.00471698113208,2,1,0,26.266613603097742,2.0047169811320753,4.377177408688477,1,0,0.0,0,1,0
70,45,21.7,1.0,Open Play,Left,2,0,High,Saved,31.3,1.0023584905660377,-31.3,-1.0023584905660377,84.3,35.00235849056604,137.3,69.00235849056604,1,3,0,21.72313795342675,1.0023584905660377,2.6447058585251635,1,0,0.0,1,0,0
31,31,24.44,1.75,Open Play,Right,7,0,Low,Missed,28.56,1.7541273584905661,-28.56,-1.7541273584905661,81.56,35.754127358490564,134.56,69.75412735849056,2,1,0,24.50286846044367,1.7541273584905661,4.105239322577094,1,0,0.0,0,1,0
53,46,12.47,12.47,Open Play,Right,3,0,Low,Missed,40.53,12.49941037735849,-40.53,-12.49941037735849,93.53,46.49941037735849,146.53,80.49941037735849,2,1,0,17.656051647568802,12.49941037735849,45.06748616374177,1,0,0.0,0,1,0
64,39,8.73,16.71,Open Play,Left,1,0,Low,Blocked,44.269999999999996,16.74941037735849,-44.269999999999996,-16.74941037735849,97.27,50.74941037735849,150.26999999999998,84.74941037735849,1,1,0,18.887976280935032,16.74941037735849,62.47091659240528,1,0,0.0,0,1,0
2,18,12.47,2.49,Open Play,Head,1,0,High,Missed,40.53,2.495872641509434,-40.53,-2.495872641509434,93.53,36.495872641509436,146.53,70.49587264150944,3,3,0,12.71732205468727,2.495872641509434,11.318205510523175,0,1,12.71732205468727,1,0,0
23,14,25.44,-11.47,Open Play,Left,3,0,Low,Blocked,27.56,-11.497051886792452,-27.56,11.497051886792452,80.56,22.502948113207548,133.56,56.50294811320755,1,1,0,27.917302915711574,11.497051886792452,24.31954951450369,1,0,0.0,0,1,0
21,14,2.99,3.99,Open Play,Left,2,0,Medium,Missed,50.01,3.9994103773584904,-50.01,-3.9994103773584904,103.00999999999999,37.99941037735849,156.01,71.99941037735849,1,2,0,4.993534155938336,3.9994103773584904,53.21783514225811,1,0,0.0,0,0,1
90,49,30.92,1.5,Open Play,Right,2,0,Medium,Missed,22.08,1.5035377358490565,-22.08,-1.5035377358490565,75.08,35.50353773584906,128.07999999999998,69.50353773584905,2,2,0,30.956534459191683,1.5035377358490565,2.7839121427756317,1,0,0.0,0,0,1
57,41,14.22,-11.22,Open Play,Left,3,0,High,Blocked,38.78,-11.246462264150944,-38.78,11.246462264150944,91.78,22.753537735849058,144.78,56.75353773584906,1,3,0,18.129845930370482,11.246462264150944,38.340135847882856,1,0,0.0,1,0,0
56,41,11.72,-9.48,Open Play,Right,2,0,Low,Missed,41.28,-9.502358490566039,-41.28,9.502358490566039,94.28,24.49764150943396,147.28,58.49764150943396,2,1,0,15.088181364340517,9.502358490566039,39.03449759405777,1,0,0.0,0,1,0
10,23,14.71,-9.98,Open Play,Right,2,0,Medium,Saved,38.29,-10.003537735849056,-38.29,10.003537735849056,91.28999999999999,23.996462264150942,144.29,57.99646226415094,2,2,0,17.789178374297002,10.003537735849056,34.21766700569226,1,0,0.0,0,0,1
69,14,13.72,14.71,Open Play,Right,3,0,High,Saved,39.28,14.744693396226417,-39.28,-14.744693396226417,92.28,48.74469339622642,145.28,82.74469339622641,2,3,0,20.140615267382543,14.744693396226417,47.06168619354023,1,0,0.0,1,0,0
36,28,11.47,-5.74,Open Play,Left,3,0,Medium,Goal,41.53,-5.753537735849057,-41.53,5.753537735849057,94.53,28.246462264150942,147.53,62.24646226415094,1,2,1,12.83215089054984,5.753537735849057,26.63908411400998,1,0,0.0,0,0,1
86,13,20.7,3.49,Open Play,Right,7,2,Low,Blocked,32.3,3.4982311320754715,-32.3,-3.4982311320754715,85.3,37.498231132075475,138.3,71.49823113207547,2,1,0,20.993513785296216,3.4982311320754715,9.59216436264166,1,0,0.0,0,1,0
82,56,11.97,-12.97,Open Play,Left,2,0,Low,Goal,41.03,-13.00058962264151,-41.03,13.00058962264151,94.03,20.99941037735849,147.03,54.99941037735849,1,1,1,17.671905119039486,13.00058962264151,47.36337801433363,1,0,0.0,0,1,0
25,35,8.48,2.99,Open Play,Head,2,1,Medium,Missed,44.519999999999996,2.997051886792453,-44.519999999999996,-2.997051886792453,97.52,36.997051886792455,150.51999999999998,70.99705188679246,3,2,0,8.99403802594398,2.997051886792453,19.464728862124584,0,1,8.99403802594398,0,0,1
43,54,1.75,2.74,Open Play,Left,1,0,Medium,Goal,51.25,2.7464622641509435,-51.25,-2.7464622641509435,104.25,36.74646226415094,157.25,70.74646226415095,1,2,1,3.256617104973369,2.7464622641509435,57.49539167245442,1,0,0.0,0,0,1
58,6,10.72,6.48,Open Play,Right,1,0,Low,Saved,42.28,6.495283018867925,-42.28,-6.495283018867925,95.28,40.49528301886792,148.28,74.49528301886792,2,1,0,12.53423717244867,6.495283018867925,31.211809150294517,1,0,0.0,0,1,0
28,14,15.71,-0.5,Open Play,Left,3,0,Medium,Missed,37.29,-0.5011792452830188,-37.29,0.5011792452830188,90.28999999999999,33.49882075471698,143.29,67.49882075471697,1,2,0,15.717992258424816,0.5011792452830188,1.8272259659170222,1,0,0.0,0,0,1
33,59,5.49,1.75,Open Play,Right,4,2,Medium,Blocked,47.51,1.7541273584905661,-47.51,-1.7541273584905661,100.50999999999999,35.754127358490564,153.51,69.75412735849056,2,2,0,5.763424571364244,1.7541273584905661,17.719366228947194,1,0,0.0,0,0,1
41,4,1.0,0.25,Open Play,Right,2,0,Medium,Goal,52.0,0.2505896226415094,-52.0,-0.2505896226415094,105.0,34.250589622641506,158.0,68.25058962264151,2,2,1,1.030919569595812,0.2505896226415094,14.068034714220369,1,0,0.0,0,0,1
45,46,8.73,4.49,Open Play,Right,1,0,Low,Goal,44.269999999999996,4.500589622641509,-44.269999999999996,-4.500589622641509,97.27,38.500589622641506,150.26999999999998,72.50058962264151,2,1,1,9.821822995321618,4.500589622641509,27.272529293469088,1,0,0.0,0,1,0
27,48,8.73,0.25,Open Play,Head,3,1,High,Goal,44.269999999999996,0.2505896226415094,-44.269999999999996,-0.2505896226415094,97.27,34.250589622641506,150.26999999999998,68.25058962264151,3,3,1,8.733595774878506,0.2505896226415094,1.64419088137309,0,1,8.733595774878506,1,0,0
3,2,17.21,20.7,Open Play,Left,2,0,Low,Missed,35.79,20.74882075471698,-35.79,-20.74882075471698,88.78999999999999,54.74882075471698,141.79,88.74882075471697,1,1,0,26.957330407727213,20.74882075471698,50.32616952193301,1,0,0.0,0,1,0
79,29,18.95,0.5,Open Play,Right,4,2,High,Saved,34.05,0.5011792452830188,-34.05,-0.5011792452830188,87.05,34.50117924528302,140.05,68.50117924528303,2,3,0,18.95662629889355,0.5011792452830188,1.5149743094385248,1,0,0.0,1,0,0
66,32,11.72,-4.74,Open Play,Head,2,0,Medium,Missed,41.28,-4.751179245283019,-41.28,4.751179245283019,94.28,29.24882075471698,147.28,63.24882075471698,3,2,0,12.646426539572674,4.751179245283019,22.06717694477557,0,1,12.646426539572674,0,0,1
42,7,12.97,1.75,Open Play,Head,4,0,Medium,Missed,40.03,1.7541273584905661,-40.03,-1.7541273584905661,93.03,35.754127358490564,146.03,69.75412735849056,3,2,0,13.08808094373675,1.7541273584905661,7.702232269466715,0,1,13.08808094373675,0,0,1
81,27,11.72,-10.23,Open Play,Right,1,0,Low,Missed,41.28,-10.254127358490566,-41.28,10.254127358490566,94.28,23.745872641509436,147.28,57.745872641509436,2,1,0,15.572588991049134,10.254127358490566,41.183508879118236,1,0,0.0,0,1,0
46,22,6.73,13.97,Open Play,Left,3,0,Medium,Goal,46.269999999999996,14.002948113207548,-46.269999999999996,-14.002948113207548,99.27,48.00294811320755,152.26999999999998,82.00294811320755,1,2,1,15.536262609172867,14.002948113207548,64.3304519088097,1,0,0.0,0,0,1
52,10,23.69,6.98,Open Play,Right,3,1,Medium,Missed,29.31,6.996462264150943,-29.31,-6.996462264150943,82.31,40.99646226415094,135.31,74.99646226415095,2,2,0,24.701550239077875,6.996462264150943,16.45366193085686,1,0,0.0,0,0,1
32,21,25.44,1.0,Open Play,Left,3,0,Medium,Missed,27.56,1.0023584905660377,-27.56,-1.0023584905660377,80.56,35.00235849056604,133.56,69.00235849056604,1,2,0,25.45973924736092,1.0023584905660377,2.2563372472485543,1,0,0.0,0,0,1
