match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome,position_xM,position_yM,position_xM_r,position_yM_r,position_xM_std,position_yM_std,position_xM_std_r,position_yM_std_r,BodyPartCode,Interference_on_Shooter_Code,isGoal,distance_to_goalM,distance_to_centerM,angle,isFoot,isHead,header_distance_to_goalM,High,Low,Medium
48,13,12.47,-1.5,Open Play,Head,2,0,Low,Missed,40.53,-1.5035377358490565,-40.53,1.5035377358490565,93.53,32.49646226415094,146.53,66.49646226415095,3,1,0,12.560315510492643,1.5035377358490565,6.87510134716918,0,1,12.560315510492643,0,1,0
54,36,9.23,0.75,Open Play,Right,1,0,High,Blocked,43.769999999999996,0.7517688679245282,-43.769999999999996,-0.7517688679245282,96.77,34.751768867924525,149.76999999999998,68.75176886792453,2,3,0,9.260564584882534,0.7517688679245282,4.656372014760513,1,0,0.0,1,0,0
10,34,4.24,8.23,Open Play,Left,1,0,High,Saved,48.76,8.24941037735849,-48.76,-8.24941037735849,101.75999999999999,42.24941037735849,154.76,76.24941037735849,1,3,0,9.275255876474242,8.24941037735849,62.797918013390564,1,0,0.0,1,0,0
49,39,22.44,-8.73,Open Play,Right,3,0,Medium,Blocked,30.56,-8.75058962264151,-30.56,8.75058962264151,83.56,25.24941037735849,136.56,59.24941037735849,2,2,0,24.08581364089412,8.75058962264151,21.303544382033042,1,0,0.0,0,0,1
33,44,10.47,5.24,Open Play,Left,2,0,High,Missed,42.53,5.252358490566038,-42.53,-5.252358490566038,95.53,39.25235849056604,148.53,73.25235849056604,1,3,0,11.71358910468611,5.252358490566038,26.640994522620908,1,0,0.0,1,0,0
73,1,11.97,-4.49,Open Play,Right,2,0,High,Blocked,41.03,-4.500589622641509,-41.03,4.500589622641509,94.03,29.49941037735849,147.03,63.49941037735849,2,3,0,12.788127578008769,4.500589622641509,20.605713845342624,1,0,0.0,1,0,0
81,29,9.98,-16.71,Open Play,Left,3,0,Medium,Saved,43.019999999999996,-16.74941037735849,-43.019999999999996,16.74941037735849,96.02,17.25058962264151,149.01999999999998,51.25058962264151,1,2,0,19.49726001234954,16.74941037735849,59.21174376837895,1,0,0.0,0,0,1
46,24,13.97,-2.49,Open Play,Right,2,0,Medium,Missed,39.03,-2.495872641509434,-39.03,2.495872641509434,92.03,31.504127358490567,145.03,65.50412735849056,2,2,0,14.19120432671714,2.495872641509434,10.129559485685688,1,0,0.0,0,0,1
7,53,27.18,3.24,Open Play,Right,2,0,Medium,Saved,25.82,3.2476415094339623,-25.82,-3.2476415094339623,78.82,37.24764150943396,131.82,71.24764150943396,2,2,0,27.37333694261258,3.2476415094339623,6.813764680694444,1,0,0.0,0,0,1
47,6,18.45,17.96,Open Play,Right,3,0,Low,Missed,34.55,18.002358490566035,-34.55,-18.002358490566035,87.55,52.00235849056604,140.55,86.00235849056604,2,1,0,25.777653330411113,18.002358490566035,44.296432901954546,1,0,0.0,0,1,0
51,3,7.48,16.96,Open Play,Left,2,0,Medium,Missed,45.519999999999996,17.0,-45.519999999999996,-17.0,98.52,51.0,151.51999999999998,85.0,1,2,0,18.572840385896825,17.0,66.25050550713323,1,0,0.0,0,0,1
33,13,12.22,-9.73,Open Play,Right,2,0,Low,Saved,40.78,-9.752948113207548,-40.78,9.752948113207548,93.78,24.247051886792452,146.78,58.24705188679245,2,1,0,15.63484559881928,9.752948113207548,38.59384323602905,1,0,0.0,0,1,0
30,11,26.19,-9.23,Open Play,Right,3,3,Medium,Missed,26.81,-9.251768867924529,-26.81,9.251768867924529,79.81,24.74823113207547,132.81,58.748231132075475,2,2,0,27.776092727118723,9.251768867924529,19.4560620140235,1,0,0.0,0,0,1
69,15,9.73,16.71,Open Play,Right,1,0,Medium,GoalFrame,43.269999999999996,16.74941037735849,-43.269999999999996,-16.74941037735849,96.27,50.74941037735849,149.26999999999998,84.74941037735849,2,2,0,19.37048393791865,16.74941037735849,59.8470118106421,1,0,0.0,0,0,1
7,21,14.96,-8.23,Open Play,Left,2,0,Medium,Missed,38.04,-8.24941037735849,-38.04,8.24941037735849,91.03999999999999,25.75058962264151,144.04,59.75058962264151,1,2,0,17.083745829708132,8.24941037735849,28.873711766882245,1,0,0.0,0,0,1
84,54,24.69,-1.75,Open Play,Left,4,1,Low,Missed,28.31,-1.7541273584905661,-28.31,1.7541273584905661,81.31,32.245872641509436,134.31,66.24587264150944,1,1,0,24.752233490935826,1.7541273584905661,4.063811464541416,1,0,0.0,0,1,0
46,49,26.43,-5.99,Open Play,Right,2,0,Low,Saved,26.57,-6.004127358490566,-26.57,6.004127358490566,79.57,27.995872641509436,132.57,61.995872641509436,2,1,0,27.103402836857494,6.004127358490566,12.798719197851787,1,0,0.0,0,1,0
77,32,15.21,11.47,Open Play,Right,2,0,Medium,Blocked,37.79,11.497051886792452,-37.79,-11.497051886792452,90.78999999999999,45.49705188679245,143.79,79.49705188679245,2,2,0,19.06636572836045,11.497051886792452,37.08518596276821,1,0,0.0,0,0,1
68,31,13.72,-0.75,Open Play,Left,4,0,Medium,Blocked,39.28,-0.7517688679245282,-39.28,0.7517688679245282,92.28,33.248231132075475,145.28,67.24823113207547,1,2,0,13.740580643873114,0.7517688679245282,3.1363085969666535,1,0,0.0,0,0,1
3,7,10.97,5.49,Open Play,Right,2,0,Medium,Saved,42.03,5.502948113207547,-42.03,-5.502948113207547,95.03,39.502948113207545,148.03,73.50294811320754,2,2,0,12.27286999591597,5.502948113207547,26.63999578917213,1,0,0.0,0,0,1
29,29,8.98,14.46,Open Play,Head,2,0,Medium,Missed,44.019999999999996,14.494103773584905,-44.019999999999996,-14.494103773584905,97.02,48.494103773584904,150.01999999999998,82.4941037735849,3,2,0,17.05049689010406,14.494103773584905,58.219206467873356,0,1,17.05049689010406,0,0,1
24,13,13.72,8.98,Open Play,Right,1,0,Low,Goal,39.28,9.001179245283017,-39.28,-9.001179245283017,92.28,43.00117924528302,145.28,77.00117924528303,2,1,1,16.40913245134287,9.001179245283017,33.2673833628654,1,0,0.0,0,1,0
78,51,12.97,6.48,Open Play,Left,2,0,Medium,Goal,40.03,6.495283018867925,-40.03,-6.495283018867925,93.03,40.49528301886792,146.03,74.49528301886792,1,2,1,14.50550245579911,6.495283018867925,26.601380350002813,1,0,0.0,0,0,1
98,40,7.48,9.48,Open Play,Right,1,0,Low,Saved,45.519999999999996,9.502358490566039,-45.519999999999996,-9.502358490566039,98.52,43.50235849056604,151.51999999999998,77.50235849056604,2,1,0,12.093188863291292,9.502358490566039,51.79113407641811,1,0,0.0,0,1,0
9,10,10.97,4.74,Open Play,Left,1,0,Low,Missed,42.03,4.751179245283019,-42.03,-4.751179245283019,95.03,38.75117924528302,148.03,72.75117924528303,1,1,0,11.954689632977013,4.751179245283019,23.417754099086512,1,0,0.0,0,1,0
52,16,42.15,-6.73,Open Play,Left,3,0,Low,Missed,10.850000000000001,-6.745872641509434,-10.850000000000001,6.745872641509434,63.85,27.254127358490564,116.85,61.254127358490564,1,1,0,42.68640647437385,6.745872641509434,9.092758903103363,1,0,0.0,0,1,0
26,23,21.7,-1.5,Open Play,Right,3,0,Medium,Blocked,31.3,-1.5035377358490565,-31.3,1.5035377358490565,84.3,32.49646226415094,137.3,66.49646226415095,2,2,0,21.75202578435218,1.5035377358490565,3.9635440818383425,1,0,0.0,0,0,1
28,57,8.48,-8.73,Open Play,Right,2,0,Medium,Missed,44.519999999999996,-8.75058962264151,-44.519999999999996,8.75058962264151,97.52,25.24941037735849,150.51999999999998,59.24941037735849,2,2,0,12.1853690442219,8.75058962264151,45.89970043980484,1,0,0.0,0,0,1
39,17,5.99,5.49,Open Play,Head,4,2,Low,Goal,47.01,5.502948113207547,-47.01,-5.502948113207547,100.00999999999999,39.502948113207545,153.01,73.50294811320754,3,1,1,8.134035771783557,5.502948113207547,42.5733528473377,0,1,8.134035771783557,0,1,0
90,42,11.72,-15.21,Open Play,Right,2,0,Medium,Missed,41.28,-15.245872641509434,-41.28,15.245872641509434,94.28,18.754127358490564,147.28,52.754127358490564,2,2,0,19.23005544976732,15.245872641509434,52.44934288648821,1,0,0.0,0,0,1
5,42,10.23,-11.72,Open Play,Right,3,0,Low,Blocked,42.769999999999996,-11.747641509433961,-42.769999999999996,11.747641509433961,95.77,22.25235849056604,148.76999999999998,56.25235849056604,2,1,0,15.57754733692618,11.747641509433961,48.95022527902828,1,0,0.0,0,1,0
47,17,10.23,-1.5,Open Play,Right,2,0,Medium,Saved,42.769999999999996,-1.5035377358490565,-42.769999999999996,1.5035377358490565,95.77,32.49646226415094,148.76999999999998,66.49646226415095,2,2,0,10.339899695989425,1.5035377358490565,8.361094463454455,1,0,0.0,0,0,1
56,43,15.46,3.74,Open Play,Right,2,1,Medium,Goal,37.54,3.748820754716981,-37.54,-3.748820754716981,90.53999999999999,37.74882075471698,143.54,71.74882075471697,2,2,1,15.908024926149595,3.748820754716981,13.630292029361547,1,0,0.0,0,0,1
48,42,12.22,-4.49,Open Play,Right,4,1,Medium,Blocked,40.78,-4.500589622641509,-40.78,4.500589622641509,93.78,29.49941037735849,146.78,63.49941037735849,2,2,0,13.022430915594384,4.500589622641509,20.218602109947877,1,0,0.0,0,0,1
34,1,16.46,3.99,Open Play,Right,2,0,Medium,Missed,36.54,3.9994103773584904,-36.54,-3.9994103773584904,89.53999999999999,37.99941037735849,142.54,71.99941037735849,2,2,0,16.938916239432874,3.9994103773584904,13.656933233554122,1,0,0.0,0,0,1
57,45,9.48,4.24,Open Play,Right,2,0,High,Blocked,43.519999999999996,4.25,-43.519999999999996,-4.25,96.52,38.25,149.51999999999998,72.25,2,3,0,10.389075993561702,4.25,24.14727730219999,1,0,0.0,1,0,0
22,31,9.73,7.98,Open Play,Left,1,0,Low,Goal,43.269999999999996,7.998820754716981,-43.269999999999996,-7.998820754716981,96.27,41.99882075471698,149.26999999999998,75.99882075471697,1,1,1,12.595794276904146,7.998820754716981,39.42287798449766,1,0,0.0,0,1,0
24,54,10.23,-3.49,Open Play,Right,2,0,Medium,Saved,42.769999999999996,-3.4982311320754715,-42.769999999999996,3.4982311320754715,95.77,30.50176886792453,148.76999999999998,64.50176886792453,2,2,0,10.811591975903553,3.4982311320754715,18.87853747764895,1,0,0.0,0,0,1
17,4,10.72,2.74,Open Play,Left,2,0,Low,Missed,42.28,2.7464622641509435,-42.28,-2.7464622641509435,95.28,36.74646226415094,148.28,70.74646226415095,1,1,0,11.066230386559152,2.7464622641509435,14.370081679438567,1,0,0.0,0,1,0
13,16,3.99,-4.99,Open Play,Head,1,0,Low,Missed,49.01,-5.001768867924528,-49.01,5.001768867924528,102.00999999999999,28.99823113207547,155.01,62.998231132075475,3,1,0,6.398264749769193,5.001768867924528,51.42001292659223,0,1,6.398264749769193,0,1,0
55,22,21.7,-0.75,Open Play,Left,2,0,Low,Missed,31.3,-0.7517688679245282,-31.3,0.7517688679245282,84.3,33.248231132075475,137.3,67.24823113207547,1,1,0,21.71301813269589,0.7517688679245282,1.9841457940140657,1,0,0.0,0,1,0
60,54,9.23,-7.48,Open Play,Right,2,0,High,Missed,43.769999999999996,-7.497641509433962,-43.769999999999996,7.497641509433962,96.77,26.50235849056604,149.76999999999998,60.50235849056604,2,3,0,11.891489738631877,7.497641509433962,39.08737652291649,1,0,0.0,1,0,0
23,15,20.2,13.97,Open Play,Right,3,1,Medium,Missed,32.8,14.002948113207548,-32.8,-14.002948113207548,85.8,48.00294811320755,138.8,82.00294811320755,2,2,0,24.578904692056213,14.002948113207548,34.73029020052136,1,0,0.0,0,0,1
55,39,19.45,2.74,Open Play,Right,2,0,Low,Goal,33.55,2.7464622641509435,-33.55,-2.7464622641509435,86.55,36.74646226415094,139.55,70.74646226415095,2,1,1,19.64295178857814,2.7464622641509435,8.037385622684814,1,0,0.0,0,1,0
54,53,5.99,11.72,Open Play,Left,1,0,Medium,Saved,47.01,11.747641509433961,-47.01,-11.747641509433961,100.00999999999999,45.74764150943396,153.01,79.74764150943396,1,2,0,13.186628872997673,11.747641509433961,62.9834393273769,1,0,0.0,0,0,1
62,10,18.7,0.75,Open Play,Right,2,0,Medium,Saved,34.3,0.7517688679245282,-34.3,-0.7517688679245282,87.3,34.751768867924525,140.3,68.75176886792453,2,2,0,18.715105033923283,0.7517688679245282,2.302139108680572,1,0,0.0,0,0,1
18,15,10.97,-9.23,Open Play,Right,2,0,Medium,Blocked,42.03,-9.251768867924529,-42.03,9.251768867924529,95.03,24.74823113207547,148.03,58.748231132075475,2,2,0,14.350474806970587,9.251768867924529,40.143278985227546,1,0,0.0,0,0,1
21,48,8.23,3.74,Open Play,Head,2,0,Medium,Missed,44.769999999999996,3.748820754716981,-44.769999999999996,-3.748820754716981,97.77,37.74882075471698,150.76999999999998,71.74882075471697,3,2,0,9.04359204359622,3.748820754716981,24.48958639092485,0,1,9.04359204359622,0,0,1
11,41,24.19,3.74,Open Play,Left,4,0,Medium,Missed,28.81,3.748820754716981,-28.81,-3.748820754716981,81.81,37.74882075471698,134.81,71.74882075471697,1,2,0,24.47876134633852,3.748820754716981,8.809277533998445,1,0,0.0,0,0,1
46,43,14.46,-2.24,Open Play,Right,2,0,Low,Blocked,38.54,-2.2452830188679247,-38.54,2.2452830188679247,91.53999999999999,31.754716981132077,144.54,65.75471698113208,2,1,0,14.633280419469063,2.2452830188679247,8.826144241696083,1,0,0.0,0,1,0
79,21,8.48,-1.75,Open Play,Right,2,0,Medium,GoalFrame,44.519999999999996,-1.7541273584905661,-44.519999999999996,1.7541273584905661,97.52,32.245872641509436,150.51999999999998,66.24587264150944,2,2,0,8.659524397436915,1.7541273584905661,11.687066438243606,1,0,0.0,0,0,1
47,55,18.45,-6.73,Open Play,Right,3,0,High,Saved,34.55,-6.745872641509434,-34.55,6.745872641509434,87.55,27.254127358490564,140.55,61.254127358490564,2,3,0,19.644574255897368,6.745872641509434,20.083926086528294,1,0,0.0,1,0,0
84,28,11.22,6.98,Open Play,Left,1,0,Medium,Saved,41.78,6.996462264150943,-41.78,-6.996462264150943,94.78,40.99646226415094,147.78,74.99646226415095,1,2,0,13.22266554873442,6.996462264150943,31.946452489655123,1,0,0.0,0,0,1
21,58,19.7,8.73,Open Play,Left,3,1,Low,Missed,33.3,8.75058962264151,-33.3,-8.75058962264151,86.3,42.75058962264151,139.3,76.75058962264151,1,1,0,21.55603903187878,8.75058962264151,23.950427201189243,1,0,0.0,0,1,0
62,48,8.23,14.22,Open Play,Left,1,0,Medium,Missed,44.769999999999996,14.253537735849056,-44.769999999999996,-14.253537735849056,97.77,48.25353773584906,150.76999999999998,82.25353773584905,1,2,0,16.4589257847307,14.253537735849056,59.997840980505565,1,0,0.0,0,0,1
74,5,8.73,-1.5,Open Play,Head,2,0,Medium,Saved,44.269999999999996,-1.5035377358490565,-44.269999999999996,1.5035377358490565,97.27,32.49646226415094,150.26999999999998,66.49646226415095,3,2,0,8.858528417469923,1.5035377358490565,9.771987881411363,0,1,8.858528417469923,0,0,1
38,44,7.73,-14.96,Open Play,Right,3,0,Medium,Saved,45.269999999999996,-14.995283018867925,-45.269999999999996,14.995283018867925,98.27,19.004716981132077,151.26999999999998,53.00471698113208,2,2,0,16.870430131325897,14.995283018867925,62.729101125685226,1,0,0.0,0,0,1
28,10,14.71,8.23,Open Play,Right,2,0,High,Blocked,38.29,8.24941037735849,-38.29,-8.24941037735849,91.28999999999999,42.24941037735849,144.29,76.24941037735849,2,3,0,16.865256344748218,8.24941037735849,29.283833902609793,1,0,0.0,1,0,0
73,2,23.69,7.23,Open Play,Left,3,3,Medium,Missed,29.31,7.247051886792453,-29.31,-7.247051886792453,82.31,41.247051886792455,135.31,75.24705188679246,1,2,0,24.773692923136473,7.247051886792453,17.00949275490694,1,0,0.0,0,0,1
8,7,14.96,8.23,Open Play,Right,4,0,Medium,Goal,38.04,8.24941037735849,-38.04,-8.24941037735849,91.03999999999999,42.24941037735849,144.04,76.24941037735849,2,2,1,17.083745829708132,8.24941037735849,28.873711766882245,1,0,0.0,0,0,1
61,4,24.44,-12.97,Open Play,Left,3,0,Medium,Saved,28.56,-13.00058962264151,-28.56,13.00058962264151,81.56,20.99941037735849,134.56,54.99941037735849,1,2,0,27.68264674008492,13.00058962264151,28.0102541331635,1,0,0.0,0,0,1
4,46,15.21,8.98,Open Play,Right,3,0,Medium,Missed,37.79,9.001179245283017,-37.79,-9.001179245283017,90.78999999999999,43.00117924528302,143.79,77.00117924528303,2,2,0,17.673860014318144,9.001179245283017,30.616771112317544,1,0,0.0,0,0,1
31,30,10.72,-11.22,Open Play,Right,4,1,Low,Missed,42.28,-11.246462264150944,-42.28,11.246462264150944,95.28,22.753537735849058,148.28,56.75353773584906,2,1,0,15.537094756065922,11.246462264150944,46.37292441654441,1,0,0.0,0,1,0
78,11,25.69,-5.99,Open Play,Left,3,2,Low,Missed,27.31,-6.004127358490566,-27.31,6.004127358490566,80.31,27.995872641509436,133.31,61.995872641509436,1,1,0,26.382297954063347,6.004127358490566,13.154736087610544,1,0,0.0,0,1,0
87,2,1.0,4.49,Open Play,Head,0,0,Medium,Goal,52.0,4.500589622641509,-52.0,-4.500589622641509,105.0,38.500589622641506,158.0,72.50058962264151,3,2,1,4.61034781241377,4.500589622641509,77.4727818753759,0,1,4.61034781241377,0,0,1
19,17,8.98,-1.25,Open Play,Left,1,0,Medium,Missed,44.019999999999996,-1.252948113207547,-44.019999999999996,1.252948113207547,97.02,32.747051886792455,150.01999999999998,66.74705188679246,1,2,0,9.066988418123762,1.252948113207547,7.94300152832159,1,0,0.0,0,0,1
29,50,6.24,-5.49,Open Play,Head,2,0,High,Missed,46.76,-5.502948113207547,-46.76,5.502948113207547,99.75999999999999,28.497051886792452,152.76,62.49705188679245,3,3,0,8.319858047866834,5.502948113207547,41.40851363494789,0,1,8.319858047866834,1,0,0
20,16,27.93,2.0,Open Play,Right,3,0,Medium,Missed,25.07,2.0047169811320753,-25.07,-2.0047169811320753,78.07,36.00471698113208,131.07,70.00471698113208,2,2,0,28.001853334635534,2.0047169811320753,4.105448580547788,1,0,0.0,0,0,1
51,28,7.48,3.24,Open Play,Left,3,1,Medium,Saved,45.519999999999996,3.2476415094339623,-45.519999999999996,-3.2476415094339623,98.52,37.24764150943396,151.51999999999998,71.24764150943396,1,2,0,8.15460455042417,3.2476415094339623,23.469361104616787,1,0,0.0,0,0,1
16,1,8.48,3.24,Open Play,Right,1,0,High,Saved,44.519999999999996,3.2476415094339623,-44.519999999999996,-3.2476415094339623,97.52,37.24764150943396,150.51999999999998,71.24764150943396,2,3,0,9.080615363167773,3.2476415094339623,20.955670285353946,1,0,0.0,1,0,0
20,0,14.71,-3.24,Open Play,Left,1,0,Medium,Saved,38.29,-3.2476415094339623,-38.29,3.2476415094339623,91.28999999999999,30.75235849056604,144.29,64.75235849056604,1,2,0,15.064238293846739,3.2476415094339623,12.44991915195836,1,0,0.0,0,0,1
15,40,17.71,-10.23,Open Play,Right,4,1,Low,Missed,35.29,-10.254127358490566,-35.29,10.254127358490566,88.28999999999999,23.745872641509436,141.29,57.745872641509436,2,1,0,20.464389262427176,10.254127358490566,30.070931835307572,1,0,0.0,0,1,0
3,28,8.98,-4.99,Open Play,Head,2,1,Medium,Saved,44.019999999999996,-5.001768867924528,-44.019999999999996,5.001768867924528,97.02,28.99823113207547,150.01999999999998,62.998231132075475,3,2,0,10.279012200018983,5.001768867924528,29.1173631071325,0,1,10.279012200018983,0,0,1
18,56,25.19,1.25,Open Play,Right,2,1,Medium,Missed,27.81,1.252948113207547,-27.81,-1.252948113207547,80.81,35.252948113207545,133.81,69.25294811320754,2,2,0,25.221141508155224,1.252948113207547,2.8475396380963094,1,0,0.0,0,0,1
72,35,2.49,-1.0,Open Play,Right,0,0,Low,Goal,50.51,-1.0023584905660377,-50.51,1.0023584905660377,103.50999999999999,32.99764150943396,156.51,66.99764150943396,2,1,1,2.684180050520053,1.0023584905660377,21.927428586731573,1,0,0.0,0,1,0
50,49,11.22,-12.22,Open Play,Right,4,1,Medium,Missed,41.78,-12.248820754716983,-41.78,12.248820754716983,94.78,21.75117924528302,147.78,55.75117924528302,2,2,0,16.61090033325062,12.248820754716983,47.51011206290619,1,0,0.0,0,0,1
40,17,4.99,-8.98,Open Play,Head,3,0,Low,Missed,48.01,-9.001179245283017,-48.01,9.001179245283017,101.00999999999999,24.99882075471698,154.01,58.99882075471698,3,1,0,10.291808772305954,9.001179245283017,60.997249579175595,0,1,10.291808772305954,0,1,0
67,10,31.17,4.99,Open Play,Left,6,0,Low,Missed,21.83,5.001768867924528,-21.83,-5.001768867924528,74.83,39.001768867924525,127.83,73.00176886792453,1,1,0,31.568759744534454,5.001768867924528,9.116386623576133,1,0,0.0,0,1,0
56,31,8.98,-0.5,Open Play,Head,3,2,Medium,Missed,44.019999999999996,-0.5011792452830188,-44.019999999999996,0.5011792452830188,97.02,33.49882075471698,150.01999999999998,67.49882075471697,3,2,0,8.993974685082371,0.5011792452830188,3.1943982853941257,0,1,8.993974685082371,0,0,1
52,16,21.7,-5.24,Open Play,Left,3,0,High,Blocked,31.3,-5.252358490566038,-31.3,5.252358490566038,84.3,28.74764150943396,137.3,62.74764150943396,1,3,0,22.326604527187317,5.252358490566038,13.606425287639254,1,0,0.0,1,0,0
29,37,18.21,-16.21,Open Play,Right,2,0,Low,Missed,34.79,-16.24823113207547,-34.79,16.24823113207547,87.78999999999999,17.75176886792453,140.79,51.751768867924525,2,1,0,24.405104280075236,16.24823113207547,41.741565970291525,1,0,0.0,0,1,0
62,3,13.47,-4.99,Open Play,Right,3,0,Medium,Missed,39.53,-5.001768867924528,-39.53,5.001768867924528,92.53,28.99823113207547,145.53,62.998231132075475,2,2,0,14.368667015702568,5.001768867924528,20.371299200593256,1,0,0.0,0,0,1
67,53,24.44,8.73,Open Play,Right,4,1,Medium,Missed,28.56,8.75058962264151,-28.56,-8.75058962264151,81.56,42.75058962264151,134.56,76.75058962264151,2,2,0,25.95932238606935,8.75058962264151,19.699590054317866,1,0,0.0,0,0,1
26,33,10.47,-1.5,Open Play,Head,3,1,Low,Goal,42.53,-1.5035377358490565,-42.53,1.5035377358490565,95.53,32.49646226415094,148.53,66.49646226415095,3,1,1,10.577406379785268,1.5035377358490565,8.172054563556943,0,1,10.577406379785268,0,1,0
43,10,29.68,-4.74,Open Play,Left,5,2,Low,Missed,23.32,-4.751179245283019,-23.32,4.751179245283019,76.32,29.24882075471698,129.32,63.24882075471698,1,1,0,30.057879236912378,4.751179245283019,9.094755234485298,1,0,0.0,0,1,0
42,4,9.98,6.98,Open Play,Head,3,0,Medium,Missed,43.019999999999996,6.996462264150943,-43.019999999999996,-6.996462264150943,96.02,40.99646226415094,149.01999999999998,74.99646226415095,3,2,0,12.188145232712326,6.996462264150943,35.032312084353045,0,1,12.188145232712326,0,0,1
36,13,6.48,-16.46,Open Play,Right,2,0,High,Missed,46.519999999999996,-16.49882075471698,-46.519999999999996,16.49882075471698,99.52,17.50117924528302,152.51999999999998,51.50117924528302,2,3,0,17.725729499692807,16.49882075471698,68.55731672205224,1,0,0.0,1,0,0
42,36,12.22,-14.96,Open Play,Head,4,1,Low,Missed,40.78,-14.995283018867925,-40.78,14.995283018867925,93.78,19.004716981132077,146.78,53.00471698113208,3,1,0,19.343911517993167,14.995283018867925,50.82261931231523,0,1,19.343911517993167,0,1,0
7,47,22.94,-15.21,Open Play,Right,2,0,Low,Saved,30.06,-15.245872641509434,-30.06,15.245872641509434,83.06,18.754127358490564,136.06,52.754127358490564,2,1,0,27.544150605911337,15.245872641509434,33.60792330033771,1,0,0.0,0,1,0
86,55,23.44,9.73,Open Play,Left,3,0,Medium,Blocked,29.56,9.752948113207548,-29.56,-9.752948113207548,82.56,43.75294811320755,135.56,77.75294811320755,1,2,0,25.38806012476965,9.752948113207548,22.5912864535842,1,0,0.0,0,0,1
86,40,21.45,-15.96,Open Play,Left,3,1,Medium,Saved,31.55,-15.997641509433961,-31.55,15.997641509433961,84.55,18.00235849056604,137.55,52.00235849056604,1,2,0,26.758681467224136,15.997641509433961,36.71597321687989,1,0,0.0,0,0,1
39,29,20.95,16.46,Open Play,Left,2,0,Medium,Blocked,32.05,16.49882075471698,-32.05,-16.49882075471698,85.05,50.49882075471698,138.05,84.49882075471697,1,2,0,26.666713076348195,16.49882075471698,38.22160649490172,1,0,0.0,0,0,1
81,41,9.48,16.71,Open Play,Left,1,0,Low,Missed,43.519999999999996,16.74941037735849,-43.519999999999996,-16.74941037735849,96.52,50.74941037735849,149.51999999999998,84.74941037735849,1,1,0,19.246120336035634,16.74941037735849,60.4905697146644,1,0,0.0,0,1,0
