,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jonathas,"€ 57,692","€ 3,000,000","€ 3,015,201",F,29,Brazil,Hannover,Bundesliga,2018-2019
1,Niclas Füllkrug,"€ 48,077","€ 2,500,000","€ 2,512,667",F,25,Germany,Hannover,Bundesliga,2018-2019
2,Kevin Wimmer,"€ 38,981","€ 2,027,000","€ 2,037,271",D,25,Austria,Hannover,Bundesliga,2018-2019
3,Nicolai Müller,"€ 38,462","€ 2,000,000","€ 2,010,134",F,30,Germany,Hannover,Bundesliga,2018-2019
4,Walace,"€ 38,462","€ 2,000,000","€ 2,010,134",M,23,Brazil,Hannover,Bundesliga,2018-2019
5,Pirmin Schwegler,"€ 38,000","€ 1,976,000","€ 1,986,012",M,31,Switzerland,Hannover,Bundesliga,2018-2019
6,Bobby Wood,"€ 30,769","€ 1,600,000","€ 1,608,107",F,25,United States,Hannover,Bundesliga,2018-2019
7,Genki Haraguchi,"€ 28,846","€ 1,500,000","€ 1,507,600",F,27,Japan,Hannover,Bundesliga,2018-2019
8,Matthias Ostrzolek,"€ 28,750","€ 1,495,000","€ 1,502,575",D,28,Germany,Hannover,Bundesliga,2018-2019
9,Oliver Sorg,"€ 28,750","€ 1,495,000","€ 1,502,575",D,28,Germany,Hannover,Bundesliga,2018-2019
10,Julian Korb,"€ 20,000","€ 1,040,000","€ 1,045,270",D,26,Germany,Hannover,Bundesliga,2018-2019
11,Edgar Prib,"€ 20,000","€ 1,040,000","€ 1,045,270",M,28,Germany,Hannover,Bundesliga,2018-2019
12,Ihlas Bebou,"€ 19,231","€ 1,000,000","€ 1,005,067",F,24,Togo,Hannover,Bundesliga,2018-2019
13,Felipe,"€ 19,231","€ 1,000,000","€ 1,005,067",D,31,Brazil,Hannover,Bundesliga,2018-2019
14,Takuma Asano,"€ 16,712","€ 869,000","€ 873,403",F,23,Japan,Hannover,Bundesliga,2018-2019
15,Waldemar Anton,"€ 15,385","€ 800,000","€ 804,054",D,21,Germany,Hannover,Bundesliga,2018-2019
16,Iver Fossum,"€ 15,000","€ 780,000","€ 783,952",M,21,Norway,Hannover,Bundesliga,2018-2019
17,Miiko Albornoz,"€ 15,000","€ 780,000","€ 783,952",D,27,Chile,Hannover,Bundesliga,2018-2019
18,Josip Elez,"€ 13,462","€ 700,000","€ 703,547",D,24,Croatia,Hannover,Bundesliga,2018-2019
19,Michael Esser,"€ 13,346","€ 694,000","€ 697,516",K,30,Germany,Hannover,Bundesliga,2018-2019
20,Marvin Bakalorz,"€ 12,000","€ 624,000","€ 627,162",M,28,Germany,Hannover,Bundesliga,2018-2019
21,Kevin Akpoguma,"€ 11,538","€ 600,000","€ 603,040",D,23,Germany,Hannover,Bundesliga,2018-2019
22,Noah Sarenren Bazee,"€ 8,500","€ 442,000","€ 444,240",F,21,Nigeria,Hannover,Bundesliga,2018-2019
23,Philipp Tschauner,"€ 8,500","€ 442,000","€ 444,240",K,32,Germany,Hannover,Bundesliga,2018-2019
24,Florent Muslija,"€ 8,077","€ 420,000","€ 422,128",M,19,Kosovo,Hannover,Bundesliga,2018-2019
25,Uffe Bech,"€ 6,000","€ 312,000","€ 313,581",F,25,Denmark,Hannover,Bundesliga,2018-2019
26,Timo Hübers,"€ 4,500","€ 234,000","€ 235,186",D,21,Germany,Hannover,Bundesliga,2018-2019
27,Hendrik Weydandt,"€ 3,500","€ 182,000","€ 182,922",F,22,Germany,Hannover,Bundesliga,2018-2019
28,Samuel Sahin-Radlinger,"€ 2,500","€ 130,000","€ 130,659",K,25,Austria,Hannover,Bundesliga,2018-2019
29,Linton Maina,"€ 2,000","€ 104,000","€ 104,527",M,19,Germany,Hannover,Bundesliga,2018-2019
30,Leo Weinkauf,"€ 2,000","€ 104,000","€ 104,527",K,21,Germany,Hannover,Bundesliga,2018-2019
31,Fabian Senninger,€ 0,€ 0,€ 0,D,22,Germany,Hannover,Bundesliga,2018-2019
32,Mike Bähre,€ 0,€ 0,€ 0,M,22,Germany,Hannover,Bundesliga,2018-2019
33,Manuel Schmiedebach,€ 0,€ 0,€ 0,M,29,Germany,Hannover,Bundesliga,2018-2019
34,Sebastian Soto,€ 0,€ 0,€ 0,F,17,United States,Hannover,Bundesliga,2018-2019
35,Tim Dierßen,€ 0,€ 0,€ 0,M,22,Germany,Hannover,Bundesliga,2018-2019
36,Benjamin Hadzic,€ 0,€ 0,€ 0,F,19,Bosnia-Herzegovina,Hannover,Bundesliga,2018-2019
