,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ivo Ilicevic,"€ 15,096","€ 785,000","€ 788,978",F,31,Croatia,Nurnberg,Bundesliga,2018-2019
1,Virgil Misidjan,"€ 15,000","€ 780,000","€ 783,952",F,24,Netherlands,Nurnberg,Bundesliga,2018-2019
2,Christian Mathenia,"€ 13,462","€ 700,000","€ 703,547",K,26,Germany,Nurnberg,Bundesliga,2018-2019
3,Eduard Löwen,"€ 11,500","€ 598,000","€ 601,030",M,21,Germany,Nurnberg,Bundesliga,2018-2019
4,Yuya Kubo,"€ 11,000","€ 572,000","€ 574,898",F,24,Japan,Nurnberg,Bundesliga,2018-2019
5,Hanno Behrens,"€ 10,000","€ 520,000","€ 522,635",M,28,Germany,Nurnberg,Bundesliga,2018-2019
6,Robert Bauer,"€ 10,000","€ 520,000","€ 522,635",D,23,Germany,Nurnberg,Bundesliga,2018-2019
7,Edgar Salli,"€ 9,615","€ 500,000","€ 502,533",F,25,Cameroon,Nurnberg,Bundesliga,2018-2019
8,Ewerton,"€ 9,615","€ 500,000","€ 502,533",D,29,Brazil,Nurnberg,Bundesliga,2018-2019
9,Tim Leibold,"€ 9,577","€ 498,000","€ 500,523",D,24,Germany,Nurnberg,Bundesliga,2018-2019
10,Ondrej Petrak,"€ 8,500","€ 442,000","€ 444,240",M,26,Czech Republic,Nurnberg,Bundesliga,2018-2019
11,Sebastian Kerk,"€ 8,500","€ 442,000","€ 444,240",F,24,Germany,Nurnberg,Bundesliga,2018-2019
12,Georg Margreitter,"€ 8,500","€ 442,000","€ 444,240",D,29,Austria,Nurnberg,Bundesliga,2018-2019
13,Patrick Erras,"€ 8,500","€ 442,000","€ 444,240",M,23,Germany,Nurnberg,Bundesliga,2018-2019
14,Mikael Ishak,"€ 8,500","€ 442,000","€ 444,240",F,25,Sweden,Nurnberg,Bundesliga,2018-2019
15,Lukas Jäger,"€ 7,000","€ 364,000","€ 365,844",M,24,Austria,Nurnberg,Bundesliga,2018-2019
16,Enrico Valentini,"€ 6,904","€ 359,000","€ 360,819",D,29,Germany,Nurnberg,Bundesliga,2018-2019
17,Matheus Pereira,"€ 6,885","€ 358,000","€ 359,814",F,22,Brazil,Nurnberg,Bundesliga,2018-2019
18,Adam Zrelak,"€ 6,000","€ 312,000","€ 313,581",F,24,Slovakia,Nurnberg,Bundesliga,2018-2019
19,Patric Klandt,"€ 4,500","€ 234,000","€ 235,186",K,34,Germany,Nurnberg,Bundesliga,2018-2019
20,Törles Knöll,"€ 4,000","€ 208,000","€ 209,054",F,20,Germany,Nurnberg,Bundesliga,2018-2019
21,Federico Palacios,"€ 4,000","€ 208,000","€ 209,054",F,23,Germany,Nurnberg,Bundesliga,2018-2019
22,Timothy Tillman,"€ 3,846","€ 200,000","€ 201,013",M,19,Germany,Nurnberg,Bundesliga,2018-2019
23,Kevin Goden,"€ 2,865","€ 149,000","€ 149,755",D,19,Germany,Nurnberg,Bundesliga,2018-2019
24,Alexander Fuchs,"€ 2,000","€ 104,000","€ 104,527",M,21,Germany,Nurnberg,Bundesliga,2018-2019
25,Lukas Mühl,"€ 2,000","€ 104,000","€ 104,527",D,21,Germany,Nurnberg,Bundesliga,2018-2019
26,Fabian Bredlow,"€ 2,000","€ 104,000","€ 104,527",K,23,Germany,Nurnberg,Bundesliga,2018-2019
27,Simon Rhein,€ 990,"€ 51,500","€ 51,761",M,20,Germany,Nurnberg,Bundesliga,2018-2019
28,Dennis Lippert,€ 548,"€ 28,500","€ 28,644",D,22,Germany,Nurnberg,Bundesliga,2018-2019
