,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jean-Philippe Gbamin,"€ 38,462","€ 2,000,000","€ 2,010,134",M,22,Cote d'Ivoire,Mainz,Bundesliga,2018-2019
1,René Adler,"€ 28,846","€ 1,500,000","€ 1,507,600",K,33,Germany,Mainz,Bundesliga,2018-2019
2,Alexandru Maxim,"€ 28,750","€ 1,495,000","€ 1,502,575",M,27,Romania,Mainz,Bundesliga,2018-2019
3,Anthony Ujah,"€ 23,077","€ 1,200,000","€ 1,206,080",F,27,Nigeria,Mainz,Bundesliga,2018-2019
4,Danny Latza,"€ 19,231","€ 1,000,000","€ 1,005,067",M,28,Germany,Mainz,Bundesliga,2018-2019
5,Stefan Bell,"€ 19,173","€ 997,000","€ 1,002,052",D,26,Germany,Mainz,Bundesliga,2018-2019
6,Jean-Philippe Mateta,"€ 19,173","€ 997,000","€ 1,002,052",F,21,France,Mainz,Bundesliga,2018-2019
7,Aarón Martín,"€ 17,308","€ 900,000","€ 904,560",D,21,Spain,Mainz,Bundesliga,2018-2019
8,Daniel Brosinski,"€ 15,385","€ 800,000","€ 804,054",D,29,Germany,Mainz,Bundesliga,2018-2019
9,Moussa Niakhaté,"€ 15,327","€ 797,000","€ 801,038",D,22,France,Mainz,Bundesliga,2018-2019
10,Giulio Donati,"€ 15,000","€ 780,000","€ 783,952",D,28,Italy,Mainz,Bundesliga,2018-2019
11,Jean-Paul Boëtius,"€ 15,000","€ 780,000","€ 783,952",M,24,Netherlands,Mainz,Bundesliga,2018-2019
12,Robin Quaison,"€ 15,000","€ 780,000","€ 783,952",F,24,Sweden,Mainz,Bundesliga,2018-2019
13,Niko Bungert,"€ 15,000","€ 780,000","€ 783,952",D,31,Germany,Mainz,Bundesliga,2018-2019
14,Levin Öztunali,"€ 15,000","€ 780,000","€ 783,952",M,22,Germany,Mainz,Bundesliga,2018-2019
15,Gaëtan Bussmann,"€ 13,423","€ 698,000","€ 701,537",D,27,France,Mainz,Bundesliga,2018-2019
16,Phillipp Mwene,"€ 11,981","€ 623,000","€ 626,157",D,24,Austria,Mainz,Bundesliga,2018-2019
17,Alexander Hack,"€ 11,538","€ 600,000","€ 603,040",D,24,Germany,Mainz,Bundesliga,2018-2019
18,Pierre Kunde Malong,"€ 11,500","€ 598,000","€ 601,030",M,22,Cameroon,Mainz,Bundesliga,2018-2019
19,Emil Berggreen,"€ 10,000","€ 520,000","€ 522,635",F,25,Denmark,Mainz,Bundesliga,2018-2019
20,Gerrit Holtmann,"€ 9,577","€ 498,000","€ 500,523",F,23,Germany,Mainz,Bundesliga,2018-2019
21,Issah Abass,"€ 8,500","€ 442,000","€ 444,240",F,19,Ghana,Mainz,Bundesliga,2018-2019
22,Ridle Baku,"€ 8,500","€ 442,000","€ 444,240",M,20,Germany,Mainz,Bundesliga,2018-2019
23,Karim Onisiwo,"€ 8,500","€ 442,000","€ 444,240",F,26,Austria,Mainz,Bundesliga,2018-2019
24,Florian Müller,"€ 5,769","€ 300,000","€ 301,520",K,20,Germany,Mainz,Bundesliga,2018-2019
25,Robin Zentner,"€ 5,000","€ 260,000","€ 261,317",K,23,Germany,Mainz,Bundesliga,2018-2019
26,Jonathan Burkardt,"€ 2,000","€ 104,000","€ 104,527",F,17,Germany,Mainz,Bundesliga,2018-2019
27,Jannik Huth,"€ 2,000","€ 104,000","€ 104,527",K,24,Germany,Mainz,Bundesliga,2018-2019
28,Ahmet Gürleyen,"€ 1,913","€ 99,500","€ 100,004",D,19,Germany,Mainz,Bundesliga,2018-2019
29,Finn Dahmen,"€ 1,500","€ 78,000","€ 78,395",K,20,Germany,Mainz,Bundesliga,2018-2019
30,Leandro Barreiro Martins,€ 962,"€ 50,000","€ 50,253",M,18,Luxembourg,Mainz,Bundesliga,2018-2019
31,Aaron Seydel,€ 0,€ 0,€ 0,F,22,Germany,Mainz,Bundesliga,2018-2019
32,Pablo de Blasis,€ 0,€ 0,€ 0,F,30,Argentina,Mainz,Bundesliga,2018-2019
33,José Rodríguez,€ 0,€ 0,€ 0,M,23,Spain,Mainz,Bundesliga,2018-2019
34,Marin Sverko,€ 0,€ 0,€ 0,D,20,Croatia,Mainz,Bundesliga,2018-2019
