,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Sebastian Rudy,"€ 96,154","€ 5,000,000","€ 5,025,334",M,28,Germany,Schalke 04,Bundesliga,2018-2019
1,Abdul Rahman Baba,"€ 96,154","€ 5,000,000","€ 5,025,334",D,23,Ghana,Schalke 04,Bundesliga,2018-2019
2,Yevhen Konoplyanka,"€ 95,827","€ 4,983,000","€ 5,008,248",F,28,Ukraine,Schalke 04,Bundesliga,2018-2019
3,Nabil Bentaleb,"€ 95,827","€ 4,983,000","€ 5,008,248",M,23,Algeria,Schalke 04,Bundesliga,2018-2019
4,Omar Mascarell,"€ 86,250","€ 4,485,000","€ 4,507,725",M,25,Spain,Schalke 04,Bundesliga,2018-2019
5,Matija Nastasic,"€ 76,923","€ 4,000,000","€ 4,020,268",D,25,Serbia,Schalke 04,Bundesliga,2018-2019
6,Breel Embolo,"€ 76,923","€ 4,000,000","€ 4,020,268",F,21,Switzerland,Schalke 04,Bundesliga,2018-2019
7,Mark Uth,"€ 76,923","€ 4,000,000","€ 4,020,268",F,26,Germany,Schalke 04,Bundesliga,2018-2019
8,Franco Di Santo,"€ 76,923","€ 4,000,000","€ 4,020,268",F,29,Argentina,Schalke 04,Bundesliga,2018-2019
9,Salif Sané,"€ 67,308","€ 3,500,000","€ 3,517,734",D,27,Senegal,Schalke 04,Bundesliga,2018-2019
10,Jeffrey Bruma,"€ 57,692","€ 3,000,000","€ 3,015,201",D,26,Netherlands,Schalke 04,Bundesliga,2018-2019
11,Ralf Fährmann,"€ 57,500","€ 2,990,000","€ 3,005,150",K,29,Germany,Schalke 04,Bundesliga,2018-2019
12,Naldo,"€ 57,500","€ 2,990,000","€ 3,005,150",D,35,Brazil,Schalke 04,Bundesliga,2018-2019
13,Bastian Oczipka,"€ 48,077","€ 2,500,000","€ 2,512,667",D,29,Germany,Schalke 04,Bundesliga,2018-2019
14,Daniel Caligiuri,"€ 47,904","€ 2,491,000","€ 2,503,622",M,30,Italy,Schalke 04,Bundesliga,2018-2019
15,Alessandro Schöpf,"€ 38,327","€ 1,993,000","€ 2,003,098",M,24,Austria,Schalke 04,Bundesliga,2018-2019
16,Benjamin Stambouli,"€ 38,000","€ 1,976,000","€ 1,986,012",D,27,France,Schalke 04,Bundesliga,2018-2019
17,Suat Serdar,"€ 28,846","€ 1,500,000","€ 1,507,600",M,21,Germany,Schalke 04,Bundesliga,2018-2019
18,Amine Harit,"€ 28,846","€ 1,500,000","€ 1,507,600",M,21,Morocco,Schalke 04,Bundesliga,2018-2019
19,Sascha Riether,"€ 20,000","€ 1,040,000","€ 1,045,270",D,35,Germany,Schalke 04,Bundesliga,2018-2019
20,Guido Burgstaller,"€ 19,231","€ 1,000,000","€ 1,005,067",F,29,Austria,Schalke 04,Bundesliga,2018-2019
21,Weston McKennie,"€ 15,000","€ 780,000","€ 783,952",M,19,United States,Schalke 04,Bundesliga,2018-2019
22,Hamza Mendyl,"€ 15,000","€ 780,000","€ 783,952",D,20,Morocco,Schalke 04,Bundesliga,2018-2019
23,Cedric Teuchert,"€ 10,577","€ 550,000","€ 552,787",F,21,Germany,Schalke 04,Bundesliga,2018-2019
24,Steven Skrzybski,"€ 6,308","€ 328,000","€ 329,662",F,25,Germany,Schalke 04,Bundesliga,2018-2019
25,Alexander Nübel,"€ 4,500","€ 234,000","€ 235,186",K,21,Germany,Schalke 04,Bundesliga,2018-2019
26,Rabbi Matondo,"€ 3,462","€ 180,000","€ 180,912",F,17,Wales,Schalke 04,Bundesliga,2018-2019
27,Haji Wright,"€ 2,000","€ 104,000","€ 104,527",F,20,United States,Schalke 04,Bundesliga,2018-2019
28,Michael Langer,€ 798,"€ 41,500","€ 41,710",K,33,Austria,Schalke 04,Bundesliga,2018-2019
29,Benjamin Goller,€ 529,"€ 27,500","€ 27,639",F,19,Germany,Schalke 04,Bundesliga,2018-2019
30,Ahmed Kutucu,€ 346,"€ 18,000","€ 18,091",F,18,Turkey,Schalke 04,Bundesliga,2018-2019
31,Philip Fontein,€ 0,€ 0,€ 0,M,24,Germany,Schalke 04,Bundesliga,2018-2019
32,Jonas Carls,€ 0,€ 0,€ 0,D,21,Germany,Schalke 04,Bundesliga,2018-2019
33,Pablo Insua,€ 0,€ 0,€ 0,D,24,Spain,Schalke 04,Bundesliga,2018-2019
34,George Timotheou,€ 0,€ 0,€ 0,D,20,Australia,Schalke 04,Bundesliga,2018-2019
35,Fabian Reese,€ 0,€ 0,€ 0,F,20,Germany,Schalke 04,Bundesliga,2018-2019
36,Yannic Lenze,€ 0,€ 0,€ 0,K,17,Germany,Schalke 04,Bundesliga,2018-2019
37,Nassim Boujellab,€ 0,€ 0,€ 0,M,19,Morocco,Schalke 04,Bundesliga,2018-2019
38,Niklas Wiemann,€ 0,€ 0,€ 0,D,19,Germany,Schalke 04,Bundesliga,2018-2019
