id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
376477,6,SavedShot,0.785,0.24899999618530275,0.020527511835098267,Denis Odoi,h,7077,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Ivan Cavaleiro,Pass
376481,9,BlockedShot,0.9330000305175781,0.34200000762939453,0.04542940855026245,Neeskens Kebano,h,6840,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Ivan Cavaleiro,Cross
376487,55,MissedShots,0.8130000305175781,0.3189999961853027,0.020672235637903214,Aboubakar Kamara,h,4866,SetPiece,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,None
376490,66,SavedShot,0.8030000305175782,0.655,0.03421450033783913,Aleksandar Mitrovic,h,773,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Franck Zambo,Pass
376494,89,MissedShots,0.595999984741211,0.29200000762939454,0.005482853390276432,Bobby Reid,h,6827,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,None
376478,7,MissedShots,0.8480000305175781,0.6020000076293945,0.06435254961252213,Granit Xhaka,a,204,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Pierre-Emerick Aubameyang,Pass
376479,7,SavedShot,0.9540000152587891,0.4929999923706055,0.6487818360328674,Willian,a,700,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,Rebound
376480,8,Goal,0.9740000152587891,0.47,0.7580886483192444,Alexandre Lacazette,a,3277,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,Rebound
376482,20,BlockedShot,0.8630000305175781,0.48700000762939455,0.11015225946903229,Mohamed Elneny,a,496,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Alexandre Lacazette,Pass
376483,20,MissedShots,0.8180000305175781,0.5209999847412109,0.0572240874171257,Granit Xhaka,a,204,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,Rebound
376484,26,ShotOnPost,0.8030000305175782,0.49700000762939456,0.13563410937786102,Willian,a,700,DirectFreekick,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,NA,Standard
376485,36,SavedShot,0.924000015258789,0.6509999847412109,0.08170896768569946,Pierre-Emerick Aubameyang,a,318,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Granit Xhaka,Chipped
376486,48,Goal,0.9490000152587891,0.48200000762939454,0.5060973167419434,Gabriel,a,5613,FromCorner,2020,OtherBodyPart,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Willian,Cross
376488,56,Goal,0.8719999694824219,0.6359999847412109,0.09433776885271072,Pierre-Emerick Aubameyang,a,318,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12T11:30:00Z,Willian,Chipped
