,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Bradley Wright Phillips,"$ 12,500","$ 650,000","$ 700,926",F,30,England,Ny Red Bulls,Mls,2016
1,Sacha Kljestan,"$ 10,577","$ 550,000","$ 593,091",M,29,United States,Ny Red Bulls,Mls,2016
2,Gonzalo Veron,"$ 9,615","$ 500,000","$ 539,174",M,25,Argentina,Ny Red Bulls,Mls,2016
3,Aurelien Collin,"$ 9,615","$ 500,000","$ 539,174",D,29,France,Ny Red Bulls,Mls,2016
4,Dax McCarty,"$ 7,692","$ 400,000","$ 431,339",M,28,United States,Ny Red Bulls,Mls,2016
5,Daniel Royer,"$ 7,212","$ 375,000","$ 404,380",M,25,Austria,Ny Red Bulls,Mls,2016
6,Luis Robles,"$ 5,096","$ 265,000","$ 285,762",K,31,United States,Ny Red Bulls,Mls,2016
7,Felipe Martins,"$ 4,808","$ 250,000","$ 269,587",M,24,Brazil,Ny Red Bulls,Mls,2016
8,Ronald Zubar,"$ 4,615","$ 240,000","$ 258,803",D,29,Guadeloupe,Ny Red Bulls,Mls,2016
9,Gideon Baah,"$ 4,423","$ 230,000","$ 248,020",D,23,Ghana,Ny Red Bulls,Mls,2016
10,Omer Damari,"$ 4,394","$ 228,500","$ 246,402",F,26,Israel,Ny Red Bulls,Mls,2016
11,Mike Grella,"$ 2,981","$ 155,000","$ 167,144",F,28,United States,Ny Red Bulls,Mls,2016
12,Damien Perrinelle,"$ 2,692","$ 140,000","$ 150,969",D,31,France,Ny Red Bulls,Mls,2016
13,Sal Zizzo,"$ 2,019","$ 105,000","$ 113,227",M,28,United States,Ny Red Bulls,Mls,2016
14,Kemar Lawrence,"$ 1,923","$ 100,000","$ 107,835",D,22,Jamaica,Ny Red Bulls,Mls,2016
15,Shaun Wright Phillips,"$ 1,923","$ 100,000","$ 107,835",M,33,England,Ny Red Bulls,Mls,2016
16,Sean Davis,"$ 1,731","$ 90,000","$ 97,051",M,22,United States,Ny Red Bulls,Mls,2016
17,Ryan Meara,"$ 1,447","$ 75,246","$ 81,141",K,24,Ireland,Ny Red Bulls,Mls,2016
18,Tyler Adams,"$ 1,250","$ 65,000","$ 70,093",M,16,United States,Ny Red Bulls,Mls,2016
19,Chris Duvall,"$ 1,212","$ 63,000","$ 67,936",D,23,United States,Ny Red Bulls,Mls,2016
20,Karl Ouimette,"$ 1,212","$ 63,000","$ 67,936",D,23,Canada,Ny Red Bulls,Mls,2016
21,Kyle Reynish,"$ 1,202","$ 62,500","$ 67,397",K,31,United States,Ny Red Bulls,Mls,2016
22,Brandon Allen,"$ 1,202","$ 62,500","$ 67,397",F,21,United States,Ny Red Bulls,Mls,2016
23,Anatole Abang,"$ 1,202","$ 62,500","$ 67,397",F,18,Cameroon,Ny Red Bulls,Mls,2016
24,Alex Muyl,"$ 1,202","$ 62,500","$ 67,397",F,19,United States,Ny Red Bulls,Mls,2016
25,Connor Lade,"$ 1,202","$ 62,500","$ 67,397",D,25,United States,Ny Red Bulls,Mls,2016
26,Aaron Long,$ 990,"$ 51,504","$ 55,539",D,22,United States,Ny Red Bulls,Mls,2016
27,Derrick Etienne,$ 990,"$ 51,500","$ 55,535",M,18,Haiti,Ny Red Bulls,Mls,2016
28,Justin Bilyeu,$ 990,"$ 51,500","$ 55,535",D,21,United States,Ny Red Bulls,Mls,2016
