,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Clint Dempsey,"$ 75,250","$ 3,913,008","$ 4,219,583",F,32,United States,Seattle Sounders,Mls,2016
1,Nicolas Lodeiro,"$ 26,374","$ 1,371,429","$ 1,478,877",M,26,Uruguay,Seattle Sounders,Mls,2016
2,Nelson Valdez,"$ 23,077","$ 1,200,000","$ 1,294,017",F,31,Paraguay,Seattle Sounders,Mls,2016
3,Osvaldo Alonso,"$ 17,308","$ 900,000","$ 970,513",M,29,Cuba,Seattle Sounders,Mls,2016
4,Roman Torres,"$ 8,000","$ 416,000","$ 448,593",D,29,Panama,Seattle Sounders,Mls,2016
5,Chad Marshall,"$ 6,250","$ 325,000","$ 350,463",D,30,United States,Seattle Sounders,Mls,2016
6,Brad Evans,"$ 5,320","$ 276,665","$ 298,341",D,30,United States,Seattle Sounders,Mls,2016
7,Alvaro Fernandez,"$ 5,077","$ 264,000","$ 284,684",M,29,Uruguay,Seattle Sounders,Mls,2016
8,Andreas Ivanschitz,"$ 4,808","$ 250,000","$ 269,587",M,31,Austria,Seattle Sounders,Mls,2016
9,Erik Friberg,"$ 4,615","$ 240,000","$ 258,803",M,29,Sweden,Seattle Sounders,Mls,2016
10,Stefan Frei,"$ 3,846","$ 200,000","$ 215,670",K,29,United States,Seattle Sounders,Mls,2016
11,Jordan Morris,"$ 3,423","$ 178,000","$ 191,946",F,20,United States,Seattle Sounders,Mls,2016
12,Tyrone Mears,"$ 3,365","$ 175,000","$ 188,711",D,32,England,Seattle Sounders,Mls,2016
13,Cristian Roldan,"$ 1,827","$ 95,000","$ 102,443",M,20,United States,Seattle Sounders,Mls,2016
14,Michael Farfan,"$ 1,538","$ 80,000","$ 86,268",M,27,United States,Seattle Sounders,Mls,2016
15,Joevin Jones,"$ 1,346","$ 70,000","$ 75,484",D,23,Trinidad and Tobago,Seattle Sounders,Mls,2016
16,Damion Lowe,"$ 1,277","$ 66,413","$ 71,616",D,22,Jamaica,Seattle Sounders,Mls,2016
17,Aaron Kovar,"$ 1,212","$ 63,000","$ 67,936",M,21,United States,Seattle Sounders,Mls,2016
18,Dylan Remick,"$ 1,212","$ 63,000","$ 67,936",D,24,United States,Seattle Sounders,Mls,2016
19,Jimmy Ockford,"$ 1,212","$ 63,000","$ 67,936",D,23,United States,Seattle Sounders,Mls,2016
20,Nathan Sturgis,"$ 1,202","$ 62,508","$ 67,405",M,27,United States,Seattle Sounders,Mls,2016
21,Tyler Miller,"$ 1,202","$ 62,508","$ 67,405",K,22,United States,Seattle Sounders,Mls,2016
22,Herculez Gomez,"$ 1,202","$ 62,500","$ 67,397",F,33,United States,Seattle Sounders,Mls,2016
23,Darwin Jones,"$ 1,202","$ 62,500","$ 67,397",F,23,United States,Seattle Sounders,Mls,2016
24,Zach Scott,"$ 1,202","$ 62,500","$ 67,397",D,34,United States,Seattle Sounders,Mls,2016
25,Victor Mansaray,"$ 1,202","$ 62,500","$ 67,397",F,18,United States,Seattle Sounders,Mls,2016
26,Oniel Fisher,"$ 1,202","$ 62,500","$ 67,397",M,23,Jamaica,Seattle Sounders,Mls,2016
27,Charlie Lyon,"$ 1,010","$ 52,500","$ 56,613",K,23,United States,Seattle Sounders,Mls,2016
28,Oalex Anderson,$ 990,"$ 51,504","$ 55,539",F,19,St. Vincent & Grenadinen,Seattle Sounders,Mls,2016
29,Tony Alfaro,$ 990,"$ 51,500","$ 55,535",D,22,Mexico,Seattle Sounders,Mls,2016
