,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Liam Ridgewell,"$ 21,154","$ 1,100,000","$ 1,186,182",D,30,England,Portland Timbers,Mls,2016
1,Lucas Melano,"$ 14,615","$ 760,000","$ 819,544",F,22,Argentina,Portland Timbers,Mls,2016
2,Fanendo Adi,"$ 12,308","$ 640,000","$ 690,143",F,24,Nigeria,Portland Timbers,Mls,2016
3,Darlington Nagbe,"$ 9,615","$ 500,000","$ 539,174",M,24,United States,Portland Timbers,Mls,2016
4,Amobi Okugo,"$ 5,769","$ 300,000","$ 323,504",D,24,United States,Portland Timbers,Mls,2016
5,Steven Taylor,"$ 5,769","$ 300,000","$ 323,504",D,29,England,Portland Timbers,Mls,2016
6,Jack McInerney,"$ 5,192","$ 270,000","$ 291,154",F,22,United States,Portland Timbers,Mls,2016
7,Nat Borchers,"$ 4,712","$ 245,000","$ 264,195",D,34,United States,Portland Timbers,Mls,2016
8,Diego Valeri,"$ 4,327","$ 225,000","$ 242,628",M,29,Argentina,Portland Timbers,Mls,2016
9,Darren Mattocks,"$ 4,135","$ 215,000","$ 231,845",F,24,Jamaica,Portland Timbers,Mls,2016
10,Vytautas Andriuskevicius,"$ 3,558","$ 184,992","$ 199,486",D,24,Lithuania,Portland Timbers,Mls,2016
11,Diego Chara,"$ 2,885","$ 150,000","$ 161,752",M,29,Colombia,Portland Timbers,Mls,2016
12,Ned Grabavoy,"$ 2,885","$ 150,000","$ 161,752",M,32,United States,Portland Timbers,Mls,2016
13,Jermaine Taylor,"$ 2,885","$ 150,000","$ 161,752",D,30,Jamaica,Portland Timbers,Mls,2016
14,Jack Jewsbury,"$ 2,692","$ 140,000","$ 150,969",M,34,United States,Portland Timbers,Mls,2016
15,Alvas Powell,"$ 1,827","$ 95,000","$ 102,443",D,20,Jamaica,Portland Timbers,Mls,2016
16,Jake Gleeson,"$ 1,761","$ 91,556","$ 98,729",K,25,New Zealand,Portland Timbers,Mls,2016
17,Gbenga Arokoyo,"$ 1,731","$ 90,000","$ 97,051",D,22,Nigeria,Portland Timbers,Mls,2016
18,Zarek Valentin,"$ 1,731","$ 90,000","$ 97,051",D,23,Puerto Rico,Portland Timbers,Mls,2016
19,Chris Klute,"$ 1,666","$ 86,625","$ 93,412",D,25,United States,Portland Timbers,Mls,2016
20,Ben Zemanski,"$ 1,635","$ 85,000","$ 91,660",M,27,United States,Portland Timbers,Mls,2016
21,Dairon Asprilla,"$ 1,462","$ 76,000","$ 81,954",M,23,Colombia,Portland Timbers,Mls,2016
22,Jack Barmby,"$ 1,385","$ 72,000","$ 77,641",M,20,England,Portland Timbers,Mls,2016
23,Chris Konopka,"$ 1,202","$ 62,500","$ 67,397",K,30,United States,Portland Timbers,Mls,2016
24,Ben Polk,"$ 1,202","$ 62,500","$ 67,397",F,22,United States,Portland Timbers,Mls,2016
25,Nick Besler,"$ 1,202","$ 62,500","$ 67,397",M,21,United States,Portland Timbers,Mls,2016
26,Andy Thoma,"$ 1,202","$ 62,500","$ 67,397",D,21,United States,Portland Timbers,Mls,2016
27,Taylor Peay,"$ 1,028","$ 53,472","$ 57,661",D,23,United States,Portland Timbers,Mls,2016
28,Neco Brett,$ 990,"$ 51,504","$ 55,539",M,23,Jamaica,Portland Timbers,Mls,2016
29,Wade Hamilton,$ 990,"$ 51,504","$ 55,539",K,20,United States,Portland Timbers,Mls,2016
