,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Kaka,"$ 128,077","$ 6,660,000","$ 7,181,795",M,33,Brazil,Orlando City,Mls,2016
1,Antonio Nocerino,"$ 11,538","$ 600,000","$ 647,009",M,30,Italy,Orlando City,Mls,2016
2,Brek Shea,"$ 10,577","$ 550,000","$ 593,091",M,25,United States,Orlando City,Mls,2016
3,David Mateos Ramajo,"$ 8,077","$ 420,000","$ 452,906",D,29,Spain,Orlando City,Mls,2016
4,Matias Perez,"$ 4,808","$ 250,000","$ 269,587",F,31,Argentina,Orlando City,Mls,2016
5,Jose Aja,"$ 3,692","$ 192,000","$ 207,043",D,22,Uruguay,Orlando City,Mls,2016
6,Bryan Rochez,"$ 3,462","$ 180,000","$ 194,103",F,19,Honduras,Orlando City,Mls,2016
7,Sebastian Hines,"$ 2,885","$ 150,000","$ 161,752",D,27,England,Orlando City,Mls,2016
8,Joe Bendik,"$ 2,692","$ 140,000","$ 150,969",K,26,United States,Orlando City,Mls,2016
9,Cyle Larin,"$ 2,596","$ 135,000","$ 145,577",F,20,Canada,Orlando City,Mls,2016
10,Kevin Alston,"$ 2,500","$ 130,000","$ 140,185",D,27,United States,Orlando City,Mls,2016
11,Richmond Laryea,"$ 2,404","$ 125,000","$ 134,793",M,21,Canada,Orlando City,Mls,2016
12,Kevin Molino,"$ 2,115","$ 110,000","$ 118,618",M,25,Trinidad and Tobago,Orlando City,Mls,2016
13,Rafael Ramos,"$ 1,846","$ 96,000","$ 103,521",D,20,Portugal,Orlando City,Mls,2016
14,Servando Carrasco,"$ 1,827","$ 95,000","$ 102,443",M,26,United States,Orlando City,Mls,2016
15,Tommy Redding,"$ 1,827","$ 95,000","$ 102,443",D,18,United States,Orlando City,Mls,2016
16,Conor Donovan,"$ 1,731","$ 90,000","$ 97,051",D,19,United States,Orlando City,Mls,2016
17,Julio Baptista,"$ 1,731","$ 90,000","$ 97,051",M,33,Brazil,Orlando City,Mls,2016
18,Luke Boden,"$ 1,587","$ 82,500","$ 88,964",D,26,England,Orlando City,Mls,2016
19,Cristian Higuita,"$ 1,538","$ 80,000","$ 86,268",M,21,Colombia,Orlando City,Mls,2016
20,Carlos Rivas,"$ 1,538","$ 80,000","$ 86,268",M,21,Colombia,Orlando City,Mls,2016
21,Tyler Turner,"$ 1,212","$ 63,000","$ 67,936",D,19,United States,Orlando City,Mls,2016
22,Pedro Ribeiro,"$ 1,212","$ 63,000","$ 67,936",M,25,Brazil,Orlando City,Mls,2016
23,Harrison Heath,"$ 1,212","$ 63,000","$ 67,936",M,19,England,Orlando City,Mls,2016
24,Devron Garcia,"$ 1,202","$ 62,500","$ 67,397",M,19,Honduras,Orlando City,Mls,2016
25,Hadji Barry,"$ 1,202","$ 62,500","$ 67,397",F,22,Guinea,Orlando City,Mls,2016
26,Tony Rocha,"$ 1,202","$ 62,496","$ 67,392",M,21,United States,Orlando City,Mls,2016
27,Mikey Ambrose,"$ 1,202","$ 62,496","$ 67,392",D,21,United States,Orlando City,Mls,2016
28,Earl Edwards,"$ 1,010","$ 52,500","$ 56,613",K,23,United States,Orlando City,Mls,2016
29,Mason Stajduhar,$ 990,"$ 51,500","$ 55,535",K,19,United States,Orlando City,Mls,2016
