,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Steven Gerrard,"$ 115,385","$ 6,000,000","$ 6,470,086",M,35,England,La Galaxy,Mls,2016
1,Robbie Keane,"$ 67,308","$ 3,500,000","$ 3,774,217",F,34,Ireland,La Galaxy,Mls,2016
2,Giovani Dos Santos,"$ 48,077","$ 2,500,000","$ 2,695,869",F,26,Mexico,La Galaxy,Mls,2016
3,Gyasi Zardes,"$ 9,087","$ 472,500","$ 509,519",F,23,United States,La Galaxy,Mls,2016
4,Landon Donovan,"$ 8,769","$ 456,000","$ 491,727",F,33,United States,La Galaxy,Mls,2016
5,Jelle Van Damme,"$ 8,173","$ 425,000","$ 458,298",D,31,Belgium,La Galaxy,Mls,2016
6,Ashley Cole,"$ 5,769","$ 300,000","$ 323,504",D,34,England,La Galaxy,Mls,2016
7,Mike Magee,"$ 4,808","$ 250,000","$ 269,587",M,30,United States,La Galaxy,Mls,2016
8,AJ DeLaGarza,"$ 4,327","$ 225,000","$ 242,628",D,22,Guam,La Galaxy,Mls,2016
9,Robbie Rogers,"$ 4,231","$ 220,000","$ 237,236",M,28,United States,La Galaxy,Mls,2016
10,Dan Kennedy,"$ 3,462","$ 180,000","$ 194,103",K,32,United States,La Galaxy,Mls,2016
11,Jeff Larentowicz,"$ 3,365","$ 175,000","$ 188,711",M,31,United States,La Galaxy,Mls,2016
12,Alan Gordon,"$ 3,269","$ 170,000","$ 183,319",F,33,United States,La Galaxy,Mls,2016
13,Leonardo Da Silva,"$ 3,077","$ 160,000","$ 172,536",D,28,Brazil,La Galaxy,Mls,2016
14,Baggio Husidic,"$ 2,885","$ 150,000","$ 161,752",M,28,Bosnia-Herzegovina,La Galaxy,Mls,2016
15,Sebastian Lletget,"$ 2,115","$ 110,000","$ 118,618",M,22,United States,La Galaxy,Mls,2016
16,Emmanuel Boateng,"$ 1,923","$ 100,000","$ 107,835",F,21,Ghana,La Galaxy,Mls,2016
17,Jose Villarreal,"$ 1,731","$ 90,000","$ 97,051",F,21,United States,La Galaxy,Mls,2016
18,Brian Rowe,"$ 1,538","$ 80,000","$ 86,268",K,26,United States,La Galaxy,Mls,2016
19,Rafael Garcia,"$ 1,442","$ 75,000","$ 80,876",M,26,United States,La Galaxy,Mls,2016
20,David Romney,"$ 1,212","$ 63,000","$ 67,936",D,22,United States,La Galaxy,Mls,2016
21,Bradford Jamieson,"$ 1,212","$ 63,000","$ 67,936",F,19,United States,La Galaxy,Mls,2016
22,Oscar Sorto,"$ 1,212","$ 63,000","$ 67,936",D,20,El Salvador,La Galaxy,Mls,2016
23,Raul Mendiola,"$ 1,202","$ 62,500","$ 67,397",F,21,Mexico,La Galaxy,Mls,2016
24,Daniel Steres,"$ 1,202","$ 62,500","$ 67,397",D,24,United States,La Galaxy,Mls,2016
25,Jack McBean,"$ 1,202","$ 62,500","$ 67,397",F,20,United States,La Galaxy,Mls,2016
26,Clement Diop,"$ 1,202","$ 62,500","$ 67,397",K,21,Senegal,La Galaxy,Mls,2016
27,Ariel Lassiter,$ 990,"$ 51,500","$ 55,535",F,20,Costa Rica,La Galaxy,Mls,2016
