,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Didier Drogba,"$ 32,051","$ 1,666,667","$ 1,797,246",F,37,Cote d'Ivoire,Montreal Impact,Mls,2016
1,Laurent Ciman,"$ 12,115","$ 630,000","$ 679,359",D,29,Belgium,Montreal Impact,Mls,2016
2,Ignacio Piatti,"$ 8,173","$ 425,000","$ 458,298",M,30,Argentina,Montreal Impact,Mls,2016
3,Lucas Ontivero,"$ 7,308","$ 380,000","$ 409,772",M,20,Argentina,Montreal Impact,Mls,2016
4,Marco Donadel,"$ 6,731","$ 350,000","$ 377,422",M,32,Italy,Montreal Impact,Mls,2016
5,Victor Cabrera,"$ 4,808","$ 250,000","$ 269,587",D,22,Argentina,Montreal Impact,Mls,2016
6,Dominic Oduro,"$ 4,519","$ 235,000","$ 253,412",F,29,Ghana,Montreal Impact,Mls,2016
7,Hernan Bernardello,"$ 4,154","$ 216,000","$ 232,923",M,28,Argentina,Montreal Impact,Mls,2016
8,Johan Venegas,"$ 3,846","$ 200,000","$ 215,670",M,26,Costa Rica,Montreal Impact,Mls,2016
9,Matteo Mancosu,"$ 3,635","$ 189,000","$ 203,808",F,30,Italy,Montreal Impact,Mls,2016
10,Hassoun Camara,"$ 3,462","$ 180,000","$ 194,103",D,31,France,Montreal Impact,Mls,2016
11,Eric Kronberg,"$ 2,792","$ 145,200","$ 156,576",K,31,United States,Montreal Impact,Mls,2016
12,Evan Bush,"$ 2,260","$ 117,500","$ 126,706",K,29,United States,Montreal Impact,Mls,2016
13,Andres Romero,"$ 2,115","$ 110,000","$ 118,618",M,24,Argentina,Montreal Impact,Mls,2016
14,Harrison Shipp,"$ 2,010","$ 104,500","$ 112,687",M,24,United States,Montreal Impact,Mls,2016
15,Calum Mallace,"$ 1,923","$ 100,000","$ 107,835",M,25,Scotland,Montreal Impact,Mls,2016
16,Ambroise Bitolo,"$ 1,923","$ 100,000","$ 107,835",D,24,Cameroon,Montreal Impact,Mls,2016
17,Patrice Bernier,"$ 1,827","$ 95,000","$ 102,443",M,35,Canada,Montreal Impact,Mls,2016
18,Romario Williams,"$ 1,442","$ 75,000","$ 80,876",F,21,Jamaica,Montreal Impact,Mls,2016
19,Kyle Bekker,"$ 1,307","$ 67,942","$ 73,265",M,24,Canada,Montreal Impact,Mls,2016
20,Donny Toia,"$ 1,298","$ 67,500","$ 72,788",D,23,United States,Montreal Impact,Mls,2016
21,Kyle Fisher,"$ 1,250","$ 65,000","$ 70,093",D,21,United States,Montreal Impact,Mls,2016
22,Wandrille Lefevre,"$ 1,212","$ 63,000","$ 67,936",D,25,Canada,Montreal Impact,Mls,2016
23,Anthony Jackson Hamel,"$ 1,212","$ 63,000","$ 67,936",F,21,Canada,Montreal Impact,Mls,2016
24,Maxime Crepeau,"$ 1,010","$ 52,500","$ 56,613",K,21,Canada,Montreal Impact,Mls,2016
25,Jeremy Gagnon Lapare,$ 990,"$ 51,500","$ 55,535",M,20,Canada,Montreal Impact,Mls,2016
26,David Choiniere,$ 990,"$ 51,500","$ 55,535",M,18,Canada,Montreal Impact,Mls,2016
27,Amadou Dia,$ 990,"$ 51,500","$ 55,535",D,22,United States,Montreal Impact,Mls,2016
28,Michael Salazar,$ 990,"$ 51,492","$ 55,526",F,22,Belize,Montreal Impact,Mls,2016
