,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Frank Lampard,"$ 115,385","$ 6,000,000","$ 6,470,086",M,37,England,Nyc FC,Mls,2016
1,David Villa,"$ 107,885","$ 5,610,000","$ 6,049,530",F,33,Spain,Nyc FC,Mls,2016
2,Andrea Pirlo,"$ 107,692","$ 5,600,000","$ 6,038,747",M,36,Italy,Nyc FC,Mls,2016
3,Mix Diskerud,"$ 14,639","$ 761,250","$ 820,892",M,24,United States,Nyc FC,Mls,2016
4,Maxime Chanot,"$ 6,731","$ 350,004","$ 377,426",D,25,Luxembourg,Nyc FC,Mls,2016
5,Frederic Brilliant,"$ 5,000","$ 260,000","$ 280,370",D,31,France,Nyc FC,Mls,2016
6,Jefferson Mena,"$ 4,231","$ 220,000","$ 237,236",D,26,Colombia,Nyc FC,Mls,2016
7,Stiven Mendoza,"$ 3,986","$ 207,276","$ 223,516",F,23,Colombia,Nyc FC,Mls,2016
8,Andoni Iraola,"$ 3,846","$ 200,004","$ 215,674",D,33,Spain,Nyc FC,Mls,2016
9,Jason Hernandez,"$ 3,846","$ 200,000","$ 215,670",D,31,Puerto Rico,Nyc FC,Mls,2016
10,Ronald Matarrita,"$ 2,885","$ 150,000","$ 161,752",D,20,Costa Rica,Nyc FC,Mls,2016
11,Josh Saunders,"$ 2,885","$ 150,000","$ 161,752",K,34,Puerto Rico,Nyc FC,Mls,2016
12,Diego Martinez,"$ 2,596","$ 135,000","$ 145,577",D,22,Argentina,Nyc FC,Mls,2016
13,Jack Harrison,"$ 2,404","$ 125,000","$ 134,793",M,18,England,Nyc FC,Mls,2016
14,Federico Bravo,"$ 2,115","$ 110,000","$ 118,618",M,21,Argentina,Nyc FC,Mls,2016
15,Tony Taylor,"$ 1,587","$ 82,500","$ 88,964",F,25,Panama,Nyc FC,Mls,2016
16,Khiry Shelton,"$ 1,481","$ 77,000","$ 83,033",F,22,United States,Nyc FC,Mls,2016
17,Thomas McNamara,"$ 1,413","$ 73,500","$ 79,259",M,24,United States,Nyc FC,Mls,2016
18,Mehdi Ballouchy,"$ 1,378","$ 71,663","$ 77,278",M,32,Morocco,Nyc FC,Mls,2016
19,RJ Allen,"$ 1,212","$ 63,000","$ 67,936",D,25,United States,Nyc FC,Mls,2016
20,Andre Rawls,"$ 1,202","$ 62,508","$ 67,405",K,23,United States,Nyc FC,Mls,2016
21,Ethan White,"$ 1,202","$ 62,500","$ 67,397",D,24,United States,Nyc FC,Mls,2016
22,Eirik Johansen,"$ 1,202","$ 62,500","$ 67,397",K,22,Norway,Nyc FC,Mls,2016
23,Connor Brandt,"$ 1,028","$ 53,472","$ 57,661",M,21,United States,Nyc FC,Mls,2016
24,Shannon Gomez,$ 990,"$ 51,500","$ 55,535",D,18,Trinidad and Tobago,Nyc FC,Mls,2016
25,Mikey Lopez,$ 990,"$ 51,500","$ 55,535",M,22,United States,Nyc FC,Mls,2016
