,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Juan Manuel Martinez,"$ 20,385","$ 1,060,000","$ 1,143,049",F,29,Argentina,Real Salt Lake,Mls,2016
1,Kyle Beckerman,"$ 12,981","$ 675,000","$ 727,885",M,33,United States,Real Salt Lake,Mls,2016
2,Javier Morales,"$ 11,346","$ 590,000","$ 636,225",M,35,Argentina,Real Salt Lake,Mls,2016
3,Nick Rimando,"$ 7,692","$ 400,000","$ 431,339",K,36,United States,Real Salt Lake,Mls,2016
4,Chris Wingert,"$ 4,519","$ 235,000","$ 253,412",D,33,United States,Real Salt Lake,Mls,2016
5,Stephen Sunday,"$ 4,231","$ 220,000","$ 237,236",M,28,Nigeria,Real Salt Lake,Mls,2016
6,Jamison Olave,"$ 4,135","$ 215,000","$ 231,845",D,34,Colombia,Real Salt Lake,Mls,2016
7,Anthony Beltran,"$ 4,038","$ 210,000","$ 226,453",D,21,United States,Real Salt Lake,Mls,2016
8,Yura Movsisyan,"$ 3,846","$ 200,000","$ 215,670",F,27,Armenia,Real Salt Lake,Mls,2016
9,Joao Plata,"$ 3,365","$ 175,000","$ 188,711",F,23,Ecuador,Real Salt Lake,Mls,2016
10,Luke Mulholland,"$ 3,077","$ 160,008","$ 172,544",M,26,England,Real Salt Lake,Mls,2016
11,Olmes Garcia,"$ 3,077","$ 160,000","$ 172,536",F,22,Colombia,Real Salt Lake,Mls,2016
12,Demar Phillips,"$ 2,452","$ 127,500","$ 137,489",D,31,Jamaica,Real Salt Lake,Mls,2016
13,Omar Holness,"$ 1,923","$ 100,000","$ 107,835",F,21,Jamaica,Real Salt Lake,Mls,2016
14,Jordan Allen,"$ 1,923","$ 100,000","$ 107,835",M,20,United States,Real Salt Lake,Mls,2016
15,Justen Glad,"$ 1,923","$ 100,000","$ 107,835",D,18,United States,Real Salt Lake,Mls,2016
16,Jeff Attinella,"$ 1,731","$ 90,000","$ 97,051",K,26,United States,Real Salt Lake,Mls,2016
17,Aaron Maund,"$ 1,635","$ 85,000","$ 91,660",D,24,Trinidad and Tobago,Real Salt Lake,Mls,2016
18,Devon Sandoval,"$ 1,298","$ 67,500","$ 72,788",F,24,United States,Real Salt Lake,Mls,2016
19,John Stertzer,"$ 1,269","$ 66,000","$ 71,171",M,24,United States,Real Salt Lake,Mls,2016
20,Boyd Okwuonu,"$ 1,269","$ 66,000","$ 71,171",D,22,United States,Real Salt Lake,Mls,2016
21,Eduardo Fernandez,"$ 1,212","$ 63,000","$ 67,936",K,22,Mexico,Real Salt Lake,Mls,2016
22,Ricardo Velazco,"$ 1,202","$ 62,508","$ 67,405",F,22,United States,Real Salt Lake,Mls,2016
23,Pedro Baez Benitez,"$ 1,202","$ 62,500","$ 67,397",F,19,Paraguay,Real Salt Lake,Mls,2016
24,Emery Welshman,"$ 1,202","$ 62,500","$ 67,397",F,25,Guyana,Real Salt Lake,Mls,2016
25,Sebastian Saucedo,"$ 1,202","$ 62,500","$ 67,397",M,18,United States,Real Salt Lake,Mls,2016
26,Chris Schuler,"$ 1,202","$ 62,500","$ 67,397",D,27,United States,Real Salt Lake,Mls,2016
27,Danilo Acosta,"$ 1,202","$ 62,500","$ 67,397",M,17,Honduras,Real Salt Lake,Mls,2016
28,Phanuel Kavita,$ 990,"$ 51,500","$ 55,535",D,22,Democratic Republic of Congo,Real Salt Lake,Mls,2016
