,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Alejandro Bedoya,"$ 21,154","$ 1,100,004","$ 1,186,187",M,28,United States,Philadelphia Union,Mls,2016
1,Maurice Edu,"$ 13,942","$ 725,000","$ 781,802",M,29,United States,Philadelphia Union,Mls,2016
2,Tranquillo Barnetta,"$ 12,500","$ 650,000","$ 700,926",M,30,Switzerland,Philadelphia Union,Mls,2016
3,Ilsinho,"$ 8,269","$ 430,000","$ 463,689",M,31,Brazil,Philadelphia Union,Mls,2016
4,Chris Pontius,"$ 7,308","$ 380,000","$ 409,772",M,28,United States,Philadelphia Union,Mls,2016
5,Roland Alberg,"$ 6,308","$ 328,000","$ 353,698",M,24,Netherlands,Philadelphia Union,Mls,2016
6,CJ Sapong,"$ 4,327","$ 225,000","$ 242,628",F,26,United States,Philadelphia Union,Mls,2016
7,Raymon Gaddis,"$ 2,885","$ 150,000","$ 161,752",D,25,United States,Philadelphia Union,Mls,2016
8,Anderson Conceicao,"$ 2,885","$ 150,000","$ 161,752",D,25,Brazil,Philadelphia Union,Mls,2016
9,Fabinho,"$ 2,731","$ 142,008","$ 153,134",D,31,Brazil,Philadelphia Union,Mls,2016
10,Joshua Yaro,"$ 2,500","$ 130,000","$ 140,185",D,21,United States,Philadelphia Union,Mls,2016
11,Walter Restrepo,"$ 2,404","$ 125,000","$ 134,793",M,27,Colombia,Philadelphia Union,Mls,2016
12,Brian Carroll,"$ 2,308","$ 120,000","$ 129,402",M,33,United States,Philadelphia Union,Mls,2016
13,Warren Creavalle,"$ 2,269","$ 118,000","$ 127,245",M,24,Guyana,Philadelphia Union,Mls,2016
14,Charlie Davies,"$ 2,095","$ 108,938","$ 117,473",F,29,United States,Philadelphia Union,Mls,2016
15,Fabian Herbers,"$ 1,923","$ 100,000","$ 107,835",M,21,Germany,Philadelphia Union,Mls,2016
16,Andre Blake,"$ 1,923","$ 100,000","$ 107,835",K,24,Jamaica,Philadelphia Union,Mls,2016
17,John McCarthy,"$ 1,519","$ 79,000","$ 85,189",K,22,United States,Philadelphia Union,Mls,2016
18,Matt Jones,"$ 1,442","$ 75,000","$ 80,876",K,29,England,Philadelphia Union,Mls,2016
19,Richard Marquez,"$ 1,212","$ 63,000","$ 67,936",D,23,United States,Philadelphia Union,Mls,2016
20,Leo Fernandes,"$ 1,212","$ 63,000","$ 67,936",M,23,Brazil,Philadelphia Union,Mls,2016
21,Kevin Kratz,"$ 1,202","$ 62,508","$ 67,405",M,29,Germany,Philadelphia Union,Mls,2016
22,Eric Ayuk,"$ 1,202","$ 62,500","$ 67,397",M,18,Cameroon,Philadelphia Union,Mls,2016
23,Keegan Rosenberry,"$ 1,202","$ 62,500","$ 67,397",D,21,United States,Philadelphia Union,Mls,2016
24,Derrick Jones,$ 990,"$ 51,504","$ 55,539",M,19,United States,Philadelphia Union,Mls,2016
25,Auston Trusty,$ 990,"$ 51,500","$ 55,535",D,16,United States,Philadelphia Union,Mls,2016
26,Taylor Washington,$ 990,"$ 51,500","$ 55,535",D,23,United States,Philadelphia Union,Mls,2016
27,Cole Missimo,$ 990,"$ 51,500","$ 55,535",M,22,United States,Philadelphia Union,Mls,2016
28,Ken Tribbett,$ 990,"$ 51,500","$ 55,535",D,22,United States,Philadelphia Union,Mls,2016
