True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
125385,6365,1,NetED,0,90,2240294,1.0,2016-08-05,M. van der Hart,218009,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125386,6366,1,NetED,0,90,2240294,1.0,2016-08-05,C. Verdonk,319288,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125387,6367,1,NetED,0,90,2240294,1.0,2016-08-05,B. van Polen,2145,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125388,6368,1,NetED,0,90,2240294,1.0,2016-08-05,T. van de Pavert,103350,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125389,6369,1,NetED,0,90,2240294,1.0,2016-08-05,D. Marcellis,8014,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125390,6370,1,NetED,0,70,2240294,1.0,2016-08-05,M. Saymak,173547,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,70
125391,6371,1,NetED,0,90,2240294,1.0,2016-08-05,W. Brama,2465,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125392,6372,1,NetED,0,90,2240294,1.0,2016-08-05,K. Ehizibue,376489,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125393,6373,1,NetED,0,90,2240294,1.0,2016-08-05,Q. Menig,242831,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125394,6374,1,NetED,0,90,2240294,1.0,2016-08-05,Y. Mokhtar,206086,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,90
125395,6375,1,NetED,0,69,2240294,1.0,2016-08-05,A. Achahbar,161288,2016/2017,12738,0,0,Start,PEC Zwolle,1529,away,69
125396,6376,1,NetED,0,90,2240294,1.0,2016-08-05,K. Begois,17374,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125397,6377,1,NetED,0,90,2240294,1.0,2016-08-05,M. Hauptmeijer,321048,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125398,6378,1,NetED,0,90,2240294,1.0,2016-08-05,B. Schenkeveld,103787,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125399,6379,1,NetED,0,90,2240294,1.0,2016-08-05,P. Sandler,381097,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125400,6380,1,NetED,0,90,2240294,1.0,2016-08-05,Gustavo Hebling,288086,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125401,6381,1,NetED,0,90,2240294,1.0,2016-08-05,S. van Looy,414203,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125402,6382,1,NetED,0,90,2240294,1.0,2016-08-05,R. Thomas,215382,2016/2017,12738,0,70,Sub,PEC Zwolle,1529,away,20
125403,6383,1,NetED,0,90,2240294,1.0,2016-08-05,S. Nijland,20999,2016/2017,12738,0,69,Sub,PEC Zwolle,1529,away,21
125404,6384,1,NetED,0,90,2240294,1.0,2016-08-05,H. Mastour,341401,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
125405,6385,1,NetED,0,90,2240294,1.0,2016-08-05,A. Karagounis,90949,2016/2017,12738,0,-1,Unused Sub,PEC Zwolle,1529,away,0
