True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
139853,4535,107,GreSL,0,90,2355591,3.0,2016-09-10,D. Sotiriou,122312,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139854,4536,107,GreSL,0,90,2355591,3.0,2016-09-10,C. Karipidis,79445,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139855,4537,107,GreSL,0,90,2355591,3.0,2016-09-10,Wanderson,17846,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139856,4538,107,GreSL,0,90,2355591,3.0,2016-09-10,A. Apostolopoulos,134399,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139857,4539,107,GreSL,0,90,2355591,3.0,2016-09-10,B. Yaya,138341,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139858,4540,107,GreSL,0,90,2355591,3.0,2016-09-10,O. Gnjatic,200055,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139859,4541,107,GreSL,0,76,2355591,3.0,2016-09-10,K. Mendrinos,19122,2016/2017,12796,0,0,Start,Platanias,14447,away,76
139860,4542,107,GreSL,0,64,2355591,3.0,2016-09-10,A. Tsourakis,255241,2016/2017,12796,0,0,Start,Platanias,14447,away,64
139861,4543,107,GreSL,0,90,2355591,3.0,2016-09-10,F. Stanisavljevic,90315,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139862,4544,107,GreSL,2,90,2355591,3.0,2016-09-10,G. Manousos,67649,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139863,4545,107,GreSL,0,90,2355591,3.0,2016-09-10,G. Giakoumakis,262036,2016/2017,12796,0,0,Start,Platanias,14447,away,90
139864,4546,107,GreSL,0,90,2355591,3.0,2016-09-10,A. Kokkalas,215796,2016/2017,12796,0,-1,Unused Sub,Platanias,14447,away,0
139865,4547,107,GreSL,0,90,2355591,3.0,2016-09-10,G. Kargas,270099,2016/2017,12796,0,76,Sub,Platanias,14447,away,14
139866,4548,107,GreSL,0,90,2355591,3.0,2016-09-10,A. Iliadis,365179,2016/2017,12796,0,-1,Unused Sub,Platanias,14447,away,0
139867,4549,107,GreSL,0,90,2355591,3.0,2016-09-10,Didac Devesa,146980,2016/2017,12796,0,64,Sub,Platanias,14447,away,26
139868,4550,107,GreSL,0,90,2355591,3.0,2016-09-10,H. Dilaver,95075,2016/2017,12796,0,-1,Unused Sub,Platanias,14447,away,0
139869,4551,107,GreSL,0,90,2355591,3.0,2016-09-10,A. Dinas,177370,2016/2017,12796,2,90,Sub,Platanias,14447,away,0
139870,4552,107,GreSL,0,90,2355591,3.0,2016-09-10,F. Goundoulakis,18802,2016/2017,12796,0,-1,Unused Sub,Platanias,14447,away,0
139871,4553,107,GreSL,0,90,2355588,3.0,2016-09-10,T. Kosicky,63490,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139872,4554,107,GreSL,0,90,2355588,3.0,2016-09-10,M. Bertos,29765,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139873,4555,107,GreSL,0,90,2355588,3.0,2016-09-10,S. Sefil,275068,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139874,4556,107,GreSL,0,90,2355588,3.0,2016-09-10,D. Kourmpelis,149217,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139875,4557,107,GreSL,0,90,2355588,3.0,2016-09-10,K. Giannoulis,19018,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139876,4558,107,GreSL,0,90,2355588,3.0,2016-09-10,S. Tsoukalas,99903,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139877,4559,107,GreSL,0,46,2355588,3.0,2016-09-10,E. Dimoutsos,19153,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,46
139878,4560,107,GreSL,0,54,2355588,3.0,2016-09-10,N. Kaltsas,70405,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,54
139879,4561,107,GreSL,0,90,2355588,3.0,2016-09-10,P. Mazza,113903,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139880,4562,107,GreSL,0,90,2355588,3.0,2016-09-10,N. Ioannidis,156216,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,90
139881,4563,107,GreSL,0,37,2355588,3.0,2016-09-10,K. Tsilianidis,240297,2016/2017,12796,0,0,Start,Asteras Tripolis,5693,away,37
