True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
15018,0,283,AusAL,0,90,2238877,1.0,2016-10-07,M. Theo,17526,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15019,1,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Hingert,88322,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15020,2,283,AusAL,0,90,2238877,1.0,2016-10-07,C. Brown,193345,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15021,3,283,AusAL,0,90,2238877,1.0,2016-10-07,J. North,17558,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15022,4,283,AusAL,0,90,2238877,1.0,2016-10-07,L. DeVere,56394,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15023,5,283,AusAL,0,90,2238877,1.0,2016-10-07,T. Kristensen,11779,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15024,6,283,AusAL,0,66,2238877,1.0,2016-10-07,M. McKay,17603,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,66
15025,7,283,AusAL,0,74,2238877,1.0,2016-10-07,T. Broich,16276,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,74
15026,8,283,AusAL,0,90,2238877,1.0,2016-10-07,B. Borello,318548,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15027,9,283,AusAL,0,90,2238877,1.0,2016-10-07,J. MacLaren,299758,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,90
15028,10,283,AusAL,0,61,2238877,1.0,2016-10-07,B. Holman,2372,2016/2017,12512,0,0,Start,Brisbane Roar,4321,home,61
15029,11,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Young,50780,2016/2017,12512,0,-1,Unused Sub,Brisbane Roar,4321,home,0
15030,12,283,AusAL,0,90,2238877,1.0,2016-10-07,D. Bowles,222358,2016/2017,12512,0,-1,Unused Sub,Brisbane Roar,4321,home,0
15031,13,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Pepper,168114,2016/2017,12512,0,74,Sub,Brisbane Roar,4321,home,16
15032,14,283,AusAL,0,90,2238877,1.0,2016-10-07,T. Oar,66577,2016/2017,12512,0,61,Sub,Brisbane Roar,4321,home,29
15033,15,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Katebian,417346,2016/2017,12512,0,-1,Unused Sub,Brisbane Roar,4321,home,0
17018,2000,283,AusAL,0,90,2238877,1.0,2016-10-07,L. Thomas,180909,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17019,2001,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Geria,232702,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17020,2002,283,AusAL,0,90,2238877,1.0,2016-10-07,D. Georgievski,85533,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17021,2003,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Donachie,232703,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17022,2004,283,AusAL,0,90,2238877,1.0,2016-10-07,Baro,60912,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17023,2005,283,AusAL,0,90,2238877,1.0,2016-10-07,C. Valeri,10621,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17024,2006,283,AusAL,0,76,2238877,1.0,2016-10-07,O. Bozanic,5319,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,76
17025,2007,283,AusAL,3,90,2238877,1.0,2016-10-07,J. Troisi,5257,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17026,2008,283,AusAL,0,90,2238877,1.0,2016-10-07,B. Berisha,2013,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17027,2009,283,AusAL,0,90,2238877,1.0,2016-10-07,F. Ben Khalfallah,37574,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,90
17028,2010,283,AusAL,0,88,2238877,1.0,2016-10-07,M. Austin,161715,2016/2017,12512,0,0,Start,Melbourne Victory,4318,away,88
17029,2011,283,AusAL,0,90,2238877,1.0,2016-10-07,A. Bray,384233,2016/2017,12512,0,-1,Unused Sub,Melbourne Victory,4318,away,0
17030,2012,283,AusAL,0,90,2238877,1.0,2016-10-07,S. Galloway,283471,2016/2017,12512,0,-1,Unused Sub,Melbourne Victory,4318,away,0
17031,2013,283,AusAL,0,90,2238877,1.0,2016-10-07,L. Broxham,17535,2016/2017,12512,0,76,Sub,Melbourne Victory,4318,away,14
17032,2014,283,AusAL,0,90,2238877,1.0,2016-10-07,G. Howard,401412,2016/2017,12512,3,90,Sub,Melbourne Victory,4318,away,0
17033,2015,283,AusAL,0,90,2238877,1.0,2016-10-07,J. Ingham,327604,2016/2017,12512,0,88,Sub,Melbourne Victory,4318,away,2
15034,16,283,AusAL,0,90,2238878,1.0,2016-10-08,G. Moss,17634,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15035,17,283,AusAL,0,90,2238878,1.0,2016-10-08,J. Tratt,425044,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15036,18,283,AusAL,0,90,2238878,1.0,2016-10-08,D. Fox ,429420,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15037,19,283,AusAL,0,90,2238878,1.0,2016-10-08,M. Rossi,4284,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15038,20,283,AusAL,0,90,2238878,1.0,2016-10-08,A. Parkhouse,282520,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15039,21,283,AusAL,0,90,2238878,1.0,2016-10-08,Alex Gorrin,367501,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15040,22,283,AusAL,0,75,2238878,1.0,2016-10-08,V. Lia,17638,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,75
15041,23,283,AusAL,0,90,2238878,1.0,2016-10-08,R. Bonevacia,134881,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15042,24,283,AusAL,0,90,2238878,1.0,2016-10-08,Guilherme,13189,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15043,25,283,AusAL,0,46,2238878,1.0,2016-10-08,H. Watson,217219,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,46
15044,26,283,AusAL,0,90,2238878,1.0,2016-10-08,R. Krishna,60280,2016/2017,12512,0,0,Start,Wellington Phoenix,8542,home,90
15045,27,283,AusAL,0,90,2238878,1.0,2016-10-08,L. Italiano,212971,2016/2017,12512,0,-1,Unused Sub,Wellington Phoenix,8542,home,0
15046,28,283,AusAL,0,90,2238878,1.0,2016-10-08,J. Sinclair,393835,2016/2017,12512,0,-1,Unused Sub,Wellington Phoenix,8542,home,0
15047,29,283,AusAL,0,90,2238878,1.0,2016-10-08,R. Lowry,464871,2016/2017,12512,0,-1,Unused Sub,Wellington Phoenix,8542,home,0
15048,30,283,AusAL,0,90,2238878,1.0,2016-10-08,A. Rufer,281606,2016/2017,12512,0,46,Sub,Wellington Phoenix,8542,home,44
15049,31,283,AusAL,0,90,2238878,1.0,2016-10-08,L. Rogerson,330041,2016/2017,12512,0,75,Sub,Wellington Phoenix,8542,home,15
15050,32,283,AusAL,0,90,2238879,1.0,2016-10-08,A. Redmayne,17522,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15051,33,283,AusAL,0,90,2238879,1.0,2016-10-08,S. Neville,69496,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15052,34,283,AusAL,0,84,2238879,1.0,2016-10-08,Borda,145807,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,84
15053,35,283,AusAL,0,90,2238879,1.0,2016-10-08,R. Cornthwaite,17486,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15054,36,283,AusAL,0,90,2238879,1.0,2016-10-08,B. Hamill,137647,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15055,37,283,AusAL,0,90,2238879,1.0,2016-10-08,M. Nichols,74451,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15056,38,283,AusAL,0,59,2238879,1.0,2016-10-08,B. Pinatares,303866,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,59
15057,39,283,AusAL,0,66,2238879,1.0,2016-10-08,S. Lustica,96439,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,66
15058,40,283,AusAL,0,90,2238879,1.0,2016-10-08,J. Kusukami,90952,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15059,41,283,AusAL,0,90,2238879,1.0,2016-10-08,Dimas,17896,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,90
15060,42,283,AusAL,0,75,2238879,1.0,2016-10-08,K. Bulut,135490,2016/2017,12512,0,0,Start,Western Sydney Wanderers,21585,home,75
