True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
23686,0,49,AutBL,0,90,2240991,1.0,2016-07-23,J. Novota,42515,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23687,1,49,AutBL,0,46,2240991,1.0,2016-07-23,C. Dibon,35597,2016/2017,12618,0,0,Start,Rapid Wien,160,home,46
23688,2,49,AutBL,0,90,2240991,1.0,2016-07-23,M. Pavelic,198702,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23689,3,49,AutBL,0,60,2240991,1.0,2016-07-23,C. Schosswendter,35557,2016/2017,12618,0,0,Start,Rapid Wien,160,home,60
23690,4,49,AutBL,0,90,2240991,1.0,2016-07-23,T. Schrammel,39042,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23691,5,49,AutBL,0,90,2240991,1.0,2016-07-23,S. Schwab,75402,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23692,6,49,AutBL,0,90,2240991,1.0,2016-07-23,L. Schaub,159823,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23693,7,49,AutBL,0,69,2240991,1.0,2016-07-23,T. Murg,141813,2016/2017,12618,0,0,Start,Rapid Wien,160,home,69
23694,8,49,AutBL,0,90,2240991,1.0,2016-07-23,P. Schobesberger,196840,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23695,9,49,AutBL,0,90,2240991,1.0,2016-07-23,S. Grahovac,95096,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23696,10,49,AutBL,0,90,2240991,1.0,2016-07-23,Joelinton,331264,2016/2017,12618,0,0,Start,Rapid Wien,160,home,90
23697,11,49,AutBL,0,90,2240991,1.0,2016-07-23,R. Strebinger,152533,2016/2017,12618,0,-1,Unused Sub,Rapid Wien,160,home,0
23698,12,49,AutBL,0,90,2240991,1.0,2016-07-23,S. Auer,144169,2016/2017,12618,0,-1,Unused Sub,Rapid Wien,160,home,0
23699,13,49,AutBL,0,90,2240991,1.0,2016-07-23,M. Hofmann,198714,2016/2017,12618,0,46,Sub,Rapid Wien,160,home,44
23700,14,49,AutBL,0,90,2240991,1.0,2016-07-23,A. Traustason,137993,2016/2017,12618,0,69,Sub,Rapid Wien,160,home,21
23701,15,49,AutBL,0,90,2240991,1.0,2016-07-23,I. Mocinic,214975,2016/2017,12618,0,60,Sub,Rapid Wien,160,home,30
23702,16,49,AutBL,0,90,2240991,1.0,2016-07-23,T. Szanto,273813,2016/2017,12618,0,-1,Unused Sub,Rapid Wien,160,home,0
23703,17,49,AutBL,0,90,2240991,1.0,2016-07-23,M. Entrup,426093,2016/2017,12618,0,-1,Unused Sub,Rapid Wien,160,home,0
23704,18,49,AutBL,0,90,2240993,1.0,2016-07-23,A. Lukse,11120,2016/2017,12618,0,0,Start,Rheindorf Altach,2988,home,90
23705,19,49,AutBL,0,90,2240993,1.0,2016-07-23,B. Zech,83329,2016/2017,12618,0,0,Start,Rheindorf Altach,2988,home,90
