True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
3540,0,19,TurSL,0,90,2291149,1.0,2016-08-19,M. Akyuz,266991,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3541,1,19,TurSL,0,90,2291149,1.0,2016-08-19,C. Dilaver,239300,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3542,2,19,TurSL,0,90,2291149,1.0,2016-08-19,Renan Diniz,267037,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3543,3,19,TurSL,0,90,2291149,1.0,2016-08-19,O. Viera,65929,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3544,4,19,TurSL,0,90,2291149,1.0,2016-08-19,Digao,226448,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3545,5,19,TurSL,0,51,2291149,1.0,2016-08-19,B. Yilmaz,91236,2016/2017,12658,0,0,Start,Adanaspor,2229,home,51
3546,6,19,TurSL,0,90,2291149,1.0,2016-08-19,Roni,226569,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3547,7,19,TurSL,0,67,2291149,1.0,2016-08-19,C. Ozdemir,167783,2016/2017,12658,0,0,Start,Adanaspor,2229,home,67
3548,8,19,TurSL,0,90,2291149,1.0,2016-08-19,T. Altindag,66583,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3549,9,19,TurSL,0,90,2291149,1.0,2016-08-19,V. Koman,17790,2016/2017,12658,0,0,Start,Adanaspor,2229,home,90
3550,10,19,TurSL,0,84,2291149,1.0,2016-08-19,M. Gueye,68044,2016/2017,12658,0,0,Start,Adanaspor,2229,home,84
3551,11,19,TurSL,0,90,2291149,1.0,2016-08-19,G. Karacic,270617,2016/2017,12658,0,-1,Unused Sub,Adanaspor,2229,home,0
3552,12,19,TurSL,0,90,2291149,1.0,2016-08-19,E. Pulgir,208248,2016/2017,12658,0,-1,Unused Sub,Adanaspor,2229,home,0
3553,13,19,TurSL,0,90,2291149,1.0,2016-08-19,M. Keskin,274534,2016/2017,12658,0,51,Sub,Adanaspor,2229,home,39
3554,14,19,TurSL,0,90,2291149,1.0,2016-08-19,A. Bahcivan,278538,2016/2017,12658,0,-1,Unused Sub,Adanaspor,2229,home,0
