True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
95556,0,43,ScoPr,0,90,2242424,1.0,2016-08-06,W. Foderingham,147060,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95557,1,43,ScoPr,0,90,2242424,1.0,2016-08-06,J. Tavernier,97294,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95558,2,43,ScoPr,0,90,2242424,1.0,2016-08-06,C. Hill,20800,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95559,3,43,ScoPr,0,90,2242424,1.0,2016-08-06,R. Kiernan,71307,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95560,4,43,ScoPr,0,90,2242424,1.0,2016-08-06,L. Wallace,858,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95561,5,43,ScoPr,0,76,2242424,1.0,2016-08-06,A. Halliday,76457,2016/2017,12610,0,0,Start,Rangers,1899,home,76
95562,6,43,ScoPr,0,61,2242424,1.0,2016-08-06,N. Kranjcar,356,2016/2017,12610,0,0,Start,Rangers,1899,home,61
95563,7,43,ScoPr,0,90,2242424,1.0,2016-08-06,J. Barton,2855,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95564,8,43,ScoPr,0,90,2242424,1.0,2016-08-06,M. Waghorn,21016,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95565,9,43,ScoPr,0,61,2242424,1.0,2016-08-06,K. Miller,802,2016/2017,12610,0,0,Start,Rangers,1899,home,61
95566,10,43,ScoPr,0,90,2242424,1.0,2016-08-06,B. McKay,244186,2016/2017,12610,0,0,Start,Rangers,1899,home,90
95567,11,43,ScoPr,0,90,2242424,1.0,2016-08-06,M. Gilks,15688,2016/2017,12610,0,-1,Unused Sub,Rangers,1899,home,0
95568,12,43,ScoPr,0,90,2242424,1.0,2016-08-06,L. Hodson,78263,2016/2017,12610,0,-1,Unused Sub,Rangers,1899,home,0
