True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
74384,0,11,GerBL2,0,90,2255212,1.0,2016-08-05,A. Weis,63936,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74385,1,11,GerBL2,0,90,2255212,1.0,2016-08-05,P. Mwene,159812,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74386,2,11,GerBL2,0,90,2255212,1.0,2016-08-05,N. Aliji,218085,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74387,3,11,GerBL2,0,90,2255212,1.0,2016-08-05,S. Vucur,150265,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74388,4,11,GerBL2,0,90,2255212,1.0,2016-08-05,P. Ziegler,38320,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74389,5,11,GerBL2,0,90,2255212,1.0,2016-08-05,A. Ring,79353,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74390,6,11,GerBL2,0,74,2255212,1.0,2016-08-05,M. Gaus,48265,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,74
74391,7,11,GerBL2,0,73,2255212,1.0,2016-08-05,C. Moritz,87948,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,73
74392,8,11,GerBL2,0,90,2255212,1.0,2016-08-05,D. Halfar,16673,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74393,9,11,GerBL2,0,59,2255212,1.0,2016-08-05,R. Pich,83962,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,59
74394,10,11,GerBL2,0,90,2255212,1.0,2016-08-05,O. Osawe,275338,2016/2017,12594,0,0,Start,Kaiserslautern,973,home,90
74395,11,11,GerBL2,0,90,2255212,1.0,2016-08-05,J. Pollersbeck,276490,2016/2017,12594,0,-1,Unused Sub,Kaiserslautern,973,home,0
74396,12,11,GerBL2,0,90,2255212,1.0,2016-08-05,T. Heubach,54845,2016/2017,12594,0,-1,Unused Sub,Kaiserslautern,973,home,0
74397,13,11,GerBL2,0,90,2255212,1.0,2016-08-05,M. Piossek,54827,2016/2017,12594,0,-1,Unused Sub,Kaiserslautern,973,home,0
74398,14,11,GerBL2,0,90,2255212,1.0,2016-08-05,M. Dittgen,213638,2016/2017,12594,0,74,Sub,Kaiserslautern,973,home,16
