True,index,comp_id,competition,end_added,end_min,fixture_id,fixture_week,kick_off_dt,player,player_id,season,season_id,start_added,start_min,start_status,team,team_id,location,mins_played
108160,0,27,SwiSL,0,90,2243181,1.0,2016-07-23,M. Salvi,154284,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108161,1,27,SwiSL,0,90,2243181,1.0,2016-07-23,F. Sulmoni,37153,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108162,2,27,SwiSL,0,90,2243181,1.0,2016-07-23,V. Golemic,164913,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108163,3,27,SwiSL,0,90,2243181,1.0,2016-07-23,G. Jozinovic,36578,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108164,4,27,SwiSL,0,90,2243181,1.0,2016-07-23,D. Mihajlovic,34885,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108165,5,27,SwiSL,0,88,2243181,1.0,2016-07-23,M. Piccinocchi,235487,2016/2017,12758,0,0,Start,Lugano,2951,home,88
108166,6,27,SwiSL,0,90,2243181,1.0,2016-07-23,J. Sabbatini,173077,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108167,7,27,SwiSL,0,90,2243181,1.0,2016-07-23,D. Mariani,228701,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108168,8,27,SwiSL,0,46,2243181,1.0,2016-07-23,M. Bottani,85626,2016/2017,12758,0,0,Start,Lugano,2951,home,46
108169,9,27,SwiSL,0,90,2243181,1.0,2016-07-23,E. Alioski,198026,2016/2017,12758,0,0,Start,Lugano,2951,home,90
108170,10,27,SwiSL,0,66,2243181,1.0,2016-07-23,O. Mizrachi,278570,2016/2017,12758,0,0,Start,Lugano,2951,home,66
108171,11,27,SwiSL,0,90,2243181,1.0,2016-07-23,F. Russo,93749,2016/2017,12758,0,-1,Unused Sub,Lugano,2951,home,0
108172,12,27,SwiSL,0,90,2243181,1.0,2016-07-23,M. Padalino,18468,2016/2017,12758,0,-1,Unused Sub,Lugano,2951,home,0
108173,13,27,SwiSL,0,90,2243181,1.0,2016-07-23,S. Belometti,350213,2016/2017,12758,0,-1,Unused Sub,Lugano,2951,home,0
108174,14,27,SwiSL,0,90,2243181,1.0,2016-07-23,B. Vecsei,189602,2016/2017,12758,0,88,Sub,Lugano,2951,home,2
108175,15,27,SwiSL,0,90,2243181,1.0,2016-07-23,D. Crnigoj,242810,2016/2017,12758,0,-1,Unused Sub,Lugano,2951,home,0
108176,16,27,SwiSL,0,90,2243181,1.0,2016-07-23,K. Rossi,394889,2016/2017,12758,0,46,Sub,Lugano,2951,home,44
108177,17,27,SwiSL,0,90,2243181,1.0,2016-07-23,A. Ceesay,449626,2016/2017,12758,0,66,Sub,Lugano,2951,home,24
108178,18,27,SwiSL,0,90,2243182,1.0,2016-07-23,D. Lopar,11410,2016/2017,12758,0,0,Start,St. Gallen,2177,home,90
108179,19,27,SwiSL,0,90,2243182,1.0,2016-07-23,K. Schulz,202925,2016/2017,12758,0,0,Start,St. Gallen,2177,home,90
108180,20,27,SwiSL,0,90,2243182,1.0,2016-07-23,M. Angha,154243,2016/2017,12758,0,0,Start,St. Gallen,2177,home,90
108181,21,27,SwiSL,0,90,2243182,1.0,2016-07-23,A. Wiss,12954,2016/2017,12758,0,0,Start,St. Gallen,2177,home,90
