endMinuteExpanded,formationId,formationName,formationNo,formationPositions,formationSlots,jerseyNumbers,period,playerIds,startMinuteExpanded,matchId,awayTeamId,awayTeamName
93,2,442,1,"[{'vertical': 0.0, 'horizontal': 5.0}, {'vertical': 2.5, 'horizontal': 1.0}, {'vertical': 2.5, 'horizontal': 9.0}, {'vertical': 6.0, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 6.5}, {'vertical': 6.0, 'horizontal': 1.0}, {'vertical': 6.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 3.5}, {'vertical': 6.0, 'horizontal': 9.0}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0]","[1, 24, 2, 8, 29, 5, 7, 19, 11, 18, 6, 4, 14, 15, 16, 21, 22, 23]",16,"[3426, 9432, 1207, 4511, 8148, 831, 8166, 2216, 14036, 4, 5641, 5554, 42146, 8484, 27213, 4965, 28746, 1797]",0,318184,24,Aston Villa
