endMinuteExpanded,formationId,formationName,formationNo,formationPositions,formationSlots,jerseyNumbers,period,playerIds,startMinuteExpanded,matchId,homeTeamId,homeTeamName
93,6,4411,1,"[{'vertical': 0.0, 'horizontal': 5.0}, {'vertical': 2.5, 'horizontal': 1.0}, {'vertical': 2.5, 'horizontal': 9.0}, {'vertical': 5.0, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 6.5}, {'vertical': 5.0, 'horizontal': 1.0}, {'vertical': 5.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 5.0}, {'vertical': 6.5, 'horizontal': 5.0}, {'vertical': 5.0, 'horizontal': 9.0}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0]","[1, 4, 3, 13, 18, 5, 16, 6, 25, 11, 23, 8, 10, 12, 20, 26, 27, 33]",16,"[3852, 10212, 1103, 76, 1742, 3165, 824, 5231, 5025, 5095, 16369, 4683, 0, 13070, 4731, 71345, 827, 0]",0,318134,170,Fulham
