endMinuteExpanded,formationId,formationName,formationNo,formationPositions,formationSlots,jerseyNumbers,period,playerIds,startMinuteExpanded,matchId,homeTeamId,homeTeamName
93,5,451,1,"[{'vertical': 0.0, 'horizontal': 5.0}, {'vertical': 2.5, 'horizontal': 1.0}, {'vertical': 2.5, 'horizontal': 9.0}, {'vertical': 6.0, 'horizontal': 3.0}, {'vertical': 2.5, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 6.5}, {'vertical': 6.0, 'horizontal': 1.0}, {'vertical': 6.0, 'horizontal': 7.0}, {'vertical': 9.0, 'horizontal': 5.0}, {'vertical': 6.0, 'horizontal': 5.0}, {'vertical': 6.0, 'horizontal': 9.0}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 3, 13, 18, 26, 16, 20, 25, 11, 29, 4, 9, 10, 17, 19, 27, 34]",16,"[3852, 5231, 1103, 76, 1742, 71345, 824, 4731, 5025, 5095, 561, 10212, 14255, 0, 15623, 9667, 827, 35332]",0,318376,170,Fulham
