endMinuteExpanded,formationId,formationName,formationNo,formationPositions,formationSlots,jerseyNumbers,period,playerIds,startMinuteExpanded,matchId,awayTeamId,awayTeamName
93,2,442,1,"[{'vertical': 0.0, 'horizontal': 5.0}, {'vertical': 2.5, 'horizontal': 1.0}, {'vertical': 2.5, 'horizontal': 9.0}, {'vertical': 6.0, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 6.5}, {'vertical': 6.0, 'horizontal': 1.0}, {'vertical': 6.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 3.5}, {'vertical': 6.0, 'horizontal': 9.0}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 19, 20, 6, 26, 13, 5, 11, 39, 8, 10, 15, 22, 23, 33, 35, 45]",16,"[6775, 15338, 7010, 2351, 6666, 70, 255, 1832, 4384, 527, 48, 487, 1563, 10874, 23736, 10132, 0, 80882]",0,317926,15,Chelsea
