,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jordan Ferri,"€ 30,654","€ 1,594,000","€ 1,601,595",M,26,France,Nimes,Ligue 1,2018-2019
1,Faitout Maouassa,"€ 16,096","€ 837,000","€ 840,988",D,19,France,Nimes,Ligue 1,2018-2019
2,Baptiste Guillaume,"€ 12,154","€ 632,000","€ 635,011",F,23,Belgium,Nimes,Ligue 1,2018-2019
3,Mustapha Diallo,"€ 9,192","€ 478,000","€ 480,278",M,32,Senegal,Nimes,Ligue 1,2018-2019
4,Loïck Landre,"€ 8,058","€ 419,000","€ 420,997",D,26,France,Nimes,Ligue 1,2018-2019
5,Paul Bernardoni,"€ 7,019","€ 365,000","€ 366,739",K,21,France,Nimes,Ligue 1,2018-2019
6,Denis Bouanga,"€ 6,673","€ 347,000","€ 348,653",F,23,Gabon,Nimes,Ligue 1,2018-2019
7,Rachid Alioui,"€ 6,442","€ 335,000","€ 336,596",F,26,Morocco,Nimes,Ligue 1,2018-2019
8,Theo Valls,"€ 5,865","€ 305,000","€ 306,453",M,22,France,Nimes,Ligue 1,2018-2019
9,Téji Savanier,"€ 5,750","€ 299,000","€ 300,425",M,26,France,Nimes,Ligue 1,2018-2019
10,Umut Bozok,"€ 5,750","€ 299,000","€ 300,425",F,21,Turkey,Nimes,Ligue 1,2018-2019
11,Pierrick Valdivia,"€ 5,288","€ 275,000","€ 276,310",M,30,France,Nimes,Ligue 1,2018-2019
12,Anthony Briancon,"€ 5,058","€ 263,000","€ 264,253",D,23,France,Nimes,Ligue 1,2018-2019
13,Florian Miguel,"€ 5,058","€ 263,000","€ 264,253",D,21,France,Nimes,Ligue 1,2018-2019
14,Renaud Ripart,"€ 4,865","€ 253,000","€ 254,206",M,25,France,Nimes,Ligue 1,2018-2019
15,Martin Sourzac,"€ 4,519","€ 235,000","€ 236,120",K,26,France,Nimes,Ligue 1,2018-2019
16,Sofiane Alakouch,"€ 4,192","€ 218,000","€ 219,039",D,19,France,Nimes,Ligue 1,2018-2019
17,Féthi Harek,"€ 3,904","€ 203,000","€ 203,967",D,35,Algeria,Nimes,Ligue 1,2018-2019
18,Panagiotis Vlachodimos,"€ 3,904","€ 203,000","€ 203,967",M,26,Greece,Nimes,Ligue 1,2018-2019
19,Sada Thioub,"€ 3,442","€ 179,000","€ 179,853",M,23,Senegal,Nimes,Ligue 1,2018-2019
20,Baptiste Valette,"€ 2,750","€ 143,000","€ 143,681",K,25,France,Nimes,Ligue 1,2018-2019
21,Gaëtan Paquiez,"€ 2,519","€ 131,000","€ 131,624",D,24,France,Nimes,Ligue 1,2018-2019
22,Antonin Bobichon,"€ 2,288","€ 119,000","€ 119,567",M,22,France,Nimes,Ligue 1,2018-2019
23,Sami Ben Amar,"€ 2,231","€ 116,000","€ 116,553",F,20,Morocco,Nimes,Ligue 1,2018-2019
24,Clément Depres,"€ 2,077","€ 108,000","€ 108,515",F,23,France,Nimes,Ligue 1,2018-2019
25,Hervé Lybohy,"€ 2,077","€ 108,000","€ 108,515",D,34,Cote d'Ivoire,Nimes,Ligue 1,2018-2019
26,Abdel Malik Hsissane,"€ 1,788","€ 93,000","€ 93,443",M,27,Morocco,Nimes,Ligue 1,2018-2019
27,Théo Sainte-Luce,"€ 1,000","€ 52,000","€ 52,248",D,19,France,Nimes,Ligue 1,2018-2019
28,Lucas Buades,€ 654,"€ 34,000","€ 34,162",D,20,France,Nimes,Ligue 1,2018-2019
29,Lucas Dias,€ 0,€ 0,€ 0,K,19,France,Nimes,Ligue 1,2018-2019
30,Kévin Denkey,€ 0,€ 0,€ 0,F,17,Togo,Nimes,Ligue 1,2018-2019
