,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Yann Karamoh,"€ 35,577","€ 1,850,000","€ 1,858,815",F,19,France,Bordeaux,Ligue 1,2018-2019
1,Nicolas de Préville,"€ 27,596","€ 1,435,000","€ 1,441,838",F,27,France,Bordeaux,Ligue 1,2018-2019
2,Benoît Costil,"€ 27,596","€ 1,435,000","€ 1,441,838",K,30,France,Bordeaux,Ligue 1,2018-2019
3,Andreas Cornelius,"€ 24,904","€ 1,295,000","€ 1,301,171",F,25,Denmark,Bordeaux,Ligue 1,2018-2019
4,François Kamano,"€ 23,058","€ 1,199,000","€ 1,204,713",F,22,Guinea,Bordeaux,Ligue 1,2018-2019
5,Gaëtan Laborde,"€ 20,692","€ 1,076,000","€ 1,081,127",F,24,France,Bordeaux,Ligue 1,2018-2019
6,Otávio,"€ 18,596","€ 967,000","€ 971,608",M,24,Brazil,Bordeaux,Ligue 1,2018-2019
7,Younousse Sankharé,"€ 18,404","€ 957,000","€ 961,560",M,28,Senegal,Bordeaux,Ligue 1,2018-2019
8,Jimmy Briand,"€ 18,404","€ 957,000","€ 961,560",F,32,France,Bordeaux,Ligue 1,2018-2019
9,Paul Baysse,"€ 17,250","€ 897,000","€ 901,274",D,30,France,Bordeaux,Ligue 1,2018-2019
10,Jaroslav Plasil,"€ 17,250","€ 897,000","€ 901,274",M,36,Czech Republic,Bordeaux,Ligue 1,2018-2019
11,Alexandre Mendy,"€ 16,827","€ 875,000","€ 879,169",F,24,France,Bordeaux,Ligue 1,2018-2019
12,Pablo,"€ 13,808","€ 718,000","€ 721,421",D,27,Brazil,Bordeaux,Ligue 1,2018-2019
13,Youssouf Sabaly,"€ 12,635","€ 657,000","€ 660,131",D,25,Senegal,Bordeaux,Ligue 1,2018-2019
14,Lukas Lerager,"€ 12,500","€ 650,000","€ 653,097",M,24,Denmark,Bordeaux,Ligue 1,2018-2019
15,Samuel Kalu,"€ 12,500","€ 650,000","€ 653,097",F,20,Nigeria,Bordeaux,Ligue 1,2018-2019
16,Théo Pellenard,"€ 10,385","€ 540,000","€ 542,573",D,24,France,Bordeaux,Ligue 1,2018-2019
17,Jules Koundé,"€ 9,673","€ 503,000","€ 505,397",D,19,France,Bordeaux,Ligue 1,2018-2019
18,Igor Lewczuk,"€ 9,558","€ 497,000","€ 499,368",D,33,Poland,Bordeaux,Ligue 1,2018-2019
19,Zaydou Youssouf,"€ 9,135","€ 475,000","€ 477,263",F,18,France,Bordeaux,Ligue 1,2018-2019
20,Maxime Poundjé,"€ 8,058","€ 419,000","€ 420,997",D,25,France,Bordeaux,Ligue 1,2018-2019
21,Milan Gajic,"€ 8,058","€ 419,000","€ 420,997",D,22,Serbia,Bordeaux,Ligue 1,2018-2019
22,Josh Maja,"€ 7,596","€ 395,000","€ 396,882",F,19,England,Bordeaux,Ligue 1,2018-2019
23,Paul Bernardoni,"€ 7,019","€ 365,000","€ 366,739",K,21,France,Bordeaux,Ligue 1,2018-2019
24,Vukasin Jovanovic,"€ 7,000","€ 364,000","€ 365,734",D,22,Serbia,Bordeaux,Ligue 1,2018-2019
25,Jérôme Prior,"€ 6,827","€ 355,000","€ 356,692",K,22,France,Bordeaux,Ligue 1,2018-2019
26,Toma Basic,"€ 5,769","€ 300,000","€ 301,429",M,21,Croatia,Bordeaux,Ligue 1,2018-2019
27,Aurélien Tchouaméni,"€ 5,750","€ 299,000","€ 300,425",M,18,France,Bordeaux,Ligue 1,2018-2019
28,Yacine Adli,"€ 4,808","€ 250,000","€ 251,191",M,17,France,Bordeaux,Ligue 1,2018-2019
29,Gaëtan Poussin,"€ 4,231","€ 220,000","€ 221,048",K,19,France,Bordeaux,Ligue 1,2018-2019
30,Sergi Palencia,"€ 4,038","€ 210,000","€ 211,001",D,22,Spain,Bordeaux,Ligue 1,2018-2019
31,Driss Trichard,"€ 3,058","€ 159,000","€ 159,758",D,23,France,Bordeaux,Ligue 1,2018-2019
32,Yassine Benrahou,"€ 2,308","€ 120,000","€ 120,572",M,19,Morocco,Bordeaux,Ligue 1,2018-2019
33,Alexandre Lauray,"€ 2,096","€ 109,000","€ 109,519",D,21,France,Bordeaux,Ligue 1,2018-2019
34,Over Mandanda,"€ 1,846","€ 96,000","€ 96,457",K,19,France,Bordeaux,Ligue 1,2018-2019
35,Till Cissokho,"€ 1,308","€ 68,000","€ 68,324",D,18,France,Bordeaux,Ligue 1,2018-2019
36,Thomas Carrique,"€ 1,192","€ 62,000","€ 62,295",D,19,France,Bordeaux,Ligue 1,2018-2019
37,Valentín Vada,"€ 1,135","€ 59,000","€ 59,281",M,22,Argentina,Bordeaux,Ligue 1,2018-2019
38,Albert Lottin,"€ 1,096","€ 57,000","€ 57,272",M,16,France,Bordeaux,Ligue 1,2018-2019
39,Daniel Mancini,€ 0,€ 0,€ 0,M,21,Argentina,Bordeaux,Ligue 1,2018-2019
40,Aaron Boupendza,€ 0,€ 0,€ 0,F,21,Gabon,Bordeaux,Ligue 1,2018-2019
41,Jonathan Cafú,€ 0,€ 0,€ 0,F,26,Brazil,Bordeaux,Ligue 1,2018-2019
42,Raoul Bellanova,€ 0,€ 0,€ 0,D,18,Italy,Bordeaux,Ligue 1,2018-2019
