,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Naïm Sliti,"€ 19,192","€ 998,000","€ 1,002,755",F,25,Tunisia,Dijon,Ligue 1,2018-2019
1,Chang-hun Kwon,"€ 15,769","€ 820,000","€ 823,907",F,24,South Korea,Dijon,Ligue 1,2018-2019
2,Romain Amalfitano,"€ 15,423","€ 802,000","€ 805,822",M,28,France,Dijon,Ligue 1,2018-2019
3,Jordan Marié,"€ 12,904","€ 671,000","€ 674,197",M,26,France,Dijon,Ligue 1,2018-2019
4,Laurent Ciman,"€ 12,500","€ 650,000","€ 653,097",D,32,Belgium,Dijon,Ligue 1,2018-2019
5,Valentin Rosier,"€ 11,423","€ 594,000","€ 596,830",D,21,France,Dijon,Ligue 1,2018-2019
6,Oussama Haddadi,"€ 11,038","€ 574,000","€ 576,735",D,26,Tunisia,Dijon,Ligue 1,2018-2019
7,Mickaël Alphonse,"€ 10,346","€ 538,000","€ 540,564",D,28,Guadeloupe,Dijon,Ligue 1,2018-2019
8,Yoann Gourcuff,"€ 10,346","€ 538,000","€ 540,564",M,31,France,Dijon,Ligue 1,2018-2019
9,Florent Balmont,"€ 10,346","€ 538,000","€ 540,564",M,38,France,Dijon,Ligue 1,2018-2019
10,Fouad Chafik,"€ 9,769","€ 508,000","€ 510,421",D,31,Morocco,Dijon,Ligue 1,2018-2019
11,Sory Kaba,"€ 9,519","€ 495,000","€ 497,359",F,22,Guinea,Dijon,Ligue 1,2018-2019
12,Mehdi Abeid,"€ 9,192","€ 478,000","€ 480,278",M,25,Algeria,Dijon,Ligue 1,2018-2019
13,Benjamin Jeannot,"€ 9,192","€ 478,000","€ 480,278",F,26,France,Dijon,Ligue 1,2018-2019
14,Wesley Lautoa,"€ 9,192","€ 478,000","€ 480,278",D,30,France,Dijon,Ligue 1,2018-2019
15,Cédric Yambéré,"€ 8,058","€ 419,000","€ 420,997",D,27,Central African Republic,Dijon,Ligue 1,2018-2019
16,Wesley Saïd,"€ 6,904","€ 359,000","€ 360,711",F,23,France,Dijon,Ligue 1,2018-2019
17,Julio Tavarès,"€ 6,904","€ 359,000","€ 360,711",F,29,Cape Verde,Dijon,Ligue 1,2018-2019
18,Rúnar Alex Rúnarsson,"€ 6,904","€ 359,000","€ 360,711",K,23,Iceland,Dijon,Ligue 1,2018-2019
19,Nayef Aguerd,"€ 6,904","€ 359,000","€ 360,711",D,22,Morocco,Dijon,Ligue 1,2018-2019
20,Arnold Bouka Moutou,"€ 6,327","€ 329,000","€ 330,568",D,29,Congo,Dijon,Ligue 1,2018-2019
21,Frédéric Sammaritano,"€ 5,673","€ 295,000","€ 296,406",M,32,France,Dijon,Ligue 1,2018-2019
22,Enzo Loiodice,"€ 3,308","€ 172,000","€ 172,820",M,17,France,Dijon,Ligue 1,2018-2019
23,Bobby Allain,"€ 2,923","€ 152,000","€ 152,724",K,26,France,Dijon,Ligue 1,2018-2019
24,Jules Keita,"€ 2,365","€ 123,000","€ 123,586",F,19,Guinea,Dijon,Ligue 1,2018-2019
25,Senou Coulibaly,"€ 2,096","€ 109,000","€ 109,519",D,23,France,Dijon,Ligue 1,2018-2019
26,Sory Doumbouya,"€ 1,481","€ 77,000","€ 77,367",F,19,France,Dijon,Ligue 1,2018-2019
27,Théo Barbet,€ 942,"€ 49,000","€ 49,233",D,17,France,Dijon,Ligue 1,2018-2019
28,Lévi Ntumba,€ 846,"€ 44,000","€ 44,210",K,17,France,Dijon,Ligue 1,2018-2019
29,Théo Godard,€ 96,"€ 5,000","€ 5,024",M,17,France,Dijon,Ligue 1,2018-2019
30,Eden Massouema,€ 0,€ 0,€ 0,M,21,Congo,Dijon,Ligue 1,2018-2019
31,Alexandre Tégar,€ 0,€ 0,€ 0,D,17,France,Dijon,Ligue 1,2018-2019
