,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Vincenzo Grifo,,"€ 18,269","€ 950,000",LW,28,,"Jun 30, 2022",1-yr,"€ 950,000",Freiburg,Bundesliga,2021-2022
1,Nicolas Höfler,,"€ 17,308","€ 900,000",DM,31,,"Jun 30, 2022",1-yr,"€ 900,000",Freiburg,Bundesliga,2021-2022
2,Dominique Heintz,,"€ 16,154","€ 840,000",CB,28,,"Jun 30, 2022",1-yr,"€ 840,000",Freiburg,Bundesliga,2021-2022
3,Jonathan Schmid,,"€ 15,577","€ 810,000",RB,31,,"Jun 30, 2022",1-yr,"€ 810,000",Freiburg,Bundesliga,2021-2022
4,Christian Günter,,"€ 15,577","€ 810,000",LB,28,,"Jun 30, 2022",1-yr,"€ 810,000",Freiburg,Bundesliga,2021-2022
5,Nils Petersen,,"€ 14,423","€ 750,000",CF,32,,"Jun 30, 2022",1-yr,"€ 750,000",Freiburg,Bundesliga,2021-2022
6,Janik Haberer,,"€ 14,231","€ 740,000",CM,27,,"Jun 30, 2022",1-yr,"€ 740,000",Freiburg,Bundesliga,2021-2022
7,Philipp Lienhart,,"€ 13,077","€ 680,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 2,040,000",Freiburg,Bundesliga,2021-2022
8,Roland Sallai,,"€ 10,769","€ 560,000",RW,24,,"Jun 30, 2022",1-yr,"€ 560,000",Freiburg,Bundesliga,2021-2022
9,Manuel Gulde,,"€ 9,423","€ 490,000",CB,30,,"Jun 30, 2022",1-yr,"€ 490,000",Freiburg,Bundesliga,2021-2022
10,Lucas Höler,,"€ 8,269","€ 430,000",CF,27,,"Jun 30, 2022",1-yr,"€ 430,000",Freiburg,Bundesliga,2021-2022
11,Woo-yeong Jeong,,"€ 7,500","€ 390,000",RW,21,,"Jun 30, 2023",2-yrs,"€ 780,000",Freiburg,Bundesliga,2021-2022
12,Benjamin Uphoff,,"€ 7,308","€ 380,000",GK,28,,"Jun 30, 2022",1-yr,"€ 380,000",Freiburg,Bundesliga,2021-2022
13,Ermedin Demirovic,,"€ 7,115","€ 370,000",CF,23,,"Jun 30, 2024",3-yrs,"€ 1,110,000",Freiburg,Bundesliga,2021-2022
14,Mark Flekken,,"€ 6,731","€ 350,000",GK,28,,"Jun 30, 2022",1-yr,"€ 350,000",Freiburg,Bundesliga,2021-2022
15,Nico Schlotterbeck,,"€ 5,000","€ 260,000",CB,21,,"Jun 30, 2023",2-yrs,"€ 520,000",Freiburg,Bundesliga,2021-2022
16,Lukas Kübler,,"€ 4,808","€ 250,000",RB,29,,"Jun 30, 2022",1-yr,"€ 250,000",Freiburg,Bundesliga,2021-2022
17,Yannik Keitel,,"€ 1,346","€ 70,000",DM,21,,"Jun 30, 2024",3-yrs,"€ 210,000",Freiburg,Bundesliga,2021-2022
18,Keven Schlotterbeck,,"€ 1,154","€ 60,000",CB,24,,"Jun 30, 2022",1-yr,"€ 60,000",Freiburg,Bundesliga,2021-2022
19,Kimberly Ezekwem,,€ 0,€ 0,CB,20,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
20,Kiliann Sildillia,,€ 0,€ 0,CB,19,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
21,Kevin Schade,,€ 0,€ 0,RW,19,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
22,Noah Weißhaupt,,€ 0,€ 0,LM,19,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
23,Nishan Burkart,,€ 0,€ 0,CF,21,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
24,Noah Atubolu,,€ 0,€ 0,GK,19,,"Jun 30, 2022",1-yr,€ 0,Freiburg,Bundesliga,2021-2022
25,Maximilian Eggestein,,€ 0,€ 0,CM,24,,"Jun 30, 2025",4-yrs,€ 0,Freiburg,Bundesliga,2021-2022
