,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Krzysztof Piatek,,"€ 51,923","€ 2,700,000",CF,26,,"Jun 30, 2025",4-yrs,"€ 10,800,000",Hertha Berlin,Bundesliga,2021-2022
1,Lucas Tousart,,"€ 50,000","€ 2,600,000",DM,24,,"Jun 30, 2025",4-yrs,"€ 10,400,000",Hertha Berlin,Bundesliga,2021-2022
2,Vladimir Darida,,"€ 46,154","€ 2,400,000",CM,31,,"Jun 30, 2023",2-yrs,"€ 4,800,000",Hertha Berlin,Bundesliga,2021-2022
3,Dedryck Boyata,,"€ 46,154","€ 2,400,000",CB,30,,"Jun 30, 2024",3-yrs,"€ 7,200,000",Hertha Berlin,Bundesliga,2021-2022
4,Rune Jarstein,,"€ 40,000","€ 2,080,000",GK,36,,"Jun 30, 2023",2-yrs,"€ 4,160,000",Hertha Berlin,Bundesliga,2021-2022
5,Santiago Ascacíbar,,"€ 30,769","€ 1,600,000",DM,24,,"Jun 30, 2024",3-yrs,"€ 4,800,000",Hertha Berlin,Bundesliga,2021-2022
6,Marvin Plattenhardt,,"€ 28,846","€ 1,500,000",LB,29,,"Jun 30, 2023",2-yrs,"€ 3,000,000",Hertha Berlin,Bundesliga,2021-2022
7,Davie Selke,,"€ 26,923","€ 1,400,000",CF,26,,"Jun 30, 2023",2-yrs,"€ 2,800,000",Hertha Berlin,Bundesliga,2021-2022
8,Niklas Stark,,"€ 23,077","€ 1,200,000",CB,26,,"Jun 30, 2022",1-yr,"€ 1,200,000",Hertha Berlin,Bundesliga,2021-2022
9,Maximilian Mittelstädt,,"€ 19,038","€ 990,000",LB,24,,"Jun 30, 2023",2-yrs,"€ 1,980,000",Hertha Berlin,Bundesliga,2021-2022
10,Alexander Schwolow,,"€ 16,923","€ 880,000",GK,29,,"Jun 30, 2025",4-yrs,"€ 3,520,000",Hertha Berlin,Bundesliga,2021-2022
11,Jordan Torunarigha,,"€ 14,808","€ 770,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 1,540,000",Hertha Berlin,Bundesliga,2021-2022
12,Peter Pekarik,,"€ 14,231","€ 740,000",RB,34,,"Jun 30, 2022",1-yr,"€ 740,000",Hertha Berlin,Bundesliga,2021-2022
13,Lukas Klünter,,"€ 14,038","€ 730,000",RB,25,,"Jun 30, 2022",1-yr,"€ 730,000",Hertha Berlin,Bundesliga,2021-2022
14,Deyovaisio Zeefuik,,"€ 11,538","€ 600,000",RB,23,,"Jun 30, 2022",1-yr,"€ 600,000",Hertha Berlin,Bundesliga,2021-2022
15,Nils Körber,,"€ 1,538","€ 80,000",GK,24,,"Jun 30, 2022",1-yr,"€ 80,000",Hertha Berlin,Bundesliga,2021-2022
16,Márton Dárdai,,"€ 1,346","€ 70,000",CB,19,,"Jun 30, 2025",4-yrs,"€ 280,000",Hertha Berlin,Bundesliga,2021-2022
17,Ishak Belfodil,,€ 0,€ 0,CF,29,,"Jun 30, 2022",1-yr,€ 0,Hertha Berlin,Bundesliga,2021-2022
18,Ruwen Werthmüller,,€ 0,€ 0,CF,20,,"Jun 30, 2022",1-yr,€ 0,Hertha Berlin,Bundesliga,2021-2022
19,Stevan Jovetic,,€ 0,€ 0,CF,31,,"Jun 30, 2023",2-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
20,Suat Serdar,,€ 0,€ 0,CM,24,,"Jun 30, 2026",5-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
21,Kevin-Prince Boateng,,€ 0,€ 0,AM,34,,"Jun 30, 2022",1-yr,€ 0,Hertha Berlin,Bundesliga,2021-2022
22,Dennis Jastrzembski,,€ 0,€ 0,LW,21,,"Jun 30, 2022",1-yr,€ 0,Hertha Berlin,Bundesliga,2021-2022
23,Marco Richter,,€ 0,€ 0,RW,23,,"Jun 30, 2025",4-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
24,Jurgen Ekkelenkamp,,€ 0,€ 0,CM,21,,"Jun 30, 2025",4-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
25,Myziane Maolida,,€ 0,€ 0,LW,22,,"Jun 30, 2025",4-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
26,Jonas Michelbrink,,€ 0,€ 0,CM,20,,"Jun 30, 2022",1-yr,€ 0,Hertha Berlin,Bundesliga,2021-2022
27,Oliver Christensen,,€ 0,€ 0,GK,22,,"Jun 30, 2026",5-yrs,€ 0,Hertha Berlin,Bundesliga,2021-2022
