,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Robin Knoche,,"€ 28,846","€ 1,500,000",CB,29,,"Jun 30, 2022",1-yr,"€ 1,500,000",Union Berlin,Bundesliga,2021-2022
1,Timo Baumgartl,,"€ 28,269","€ 1,470,000",CB,25,,"Jun 30, 2022",1-yr,"€ 1,470,000",Union Berlin,Bundesliga,2021-2022
2,Max Kruse,,"€ 21,154","€ 1,100,000",SS,33,,"Jun 30, 2022",1-yr,"€ 1,100,000",Union Berlin,Bundesliga,2021-2022
3,Grischa Prömel,,"€ 16,923","€ 880,000",CM,26,,"Jun 30, 2022",1-yr,"€ 880,000",Union Berlin,Bundesliga,2021-2022
4,Christopher Trimmel,,"€ 13,077","€ 680,000",RB,34,,"Jun 30, 2022",1-yr,"€ 680,000",Union Berlin,Bundesliga,2021-2022
5,Anthony Ujah,,"€ 11,923","€ 620,000",CF,30,,"Jun 30, 2022",1-yr,"€ 620,000",Union Berlin,Bundesliga,2021-2022
6,Niko Gießelmann,,"€ 11,538","€ 600,000",LB,29,,"Jun 30, 2022",1-yr,"€ 600,000",Union Berlin,Bundesliga,2021-2022
7,Marvin Friedrich,,"€ 10,962","€ 570,000",CB,25,,"Jun 30, 2022",1-yr,"€ 570,000",Union Berlin,Bundesliga,2021-2022
8,Julian Ryerson,,"€ 10,385","€ 540,000",RB,23,,"Jun 30, 2023",2-yrs,"€ 1,080,000",Union Berlin,Bundesliga,2021-2022
9,Sheraldo Becker,,"€ 10,000","€ 520,000",RW,26,,"Jun 30, 2023",2-yrs,"€ 1,040,000",Union Berlin,Bundesliga,2021-2022
10,Cedric Teuchert,,"€ 9,808","€ 510,000",CF,24,,"Jun 30, 2023",2-yrs,"€ 1,020,000",Union Berlin,Bundesliga,2021-2022
11,Suleiman Abdullahi,,"€ 9,231","€ 480,000",CF,24,,"Jun 30, 2022",1-yr,"€ 480,000",Union Berlin,Bundesliga,2021-2022
12,Jakob Busk,,"€ 8,077","€ 420,000",GK,27,,"Jun 30, 2022",1-yr,"€ 420,000",Union Berlin,Bundesliga,2021-2022
13,Andreas Luthe,,"€ 7,308","€ 380,000",GK,34,,"Jun 30, 2022",1-yr,"€ 380,000",Union Berlin,Bundesliga,2021-2022
14,Keita Endo,,"€ 3,462","€ 180,000",LW,23,,"Jun 30, 2022",1-yr,"€ 180,000",Union Berlin,Bundesliga,2021-2022
15,Taiwo Awoniyi,,€ 0,€ 0,CF,24,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
16,Tymoteusz Puchacz,,€ 0,€ 0,LB,22,,"Jun 30, 2025",4-yrs,€ 0,Union Berlin,Bundesliga,2021-2022
17,Andreas Voglsammer,,€ 0,€ 0,CF,29,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
18,Bastian Oczipka,,€ 0,€ 0,LB,32,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
19,Fabio Schneider,,€ 0,€ 0,CM,19,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
20,Frederik Rönnow,,€ 0,€ 0,GK,29,,"Jun 30, 2024",3-yrs,€ 0,Union Berlin,Bundesliga,2021-2022
21,Genki Haraguchi,,€ 0,€ 0,AM,30,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
22,Kevin Behrens,,€ 0,€ 0,CF,30,,"Jun 30, 2023",2-yrs,€ 0,Union Berlin,Bundesliga,2021-2022
23,Kevin Möhwald,,€ 0,€ 0,CM,28,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
24,Laurenz Dehl,,€ 0,€ 0,AM,19,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
25,Levin Öztunali,,€ 0,€ 0,CM,25,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
26,Mathis Bruns,,€ 0,€ 0,CB,17,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
27,Paul Jaeckel,,€ 0,€ 0,CB,23,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
28,Pawel Wszolek,,€ 0,€ 0,RW,29,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
29,Rani Khedira,,€ 0,€ 0,DM,27,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
30,Rick van Drongelen,,€ 0,€ 0,CB,22,,"Jun 30, 2022",1-yr,€ 0,Union Berlin,Bundesliga,2021-2022
