,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Aarón Martín,,"€ 38,462","€ 2,000,000",LB,24,,"Jun 30, 2023",2-yrs,"€ 4,000,000",Mainz,Bundesliga,2021-2022
1,Stefan Bell,,"€ 34,615","€ 1,800,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 3,600,000",Mainz,Bundesliga,2021-2022
2,Ádám Szalai,,"€ 23,077","€ 1,200,000",CF,33,,"Jun 30, 2022",1-yr,"€ 1,200,000",Mainz,Bundesliga,2021-2022
3,Dominik Kohr,,"€ 22,885","€ 1,190,000",CM,27,,"Jun 30, 2022",1-yr,"€ 1,190,000",Mainz,Bundesliga,2021-2022
4,Jeremiah St. Juste,,"€ 18,462","€ 960,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 1,920,000",Mainz,Bundesliga,2021-2022
5,Daniel Brosinski,,"€ 14,808","€ 770,000",RB,33,,"Jun 30, 2022",1-yr,"€ 770,000",Mainz,Bundesliga,2021-2022
6,Moussa Niakhaté,,"€ 14,615","€ 760,000",CB,25,,"Jun 30, 2023",2-yrs,"€ 1,520,000",Mainz,Bundesliga,2021-2022
7,Jean-Paul Boëtius,,"€ 12,885","€ 670,000",AM,27,,"Jun 30, 2022",1-yr,"€ 670,000",Mainz,Bundesliga,2021-2022
8,Kevin Stöger,,"€ 12,692","€ 660,000",AM,28,,"Jun 30, 2022",1-yr,"€ 660,000",Mainz,Bundesliga,2021-2022
9,Karim Onisiwo,,"€ 11,346","€ 590,000",CF,29,,"Jun 30, 2024",3-yrs,"€ 1,770,000",Mainz,Bundesliga,2021-2022
10,Alexander Hack,,"€ 10,577","€ 550,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 1,650,000",Mainz,Bundesliga,2021-2022
11,Robin Zentner,,"€ 10,000","€ 520,000",GK,26,,"Jun 30, 2023",2-yrs,"€ 1,040,000",Mainz,Bundesliga,2021-2022
12,Jonathan Burkardt,,"€ 3,654","€ 190,000",CF,21,,"Jun 30, 2024",3-yrs,"€ 570,000",Mainz,Bundesliga,2021-2022
13,Leandro Barreiro Martins,,"€ 2,500","€ 130,000",CM,21,,"Jun 30, 2024",3-yrs,"€ 390,000",Mainz,Bundesliga,2021-2022
14,Marius Liesegang,,"€ 1,538","€ 80,000",GK,21,,"Jun 30, 2022",1-yr,"€ 80,000",Mainz,Bundesliga,2021-2022
15,Omer Hanin,,"€ 1,346","€ 70,000",GK,23,,"Jun 30, 2023",2-yrs,"€ 140,000",Mainz,Bundesliga,2021-2022
16,Finn Dahmen,,"€ 1,346","€ 70,000",GK,23,,"Jun 30, 2023",2-yrs,"€ 140,000",Mainz,Bundesliga,2021-2022
17,Merveille Papela,,€ 962,"€ 50,000",CM,20,,"Jun 30, 2023",2-yrs,"€ 100,000",Mainz,Bundesliga,2021-2022
18,Niklas Tauer,,€ 769,"€ 40,000",DM,20,,"Jun 30, 2023",2-yrs,"€ 80,000",Mainz,Bundesliga,2021-2022
19,Paul Nebel,,€ 769,"€ 40,000",RW,18,,"Jun 30, 2024",3-yrs,"€ 120,000",Mainz,Bundesliga,2021-2022
20,Anderson Lucoqui,,€ 0,€ 0,LB,24,,"Jun 30, 2024",3-yrs,€ 0,Mainz,Bundesliga,2021-2022
21,David Nemeth,,€ 0,€ 0,CB,20,,"Jun 30, 2024",3-yrs,€ 0,Mainz,Bundesliga,2021-2022
22,Lasse Rieß,,€ 0,€ 0,GK,20,,"Jun 30, 2022",1-yr,€ 0,Mainz,Bundesliga,2021-2022
23,Marcus Ingvartsen,,€ 0,€ 0,CF,25,,"Jun 30, 2022",1-yr,€ 0,Mainz,Bundesliga,2021-2022
24,Anton Stach,,€ 0,€ 0,DM,22,,"Jun 30, 2024",3-yrs,€ 0,Mainz,Bundesliga,2021-2022
25,Silvan Widmer,,€ 0,€ 0,RB,28,,"Jun 30, 2024",3-yrs,€ 0,Mainz,Bundesliga,2021-2022
26,Jae-sung Lee,,€ 0,€ 0,AM,29,,"Jun 30, 2024",3-yrs,€ 0,Mainz,Bundesliga,2021-2022
