,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Jonas Hector,,"€ 63,462","€ 3,300,000",LB,31,,"Jun 30, 2023",2-yrs,"€ 6,600,000",Koln,Bundesliga,2021-2022
1,Kingsley Schindler,,"€ 49,423","€ 2,570,000",RW,28,,"Jun 30, 2023",2-yrs,"€ 5,140,000",Koln,Bundesliga,2021-2022
2,Timo Horn,,"€ 48,077","€ 2,500,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 5,000,000",Koln,Bundesliga,2021-2022
3,Jorge Meré,,"€ 45,769","€ 2,380,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 4,760,000",Koln,Bundesliga,2021-2022
4,Ellyes Skhiri,,"€ 32,692","€ 1,700,000",DM,26,,"Jun 30, 2023",2-yrs,"€ 3,400,000",Koln,Bundesliga,2021-2022
5,Florian Kainz,,"€ 23,077","€ 1,200,000",LW,28,,"Jun 30, 2022",1-yr,"€ 1,200,000",Koln,Bundesliga,2021-2022
6,Ondrej Duda,,"€ 21,154","€ 1,100,000",AM,26,,"Jun 30, 2024",3-yrs,"€ 3,300,000",Koln,Bundesliga,2021-2022
7,Jannes Horn,,"€ 18,654","€ 970,000",LB,24,,"Jun 30, 2022",1-yr,"€ 970,000",Koln,Bundesliga,2021-2022
8,Kingsley Ehizibue,,"€ 18,462","€ 960,000",RB,26,,"Jun 30, 2023",2-yrs,"€ 1,920,000",Koln,Bundesliga,2021-2022
9,Sebastian Andersson,,"€ 17,115","€ 890,000",CF,30,,"Jun 30, 2023",2-yrs,"€ 1,780,000",Koln,Bundesliga,2021-2022
10,Rafael Czichos,,"€ 14,038","€ 730,000",CB,31,,"Jun 30, 2022",1-yr,"€ 730,000",Koln,Bundesliga,2021-2022
11,Salih Özcan,,"€ 14,038","€ 730,000",CM,23,,"Jun 30, 2023",2-yrs,"€ 1,460,000",Koln,Bundesliga,2021-2022
12,Benno Schmitz,,"€ 11,154","€ 580,000",RB,26,,"Jun 30, 2022",1-yr,"€ 580,000",Koln,Bundesliga,2021-2022
13,Niklas Hauptmann,,"€ 10,385","€ 540,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 1,080,000",Koln,Bundesliga,2021-2022
14,Jan Thielmann,,"€ 2,500","€ 130,000",RW,19,,"Jun 30, 2024",3-yrs,"€ 390,000",Koln,Bundesliga,2021-2022
15,Noah Katterbach,,"€ 1,923","€ 100,000",LB,20,,"Jun 30, 2024",3-yrs,"€ 300,000",Koln,Bundesliga,2021-2022
16,Sava-Arangel Cestic,,"€ 1,154","€ 60,000",CB,20,,"Jun 30, 2024",3-yrs,"€ 180,000",Koln,Bundesliga,2021-2022
17,Tim Lemperle,,€ 769,"€ 40,000",RW,19,,"Jun 30, 2023",2-yrs,"€ 80,000",Koln,Bundesliga,2021-2022
18,Marvin Obuz,,€ 577,"€ 30,000",LW,19,,"Jun 30, 2024",3-yrs,"€ 90,000",Koln,Bundesliga,2021-2022
19,Jens Castrop,,€ 577,"€ 30,000",AM,18,,"Jun 30, 2023",2-yrs,"€ 60,000",Koln,Bundesliga,2021-2022
20,Tomas Ostrak,,€ 0,€ 0,AM,21,,"Jun 30, 2022",1-yr,€ 0,Koln,Bundesliga,2021-2022
21,Dejan Ljubicic,,€ 0,€ 0,CM,23,,"Jun 30, 2025",4-yrs,€ 0,Koln,Bundesliga,2021-2022
22,Jonas Urbig,,€ 0,€ 0,GK,18,,"Jun 30, 2024",3-yrs,€ 0,Koln,Bundesliga,2021-2022
23,Louis Schaub,,€ 0,€ 0,AM,26,,"Jun 30, 2022",1-yr,€ 0,Koln,Bundesliga,2021-2022
24,Luca Kilian,,€ 0,€ 0,CB,22,,"Jun 30, 2022",1-yr,€ 0,Koln,Bundesliga,2021-2022
25,Mark Uth,,€ 0,€ 0,SS,30,,"Jun 30, 2023",2-yrs,€ 0,Koln,Bundesliga,2021-2022
26,Marvin Schwäbe,,€ 0,€ 0,GK,26,,"Jun 30, 2024",3-yrs,€ 0,Koln,Bundesliga,2021-2022
27,Matthias Köbbing,,€ 0,€ 0,GK,24,,"Jun 30, 2022",1-yr,€ 0,Koln,Bundesliga,2021-2022
28,Timo Hübers,,€ 0,€ 0,CB,25,,"Jun 30, 2023",2-yrs,€ 0,Koln,Bundesliga,2021-2022
29,Anthony Modeste,,€ 0,€ 0,CF,33,,"Jun 30, 2023",2-yrs,€ 0,Koln,Bundesliga,2021-2022
