player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season
448344,óscar melendo,23,8,1997,Barcelona,Spain,1997-08-23,attack - Right Winger,167,left,Spain,,ES1,2017
44065,esteban granero,2,7,1987,Madrid,Spain,1987-07-02,midfield - Central Midfield,180,right,Spain,,ES1,2017
148666,naldo,25,8,1988,Santo André,Brazil,1988-08-25,Defender - Centre-Back,188,right,,Italy,ES1,2017
175323,óscar duarte,3,6,1989,Catarina,Nicaragua,1989-06-03,Defender - Centre-Back,186,right,,Spain,ES1,2017
141835,álvaro vázquez,27,4,1991,Badalona,Spain,1991-04-27,attack - Centre-Forward,182,right,Spain,,ES1,2017
39907,pape diop,19,3,1986,Kaolack,Senegal,1986-03-19,midfield - Defensive Midfield,180,right,,France,ES1,2017
126741,jairo morillas,2,7,1993,Gilena,Spain,1993-07-02,attack - Centre-Forward,187,right,Spain,,ES1,2017
38270,sergio sánchez,3,4,1986,Mataró,Spain,1986-04-03,Defender - Centre-Back,185,right,Spain,,ES1,2017
281769,mario hermoso,18,6,1995,Madrid,Spain,1995-06-18,Defender - Centre-Back,185,left,Spain,,ES1,2017
177467,gerard moreno,7,4,1992,Santa Perpètua de Mogoda,Spain,1992-04-07,attack - Centre-Forward,180,left,Spain,,ES1,2017
503032,edu frias,31,12,1998,Barcelona,Spain,1998-12-31,Goalkeeper,184,right,Spain,,ES1,2017
7922,sergio garcía,9,6,1983,Barcelona,Spain,1983-06-09,attack - Centre-Forward,174,right,Spain,,ES1,2017
73636,hernán pérez,25,2,1989,Fernando de la Mora,Paraguay,1989-02-25,attack - Right Winger,180,right,,Spain,ES1,2017
129444,david lópez,9,10,1989,Barcelona,Spain,1989-10-09,midfield - Defensive Midfield,185,right,Spain,,ES1,2017
56134,javi fuego,4,1,1984,Pola de Siero,Spain,1984-01-04,midfield - Defensive Midfield,182,right,Spain,,ES1,2017
336869,marc roca,26,11,1996,Vilafranca del Penedès,Spain,1996-11-26,midfield - Defensive Midfield,184,left,Spain,,ES1,2017
56067,pablo piatti,31,3,1989,La Carlota,Argentina,1989-03-31,attack - Left Winger,163,both,,Italy,ES1,2017
51226,carlos sánchez,6,2,1986,Quibdó,Colombia,1986-02-06,midfield - Defensive Midfield,182,left,Colombia,,ES1,2017
335245,marc navarro,2,7,1995,Barcelona,Spain,1995-07-02,Defender - Right-Back,188,right,Spain,,ES1,2017
142021,sergi darder,22,12,1993,Artà,Spain,1993-12-22,midfield - Central Midfield,180,right,Spain,,ES1,2017
251878,aarón martín,22,4,1997,Montmeló,Spain,1997-04-22,Defender - Left-Back,180,left,Spain,,ES1,2017
286415,pau lópez,13,12,1994,Girona,Spain,1994-12-13,Goalkeeper,189,left,Spain,,ES1,2017
412042,adri lópez,9,1,1999,Barcelona,Spain,1999-01-09,Goalkeeper,185,,Spain,,ES1,2017
28261,josé manuel jurado,29,6,1986,Sanlúcar de Barrameda (Cádiz),Spain,1986-06-29,midfield - Attacking Midfield,176,right,Spain,,ES1,2017
72310,javi lópez,21,1,1986,Osuna,Spain,1986-01-21,Defender - Left-Back,180,right,Spain,,ES1,2017
34370,diego lópez,3,11,1981,Paradela,Spain,1981-11-03,Goalkeeper,196,right,Spain,,ES1,2017
63290,víctor sánchez,8,9,1987,Terrassa,Spain,1987-09-08,midfield - Central Midfield,174,right,Spain,,ES1,2017
67090,dídac vilà,9,6,1989,Barcelona,Spain,1989-06-09,Defender - Left-Back,185,left,Spain,,ES1,2017
221899,leo baptistão,26,8,1992,Santos,Brazil,1992-08-26,attack - Centre-Forward,181,right,,Spain,ES1,2017
44069,pedro mosquera,21,4,1988,A Coruña,Spain,1988-04-21,midfield - Central Midfield,184,left,Spain,,ES1,2017
18006,michael krohn-dehli,6,6,1983,Hvidovre,Denmark,1983-06-06,midfield - Central Midfield,171,both,Denmark,,ES1,2017
291039,quique fornos,1,1,1997,As Pontes,Spain,1997-01-01,Defender - Centre-Back,179,right,Spain,,ES1,2017
15568,bruno gama,15,11,1987,Vila Verde,Portugal,1987-11-15,attack - Left Winger,175,right,Portugal,,ES1,2017
497663,mujaid sadick,14,3,2000,Logroño,Spain,2000-03-14,Defender - Centre-Back,182,right,,Nigeria,ES1,2017
64411,juanfran,11,9,1988,Madrid,Spain,1988-09-11,Defender - Right-Back,180,right,Spain,,ES1,2017
137174,alejandro arribas,1,5,1989,Madrid,Spain,1989-05-01,Defender - Centre-Back,182,right,Spain,,ES1,2017
81532,celso borges,27,5,1988,San José,Costa Rica,1988-05-27,midfield - Central Midfield,182,right,,Brazil,ES1,2017
77026,raúl albentosa,7,9,1988,Alzira,Spain,1988-09-07,Defender - Centre-Back,192,right,Spain,,ES1,2017
77707,emre colak,20,5,1991,Istanbul,Turkey,1991-05-20,midfield - Attacking Midfield,169,left,Turkey,,ES1,2017
176067,borja valle,9,7,1992,Ponferrada,Spain,1992-07-09,attack - Left Winger,177,right,Spain,,ES1,2017
203378,zakaria bakkali,26,1,1996,Liège,Belgium,1996-01-26,attack - Left Winger,168,right,,Morocco,ES1,2017
47659,costel pantilimon,1,2,1987,Bacău,Romania,1987-02-01,Goalkeeper,202,right,Romania,,ES1,2017
56777,luisinho,5,5,1985,Porto,Portugal,1985-05-05,Defender - Left-Back,171,left,Portugal,,ES1,2017
33210,przemyslaw tyton,4,1,1987,Zamosc,Poland,1987-01-04,Goalkeeper,195,right,Poland,,ES1,2017
249471,saúl garcía,9,11,1994,Vioño,Spain,1994-11-09,Defender - Left-Back,182,left,Spain,,ES1,2017
242548,fede cartabia,20,1,1993,Rosario,Argentina,1993-01-20,attack - Right Winger,169,left,,Italy,ES1,2017
