club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Arturo Vidal,28,Central Midfield,Juventus,£35.33m,in,Summer,35.33,1 Bundesliga,2015,2015/2016
Bayern Munich,Douglas Costa,24,Right Winger,Shakhtar D.,£27.00m,in,Summer,27,1 Bundesliga,2015,2015/2016
Bayern Munich,Joshua Kimmich,20,Defensive Midfield,VfB Stuttgart,£7.65m,in,Summer,7.65,1 Bundesliga,2015,2015/2016
Bayern Munich,Kingsley Coman,19,Left Winger,Juventus,Loan fee:£6.30m,in,Summer,6.3,1 Bundesliga,2015,2015/2016
Bayern Munich,Sven Ulreich,26,Goalkeeper,VfB Stuttgart,£3.15m,in,Summer,3.15,1 Bundesliga,2015,2015/2016
Bayern Munich,Jan Kirchhoff,24,Centre-Back,FC Schalke 04,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
Bayern Munich,Julian Green,20,Attacking Midfield,Hamburger SV,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
Bayern Munich,Pierre-Emile Höjbjerg,19,Central Midfield,FC Augsburg,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
Bayern Munich,Xherdan Shaqiri,23,Right Winger,Inter,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
Bayern Munich,Xherdan Shaqiri,23,Right Winger,Inter,£13.50m,out,Summer,13.5,1 Bundesliga,2015,2015/2016
Bayern Munich,Bastian Schweinsteiger,30,Central Midfield,Man Utd,£8.10m,out,Summer,8.1,1 Bundesliga,2015,2015/2016
Bayern Munich,Dante,31,Centre-Back,VfL Wolfsburg,£4.05m,out,Summer,4.05,1 Bundesliga,2015,2015/2016
Bayern Munich,Pepe Reina,32,Goalkeeper,SSC Napoli,£1.80m,out,Summer,1.8,1 Bundesliga,2015,2015/2016
Bayern Munich,Pierre-Emile Höjbjerg,20,Central Midfield,FC Schalke 04,Loan fee:£900Th.,out,Summer,0.9,1 Bundesliga,2015,2015/2016
Bayern Munich,Mitchell Weiser,21,Right-Back,Hertha BSC,Free transfer,out,Summer,0,1 Bundesliga,2015,2015/2016
Bayern Munich,Claudio Pizarro,36,Centre-Forward,Without Club,-,out,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Julian Draxler,21,Attacking Midfield,FC Schalke 04,£38.70m,in,Summer,38.7,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Max Kruse,27,Second Striker,Bor. M'gladbach,£10.80m,in,Summer,10.8,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Dante,31,Centre-Back,Bayern Munich,£4.05m,in,Summer,4.05,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Francisco Rodríguez,19,Left Midfield,FC Zürich,£1.44m,in,Summer,1.44,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Carlos Ascues,23,Central Midfield,FBC Melgar,£1.35m,in,Summer,1.35,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Ismail Azzaoui,17,Right Winger,Tottenham U21,£900Th.,in,Summer,0.9,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Sebastian Stolze,20,Right Winger,Wolfsburg II,-,in,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Oskar Zawada,19,Centre-Forward,Wolfsburg II,-,in,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Vaclav Pilar,26,Left Midfield,Viktoria Plzen,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Koen Casteels,23,Goalkeeper,Werder Bremen,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Stefan Kutschke,26,Centre-Forward,SC Paderborn,"End of loanJun 30, 2015",in,Summer,0,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Kevin De Bruyne,24,Attacking Midfield,Man City,£68.40m,out,Summer,68.4,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Ivan Perisic,26,Left Winger,Inter,£17.10m,out,Summer,17.1,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Aaron Hunt,28,Attacking Midfield,Hamburger SV,£2.70m,out,Summer,2.7,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Xizhe Zhang,24,Attacking Midfield,BJ Guoan,£1.80m,out,Summer,1.8,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Stefan Kutschke,26,Centre-Forward,1.FC Nuremberg,£225Th.,out,Summer,0.225,1 Bundesliga,2015,2015/2016
VfL Wolfsburg,Patrick Drewes,22,Goalkeeper,FC Wil 1900,Loan fee:£45Th.,out,Summer,0.045,1 Bundesliga,2015,2015/2016
