,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Anthony Briancon,"€ 18,462","€ 960,000","€ 960,000",D,25,France,Nimes,Ligue 1,2020-2021
1,Lucas Deaux,"€ 11,538","€ 600,000","€ 600,000",M,31,France,Nimes,Ligue 1,2020-2021
2,Renaud Ripart,"€ 11,538","€ 600,000","€ 600,000",M,27,France,Nimes,Ligue 1,2020-2021
3,Zinedine Ferhat,"€ 9,231","€ 480,000","€ 480,000",M,27,Algeria,Nimes,Ligue 1,2020-2021
4,Moussa Koné,"€ 9,231","€ 480,000","€ 480,000",F,23,Senegal,Nimes,Ligue 1,2020-2021
5,Pablo Martinez,"€ 9,231","€ 480,000","€ 480,000",D,31,France,Nimes,Ligue 1,2020-2021
6,Baptiste Reynet,"€ 8,846","€ 460,000","€ 460,000",K,29,France,Nimes,Ligue 1,2020-2021
7,Nolan Roux,"€ 7,115","€ 370,000","€ 370,000",F,32,France,Nimes,Ligue 1,2020-2021
8,Andrés Cubas,"€ 6,731","€ 350,000","€ 350,000",M,24,Paraguay,Nimes,Ligue 1,2020-2021
9,Loïck Landre,"€ 6,346","€ 330,000","€ 330,000",D,28,France,Nimes,Ligue 1,2020-2021
10,Naomichi Ueda,"€ 6,154","€ 320,000","€ 320,000",D,26,Japan,Nimes,Ligue 1,2020-2021
11,Niclas Eliasson,"€ 5,962","€ 310,000","€ 310,000",M,24,Sweden,Nimes,Ligue 1,2020-2021
12,Patrick Burner,"€ 5,577","€ 290,000","€ 290,000",D,24,France,Nimes,Ligue 1,2020-2021
13,Birger Meling,"€ 5,192","€ 270,000","€ 270,000",D,25,Norway,Nimes,Ligue 1,2020-2021
14,Lamine Fomba,"€ 5,192","€ 270,000","€ 270,000",M,22,France,Nimes,Ligue 1,2020-2021
15,Sidy Sarr,"€ 4,615","€ 240,000","€ 240,000",M,24,Senegal,Nimes,Ligue 1,2020-2021
16,Florian Miguel,"€ 4,231","€ 220,000","€ 220,000",D,24,France,Nimes,Ligue 1,2020-2021
17,Sofiane Alakouch,"€ 3,269","€ 170,000","€ 170,000",D,22,France,Nimes,Ligue 1,2020-2021
18,Karim Aribi,"€ 3,077","€ 160,000","€ 160,000",F,26,Algeria,Nimes,Ligue 1,2020-2021
19,Haris Duljevic,"€ 3,077","€ 160,000","€ 160,000",M,26,Bosnia-Herzegovina,Nimes,Ligue 1,2020-2021
20,Gaëtan Paquiez,"€ 2,500","€ 130,000","€ 130,000",D,26,France,Nimes,Ligue 1,2020-2021
21,Yassine Benrahou,"€ 2,308","€ 120,000","€ 120,000",F,21,Morocco,Nimes,Ligue 1,2020-2021
22,Clément Depres,"€ 1,923","€ 100,000","€ 100,000",F,25,France,Nimes,Ligue 1,2020-2021
23,Kévin Denkey,"€ 1,346","€ 70,000","€ 70,000",F,19,Togo,Nimes,Ligue 1,2020-2021
24,Antoine Valerio,"€ 1,154","€ 60,000","€ 60,000",M,20,France,Nimes,Ligue 1,2020-2021
25,Lucas Buades,"€ 1,154","€ 60,000","€ 60,000",M,22,France,Nimes,Ligue 1,2020-2021
26,Kelyan Guessoum,"€ 1,154","€ 60,000","€ 60,000",D,21,France,Nimes,Ligue 1,2020-2021
27,Lucas Dias,€ 962,"€ 50,000","€ 50,000",K,21,France,Nimes,Ligue 1,2020-2021
28,Marco Majouga,€ 962,"€ 50,000","€ 50,000",F,19,France,Nimes,Ligue 1,2020-2021
29,Mattéo Ahlinvi,€ 962,"€ 50,000","€ 50,000",M,21,Benin,Nimes,Ligue 1,2020-2021
30,Sami Ben Amar,€ 577,"€ 30,000","€ 30,000",F,22,Morocco,Nimes,Ligue 1,2020-2021
