,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Seko Fofana,,"€ 29,808","€ 1,550,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 6,200,000",Lens,Ligue 1,2020-2021
1,Gaël Kakuta,,"€ 20,000","€ 1,040,000",AM,29,Reserve,"Jun 30, 2021",1-yr,"€ 1,040,000",Lens,Ligue 1,2020-2021
2,Ignatius Ganago,,"€ 15,000","€ 780,000",CF,21,Reserve,"Jun 30, 2024",4-yrs,"€ 3,120,000",Lens,Ligue 1,2020-2021
3,Wuilker Fariñez,,"€ 9,038","€ 470,000",GK,22,Starter,"Jun 30, 2021",1-yr,"€ 470,000",Lens,Ligue 1,2020-2021
4,Yannick Cahuzac,,"€ 8,654","€ 450,000",DM,36,Starter,"Jun 30, 2022",2-yrs,"€ 900,000",Lens,Ligue 1,2020-2021
5,Jonathan Clauss,,"€ 6,538","€ 340,000",RB,28,Starter,"Jun 30, 2023",3-yrs,"€ 1,020,000",Lens,Ligue 1,2020-2021
6,Jean-Louis Leca,,"€ 6,538","€ 340,000",GK,35,Reserve,"Jun 30, 2022",2-yrs,"€ 680,000",Lens,Ligue 1,2020-2021
7,Tony Mauricio,,"€ 6,154","€ 320,000",AM,26,Starter,"Jun 30, 2023",3-yrs,"€ 960,000",Lens,Ligue 1,2020-2021
8,Corentin Jean,,"€ 6,154","€ 320,000",CF,25,Starter,"Jun 30, 2023",3-yrs,"€ 960,000",Lens,Ligue 1,2020-2021
9,Steven Fortes,,"€ 5,962","€ 310,000",CB,28,Starter,"Jun 30, 2022",2-yrs,"€ 620,000",Lens,Ligue 1,2020-2021
10,Issiaga Sylla,,"€ 5,769","€ 300,000",LB,27,Starter,"Jun 30, 2021",1-yr,"€ 300,000",Lens,Ligue 1,2020-2021
11,Florian Sotoca,,"€ 4,615","€ 240,000",CF,30,Reserve,"Jun 30, 2023",3-yrs,"€ 720,000",Lens,Ligue 1,2020-2021
12,Massadio Haidara,,"€ 4,615","€ 240,000",LB,28,Reserve,"Jun 30, 2022",2-yrs,"€ 480,000",Lens,Ligue 1,2020-2021
13,Cheick Doucouré,,"€ 4,038","€ 210,000",DM,21,Starter,"Jun 30, 2024",4-yrs,"€ 840,000",Lens,Ligue 1,2020-2021
14,Zakaria Diallo,,"€ 3,846","€ 200,000",CB,34,Reserve,"Jun 30, 2021",1-yr,"€ 200,000",Lens,Ligue 1,2020-2021
15,Clément Michelin,,"€ 3,846","€ 200,000",RB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 400,000",Lens,Ligue 1,2020-2021
16,Jonathan Gradit,,"€ 3,269","€ 170,000",CB,28,Starter,"Jun 30, 2024",4-yrs,"€ 680,000",Lens,Ligue 1,2020-2021
17,Facundo Medina,,"€ 2,308","€ 120,000",CB,21,Reserve,"Jun 30, 2024",4-yrs,"€ 480,000",Lens,Ligue 1,2020-2021
18,Simon Banza,,"€ 2,308","€ 120,000",CF,24,Reserve,"Jun 30, 2023",3-yrs,"€ 360,000",Lens,Ligue 1,2020-2021
19,Cheick Traoré,,"€ 2,115","€ 110,000",RB,25,Reserve,"Jun 30, 2022",2-yrs,"€ 220,000",Lens,Ligue 1,2020-2021
20,Loïc Badé,,"€ 1,731","€ 90,000",CB,20,Starter,"Jun 30, 2023",3-yrs,"€ 270,000",Lens,Ligue 1,2020-2021
21,Arnaud Kalimuendo,,"€ 1,154","€ 60,000",CF,19,Starter,"Jun 30, 2021",1-yr,"€ 60,000",Lens,Ligue 1,2020-2021
22,David Costa,,€ 577,"€ 30,000",AM,20,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Lens,Ligue 1,2020-2021
23,Adam Oudjani,,€ 577,"€ 30,000",AM,19,Reserve,"Jun 30, 2023",3-yrs,"€ 90,000",Lens,Ligue 1,2020-2021
24,Ismaël Boura,,€ 385,"€ 20,000",LB,20,Reserve,"Jun 30, 2023",3-yrs,"€ 60,000",Lens,Ligue 1,2020-2021
