,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Kevin Strootman,"€ 115,385","€ 6,000,000","€ 6,000,000",M,30,Netherlands,Marseille,Ligue 1,2020-2021
1,Dimitri Payet,"€ 115,385","€ 6,000,000","€ 6,000,000",F,33,France,Marseille,Ligue 1,2020-2021
2,Florian Thauvin,"€ 97,308","€ 5,060,000","€ 5,060,000",F,27,France,Marseille,Ligue 1,2020-2021
3,Arkadiusz Milik,"€ 92,308","€ 4,800,000","€ 4,800,000",F,26,Poland,Marseille,Ligue 1,2020-2021
4,Valère Germain,"€ 76,154","€ 3,960,000","€ 3,960,000",F,30,France,Marseille,Ligue 1,2020-2021
5,Steve Mandanda,"€ 69,231","€ 3,600,000","€ 3,600,000",K,35,France,Marseille,Ligue 1,2020-2021
6,Darío Benedetto,"€ 59,615","€ 3,100,000","€ 3,100,000",F,30,Argentina,Marseille,Ligue 1,2020-2021
7,Duje Caleta-Car,"€ 38,846","€ 2,020,000","€ 2,020,000",D,24,Croatia,Marseille,Ligue 1,2020-2021
8,Konstantinos Mitroglou,"€ 33,846","€ 1,760,000","€ 1,760,000",F,32,Greece,Marseille,Ligue 1,2020-2021
9,Valentin Rongier,"€ 33,077","€ 1,720,000","€ 1,720,000",M,25,France,Marseille,Ligue 1,2020-2021
10,Morgan Sanson,"€ 31,923","€ 1,660,000","€ 1,660,000",M,26,France,Marseille,Ligue 1,2020-2021
11,Pol Lirola,"€ 31,346","€ 1,630,000","€ 1,630,000",D,23,Spain,Marseille,Ligue 1,2020-2021
12,Boubacar Kamara,"€ 27,692","€ 1,440,000","€ 1,440,000",M,20,France,Marseille,Ligue 1,2020-2021
13,Michaël Cuisance,"€ 21,731","€ 1,130,000","€ 1,130,000",M,21,France,Marseille,Ligue 1,2020-2021
14,Hiroki Sakai,"€ 21,154","€ 1,100,000","€ 1,100,000",D,30,Japan,Marseille,Ligue 1,2020-2021
15,Jordan Amavi,"€ 19,615","€ 1,020,000","€ 1,020,000",D,26,France,Marseille,Ligue 1,2020-2021
16,Leonardo Balerdi,"€ 19,038","€ 990,000","€ 990,000",D,21,Argentina,Marseille,Ligue 1,2020-2021
17,Nemanja Radonjic,"€ 18,077","€ 940,000","€ 940,000",F,24,Serbia,Marseille,Ligue 1,2020-2021
18,Luis Henrique,"€ 17,115","€ 890,000","€ 890,000",F,18,Brazil,Marseille,Ligue 1,2020-2021
19,Olivier Ntcham,"€ 16,731","€ 870,000","€ 870,000",M,24,France,Marseille,Ligue 1,2020-2021
20,Franco Tongya,"€ 15,385","€ 800,000","€ 800,000",F,18,Italy,Marseille,Ligue 1,2020-2021
21,Álvaro González,"€ 12,692","€ 660,000","€ 660,000",D,30,Spain,Marseille,Ligue 1,2020-2021
22,Yohann Pelé,"€ 11,154","€ 580,000","€ 580,000",K,37,France,Marseille,Ligue 1,2020-2021
23,Yuto Nagatomo,"€ 5,192","€ 270,000","€ 270,000",D,34,Japan,Marseille,Ligue 1,2020-2021
24,Saîf-Eddine Khaoui,"€ 4,038","€ 210,000","€ 210,000",F,25,Tunisia,Marseille,Ligue 1,2020-2021
25,Pape Gueye,"€ 2,692","€ 140,000","€ 140,000",M,21,France,Marseille,Ligue 1,2020-2021
26,Christopher Rocchia,€ 962,"€ 50,000","€ 50,000",D,22,France,Marseille,Ligue 1,2020-2021
27,Florian Chabrolle,€ 962,"€ 50,000","€ 50,000",F,22,France,Marseille,Ligue 1,2020-2021
28,Aaron Kamardin,€ 769,"€ 40,000","€ 40,000",D,18,France,Marseille,Ligue 1,2020-2021
29,Marley Aké,€ 769,"€ 40,000","€ 40,000",F,19,France,Marseille,Ligue 1,2020-2021
30,Richecard Richard,€ 769,"€ 40,000","€ 40,000",D,18,France,Marseille,Ligue 1,2020-2021
31,Ugo Bertelli,€ 769,"€ 40,000","€ 40,000",M,17,France,Marseille,Ligue 1,2020-2021
32,Nassim Ahmed,€ 577,"€ 30,000","€ 30,000",M,20,France,Marseille,Ligue 1,2020-2021
33,Lucas Perrin,€ 577,"€ 30,000","€ 30,000",D,21,France,Marseille,Ligue 1,2020-2021
34,Jorès Rahou,€ 577,"€ 30,000","€ 30,000",F,17,France,Marseille,Ligue 1,2020-2021
35,Alexandre Phliponeau,€ 385,"€ 20,000","€ 20,000",M,20,France,Marseille,Ligue 1,2020-2021
36,Cheick Souaré,€ 385,"€ 20,000","€ 20,000",M,18,France,Marseille,Ligue 1,2020-2021
37,Simon Ngapandouetnbu,€ 385,"€ 20,000","€ 20,000",K,17,Cameroon,Marseille,Ligue 1,2020-2021
