,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Jean Michaël Seri,,"€ 72,308","€ 3,760,000",CM,29,Reserve,"Jun 30, 2021",1-yr,"€ 3,760,000",Bordeaux,Ligue 1,2020-2021
1,Laurent Koscielny,,"€ 69,231","€ 3,600,000",CB,35,Starter,"Jun 30, 2022",2-yrs,"€ 7,200,000",Bordeaux,Ligue 1,2020-2021
2,Benoît Costil,,"€ 41,538","€ 2,160,000",GK,33,Starter,"Jun 30, 2022",2-yrs,"€ 4,320,000",Bordeaux,Ligue 1,2020-2021
3,Nicolas de Préville,,"€ 34,615","€ 1,800,000",CF,30,Starter,"Jun 30, 2021",1-yr,"€ 1,800,000",Bordeaux,Ligue 1,2020-2021
4,Otávio,,"€ 34,615","€ 1,800,000",DM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 3,600,000",Bordeaux,Ligue 1,2020-2021
5,Mexer,,"€ 27,692","€ 1,440,000",CB,32,Reserve,"Jun 30, 2023",3-yrs,"€ 4,320,000",Bordeaux,Ligue 1,2020-2021
6,Ui-jo Hwang,,"€ 27,692","€ 1,440,000",CF,28,Starter,"Jun 30, 2023",3-yrs,"€ 4,320,000",Bordeaux,Ligue 1,2020-2021
7,Rémi Oudin,,"€ 25,385","€ 1,320,000",RW,24,Starter,"Jun 30, 2024",4-yrs,"€ 5,280,000",Bordeaux,Ligue 1,2020-2021
8,Loris Benito,,"€ 25,385","€ 1,320,000",LB,29,Starter,"Jun 30, 2022",2-yrs,"€ 2,640,000",Bordeaux,Ligue 1,2020-2021
9,Hatem Ben Arfa,,"€ 23,077","€ 1,200,000",AM,33,Starter,"Jun 30, 2021",1-yr,"€ 1,200,000",Bordeaux,Ligue 1,2020-2021
10,Yacine Adli,,"€ 15,962","€ 830,000",AM,20,Starter,"Jun 30, 2023",3-yrs,"€ 2,490,000",Bordeaux,Ligue 1,2020-2021
11,Samuel Kalu,,"€ 11,731","€ 610,000",RW,23,Reserve,"Jun 30, 2023",3-yrs,"€ 1,830,000",Bordeaux,Ligue 1,2020-2021
12,Youssouf Sabaly,,"€ 8,846","€ 460,000",RB,27,Reserve,"Jun 30, 2021",1-yr,"€ 460,000",Bordeaux,Ligue 1,2020-2021
13,Paul Baysse,,"€ 7,885","€ 410,000",CB,32,Starter,"Jun 30, 2024",4-yrs,"€ 1,640,000",Bordeaux,Ligue 1,2020-2021
14,Maxime Poundjé,,"€ 4,423","€ 230,000",LB,28,Reserve,"Jun 30, 2021",1-yr,"€ 230,000",Bordeaux,Ligue 1,2020-2021
15,Vukasin Jovanovic,,"€ 4,038","€ 210,000",CB,24,Reserve,"Jun 30, 2021",1-yr,"€ 210,000",Bordeaux,Ligue 1,2020-2021
16,Enock Kwateng,,"€ 4,038","€ 210,000",RB,23,Starter,"Jun 30, 2023",3-yrs,"€ 630,000",Bordeaux,Ligue 1,2020-2021
17,Toma Basic,,"€ 4,038","€ 210,000",CM,24,Starter,"Jun 30, 2022",2-yrs,"€ 420,000",Bordeaux,Ligue 1,2020-2021
18,Tom Lacoux,,"€ 2,885","€ 150,000",CM,19,Reserve,"Jun 30, 2024",4-yrs,"€ 600,000",Bordeaux,Ligue 1,2020-2021
19,Logan Delaurier-Chaubet,,"€ 2,500","€ 130,000",LW,18,Reserve,"Jun 30, 2023",3-yrs,"€ 390,000",Bordeaux,Ligue 1,2020-2021
20,Ismaël Sow,,"€ 2,308","€ 120,000",RB,19,Reserve,"Jun 30, 2023",3-yrs,"€ 360,000",Bordeaux,Ligue 1,2020-2021
21,Loïc Bessile,,"€ 2,115","€ 110,000",CB,22,Reserve,"Jun 30, 2023",3-yrs,"€ 330,000",Bordeaux,Ligue 1,2020-2021
22,Gaëtan Poussin,,"€ 1,731","€ 90,000",GK,22,Reserve,"Jun 30, 2023",3-yrs,"€ 270,000",Bordeaux,Ligue 1,2020-2021
23,Amadou Traoré,,€ 577,"€ 30,000",RW,19,Reserve,"Jun 30, 2022",2-yrs,"€ 60,000",Bordeaux,Ligue 1,2020-2021
24,Ibrahim Diarra,,€ 385,"€ 20,000",LM,22,Reserve,"Jun 30, 2021",1-yr,"€ 20,000",Bordeaux,Ligue 1,2020-2021
25,David Kong,,€ 385,"€ 20,000",DM,26,Reserve,"Jun 30, 2021",1-yr,"€ 20,000",Bordeaux,Ligue 1,2020-2021
