,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Seko Fofana,"€ 29,808","€ 1,550,000","€ 1,550,000",M,25,Cote d'Ivoire,Lens,Ligue 1,2020-2021
1,Gaël Kakuta,"€ 20,000","€ 1,040,000","€ 1,040,000",F,29,Democratic Republic of the Congo,Lens,Ligue 1,2020-2021
2,Ignatius Ganago,"€ 15,000","€ 780,000","€ 780,000",F,21,Cameroon,Lens,Ligue 1,2020-2021
3,Wuilker Fariñez,"€ 9,038","€ 470,000","€ 470,000",K,22,Venezuela,Lens,Ligue 1,2020-2021
4,Yannick Cahuzac,"€ 8,654","€ 450,000","€ 450,000",M,35,France,Lens,Ligue 1,2020-2021
5,Jean-Louis Leca,"€ 6,538","€ 340,000","€ 340,000",K,35,France,Lens,Ligue 1,2020-2021
6,Jonathan Clauss,"€ 6,538","€ 340,000","€ 340,000",D,28,France,Lens,Ligue 1,2020-2021
7,Corentin Jean,"€ 6,154","€ 320,000","€ 320,000",F,25,France,Lens,Ligue 1,2020-2021
8,Tony Mauricio,"€ 6,154","€ 320,000","€ 320,000",F,26,France,Lens,Ligue 1,2020-2021
9,Steven Fortes,"€ 5,962","€ 310,000","€ 310,000",D,28,Cape Verde,Lens,Ligue 1,2020-2021
10,Issiaga Sylla,"€ 5,769","€ 300,000","€ 300,000",D,26,Guinea,Lens,Ligue 1,2020-2021
11,Massadio Haidara,"€ 4,615","€ 240,000","€ 240,000",D,27,Mali,Lens,Ligue 1,2020-2021
12,Florian Sotoca,"€ 4,615","€ 240,000","€ 240,000",F,29,France,Lens,Ligue 1,2020-2021
13,Aleksandar Radovanovic,"€ 4,231","€ 220,000","€ 220,000",D,26,Serbia,Lens,Ligue 1,2020-2021
14,Cheick Doucouré,"€ 4,038","€ 210,000","€ 210,000",M,20,Mali,Lens,Ligue 1,2020-2021
15,Zakaria Diallo,"€ 3,846","€ 200,000","€ 200,000",D,34,France,Lens,Ligue 1,2020-2021
16,Clément Michelin,"€ 3,846","€ 200,000","€ 200,000",D,23,France,Lens,Ligue 1,2020-2021
17,Jonathan Gradit,"€ 3,269","€ 170,000","€ 170,000",D,27,France,Lens,Ligue 1,2020-2021
18,Facundo Medina,"€ 2,308","€ 120,000","€ 120,000",D,21,Argentina,Lens,Ligue 1,2020-2021
19,Simon Banza,"€ 2,308","€ 120,000","€ 120,000",F,24,France,Lens,Ligue 1,2020-2021
20,Cheick Traoré,"€ 2,115","€ 110,000","€ 110,000",D,25,Mali,Lens,Ligue 1,2020-2021
21,Cyrille Bayala,"€ 1,923","€ 100,000","€ 100,000",F,24,Burkina Faso,Lens,Ligue 1,2020-2021
22,Loïc Badé,"€ 1,731","€ 90,000","€ 90,000",D,20,France,Lens,Ligue 1,2020-2021
23,Charles Boli,"€ 1,731","€ 90,000","€ 90,000",M,22,France,Lens,Ligue 1,2020-2021
24,Arnaud Kalimuendo,"€ 1,154","€ 60,000","€ 60,000",F,18,France,Lens,Ligue 1,2020-2021
25,Adam Oudjani,€ 577,"€ 30,000","€ 30,000",F,19,France,Lens,Ligue 1,2020-2021
26,David Costa,€ 577,"€ 30,000","€ 30,000",F,19,Portugal,Lens,Ligue 1,2020-2021
27,Didier Desprez,€ 385,"€ 20,000","€ 20,000",K,21,France,Lens,Ligue 1,2020-2021
28,Ismaël Boura,€ 385,"€ 20,000","€ 20,000",D,20,France,Lens,Ligue 1,2020-2021
