,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Valon Berisha,,"€ 14,231","€ 740,000",CM,27,Starter,"Jun 30, 2024",4-yrs,"€ 2,960,000",Reims,Ligue 1,2020-2021
1,Predrag Rajkovic,,"€ 13,846","€ 720,000",GK,25,Reserve,"Jun 30, 2023",3-yrs,"€ 2,160,000",Reims,Ligue 1,2020-2021
2,Thomas Foket,,"€ 13,846","€ 720,000",RB,26,Starter,"Jun 30, 2023",3-yrs,"€ 2,160,000",Reims,Ligue 1,2020-2021
3,Arbër Zeneli,,"€ 13,462","€ 700,000",LW,25,Reserve,"Jun 30, 2023",3-yrs,"€ 2,100,000",Reims,Ligue 1,2020-2021
4,Xavier Chavalerin,,"€ 10,769","€ 560,000",DM,29,Reserve,"Jun 30, 2022",2-yrs,"€ 1,120,000",Reims,Ligue 1,2020-2021
5,Yunis Abdelhamid,,"€ 9,231","€ 480,000",CB,33,Starter,"Jun 30, 2022",2-yrs,"€ 960,000",Reims,Ligue 1,2020-2021
6,Wout Faes,,"€ 8,077","€ 420,000",CB,22,Reserve,"Jun 30, 2024",4-yrs,"€ 1,680,000",Reims,Ligue 1,2020-2021
7,Dario Maresic,,"€ 7,692","€ 400,000",CB,21,Starter,"Jun 30, 2024",4-yrs,"€ 1,600,000",Reims,Ligue 1,2020-2021
8,Moussa Doumbia,,"€ 7,500","€ 390,000",LW,26,Starter,"Jun 30, 2022",2-yrs,"€ 780,000",Reims,Ligue 1,2020-2021
9,Mathieu Cafaro,,"€ 7,500","€ 390,000",AM,23,Reserve,"Jun 30, 2022",2-yrs,"€ 780,000",Reims,Ligue 1,2020-2021
10,Kaj Sierhuis,,"€ 7,308","€ 380,000",CF,22,Starter,"Jun 30, 2024",4-yrs,"€ 1,520,000",Reims,Ligue 1,2020-2021
11,Moreto Cassamá,,"€ 7,115","€ 370,000",CM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 1,480,000",Reims,Ligue 1,2020-2021
12,Dereck Kutesa,,"€ 5,385","€ 280,000",RW,23,Starter,"Jun 30, 2023",3-yrs,"€ 840,000",Reims,Ligue 1,2020-2021
13,Mouhamadou Drammeh,,"€ 4,808","€ 250,000",DM,21,Starter,"Jun 30, 2022",2-yrs,"€ 500,000",Reims,Ligue 1,2020-2021
14,El Bilal Touré,,"€ 4,808","€ 250,000",CF,19,Starter,"Jun 30, 2024",4-yrs,"€ 1,000,000",Reims,Ligue 1,2020-2021
15,Ghislain Konan,,"€ 4,423","€ 230,000",LB,25,Reserve,"Jun 30, 2022",2-yrs,"€ 460,000",Reims,Ligue 1,2020-2021
16,Boulaye Dia,,"€ 3,269","€ 170,000",CF,24,Reserve,"Jun 30, 2022",2-yrs,"€ 340,000",Reims,Ligue 1,2020-2021
17,Thibault De Smet,,"€ 2,885","€ 150,000",LB,22,Starter,"Jun 30, 2024",4-yrs,"€ 600,000",Reims,Ligue 1,2020-2021
18,Nathanaël Mbuku,,€ 769,"€ 40,000",LW,18,Reserve,"Jun 30, 2023",3-yrs,"€ 120,000",Reims,Ligue 1,2020-2021
19,Marshall Munetsi,,€ 769,"€ 40,000",DM,24,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Reims,Ligue 1,2020-2021
20,Dialy Ndiaye,,€ 577,"€ 30,000",GK,21,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Reims,Ligue 1,2020-2021
21,Yehvann Diouf,,€ 577,"€ 30,000",GK,21,Starter,"Jun 30, 2023",3-yrs,"€ 90,000",Reims,Ligue 1,2020-2021
22,Fodé Doucouré,,€ 577,"€ 30,000",RB,19,Reserve,"Jun 30, 2023",3-yrs,"€ 90,000",Reims,Ligue 1,2020-2021
