,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Jordan Ferri,,"€ 30,000","€ 1,560,000",CM,28,Starter,"Jun 30, 2023",3-yrs,"€ 4,680,000",Montpellier,Ligue 1,2020-2021
1,Florent Mollet,,"€ 29,423","€ 1,530,000",AM,29,Starter,"Jun 30, 2023",3-yrs,"€ 4,590,000",Montpellier,Ligue 1,2020-2021
2,Andy Delort,,"€ 27,692","€ 1,440,000",CF,29,Starter,"Jun 30, 2024",4-yrs,"€ 5,760,000",Montpellier,Ligue 1,2020-2021
3,Damien Le Tallec,,"€ 26,923","€ 1,400,000",DM,30,Reserve,"Jun 30, 2022",2-yrs,"€ 2,800,000",Montpellier,Ligue 1,2020-2021
4,Téji Savanier,,"€ 25,385","€ 1,320,000",CM,29,Starter,"Jun 30, 2023",3-yrs,"€ 3,960,000",Montpellier,Ligue 1,2020-2021
5,Gaëtan Laborde,,"€ 25,385","€ 1,320,000",CF,26,Starter,"Jun 30, 2023",3-yrs,"€ 3,960,000",Montpellier,Ligue 1,2020-2021
6,Jonas Omlin,,"€ 16,154","€ 840,000",GK,27,Starter,"Jun 30, 2024",4-yrs,"€ 3,360,000",Montpellier,Ligue 1,2020-2021
7,Junior Sambia,,"€ 12,500","€ 650,000",RB,24,Starter,"Jun 30, 2022",2-yrs,"€ 1,300,000",Montpellier,Ligue 1,2020-2021
8,Keagan Dolly,,"€ 12,308","€ 640,000",LW,28,Reserve,"Jun 30, 2021",1-yr,"€ 640,000",Montpellier,Ligue 1,2020-2021
9,Pedro Mendes,,"€ 10,577","€ 550,000",CB,30,Starter,"Jun 30, 2023",3-yrs,"€ 1,650,000",Montpellier,Ligue 1,2020-2021
10,Petar Skuletic,,"€ 10,577","€ 550,000",CF,30,Reserve,"Jun 30, 2021",1-yr,"€ 550,000",Montpellier,Ligue 1,2020-2021
11,Stephy Mavididi,,"€ 9,615","€ 500,000",CF,22,Reserve,"Jun 30, 2024",4-yrs,"€ 2,000,000",Montpellier,Ligue 1,2020-2021
12,Daniel Congré,,"€ 8,846","€ 460,000",CB,35,Starter,"Jun 30, 2021",1-yr,"€ 460,000",Montpellier,Ligue 1,2020-2021
13,Ambroise Oyongo,,"€ 8,654","€ 450,000",LB,29,Starter,"Jun 30, 2022",2-yrs,"€ 900,000",Montpellier,Ligue 1,2020-2021
14,Mihailo Ristic,,"€ 8,654","€ 450,000",LM,25,Reserve,"Jun 30, 2022",2-yrs,"€ 900,000",Montpellier,Ligue 1,2020-2021
15,Arnaud Souquet,,"€ 8,269","€ 430,000",RB,28,Reserve,"Jun 30, 2023",3-yrs,"€ 1,290,000",Montpellier,Ligue 1,2020-2021
16,Hilton,,"€ 8,269","€ 430,000",CB,43,Reserve,"Jun 30, 2021",1-yr,"€ 430,000",Montpellier,Ligue 1,2020-2021
17,Mathías Suárez,,"€ 8,077","€ 420,000",RB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 1,260,000",Montpellier,Ligue 1,2020-2021
18,Nicolas Cozza,,"€ 5,962","€ 310,000",CB,22,Reserve,"Jun 30, 2022",2-yrs,"€ 620,000",Montpellier,Ligue 1,2020-2021
19,Il-lok Yun,,"€ 3,846","€ 200,000",LW,28,Reserve,"Jun 30, 2021",1-yr,"€ 200,000",Montpellier,Ligue 1,2020-2021
20,Dimitry Bertaud,,"€ 1,923","€ 100,000",GK,22,Reserve,"Jun 30, 2022",2-yrs,"€ 200,000",Montpellier,Ligue 1,2020-2021
21,Elye Wahi,,"€ 1,923","€ 100,000",CF,18,Reserve,"Jun 30, 2025",5-yrs,"€ 500,000",Montpellier,Ligue 1,2020-2021
22,Joris Chotard,,"€ 1,154","€ 60,000",DM,19,Starter,"Jun 30, 2024",4-yrs,"€ 240,000",Montpellier,Ligue 1,2020-2021
23,Yanis Ammour,,"€ 1,154","€ 60,000",CF,21,Reserve,"Jun 30, 2021",1-yr,"€ 60,000",Montpellier,Ligue 1,2020-2021
24,Samy Benchamma,,€ 769,"€ 40,000",CM,20,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Montpellier,Ligue 1,2020-2021
25,Béni Makouana,,€ 577,"€ 30,000",CF,18,Reserve,"Jun 30, 2021",1-yr,"€ 30,000",Montpellier,Ligue 1,2020-2021
26,Clément Vidal,,€ 385,"€ 20,000",CB,20,Reserve,"Jun 30, 2022",2-yrs,"€ 40,000",Montpellier,Ligue 1,2020-2021
27,Thibault Tamas,,€ 385,"€ 20,000",LB,19,Reserve,"Jun 30, 2022",2-yrs,"€ 40,000",Montpellier,Ligue 1,2020-2021
28,Matis Carvalho,,€ 385,"€ 20,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 40,000",Montpellier,Ligue 1,2020-2021
