,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Frédéric Guilbert,"€ 44,423","€ 2,310,000","€ 2,310,000",D,26,France,Strasbourg,Ligue 1,2020-2021
1,Matz Sels,"€ 20,769","€ 1,080,000","€ 1,080,000",K,28,Belgium,Strasbourg,Ligue 1,2020-2021
2,Stefan Mitrovic,"€ 18,462","€ 960,000","€ 960,000",D,30,Serbia,Strasbourg,Ligue 1,2020-2021
3,Jean-Eudes Aholou,"€ 17,885","€ 930,000","€ 930,000",M,26,Cote d'Ivoire,Strasbourg,Ligue 1,2020-2021
4,Kenny Lala,"€ 16,154","€ 840,000","€ 840,000",D,29,France,Strasbourg,Ligue 1,2020-2021
5,Alexander Djiku,"€ 16,154","€ 840,000","€ 840,000",D,26,Ghana,Strasbourg,Ligue 1,2020-2021
6,Lamine Koné,"€ 16,154","€ 840,000","€ 840,000",D,31,Cote d'Ivoire,Strasbourg,Ligue 1,2020-2021
7,Sanjin Prcic,"€ 16,154","€ 840,000","€ 840,000",M,26,Bosnia-Herzegovina,Strasbourg,Ligue 1,2020-2021
8,Habib Diallo,"€ 11,731","€ 610,000","€ 610,000",F,25,Senegal,Strasbourg,Ligue 1,2020-2021
9,Dimitri Liénard,"€ 11,731","€ 610,000","€ 610,000",M,32,France,Strasbourg,Ligue 1,2020-2021
10,Majeed Waris,"€ 10,962","€ 570,000","€ 570,000",F,29,Ghana,Strasbourg,Ligue 1,2020-2021
11,Ludovic Ajorque,"€ 9,423","€ 490,000","€ 490,000",F,26,France,Strasbourg,Ligue 1,2020-2021
12,Adrien Thomasson,"€ 8,462","€ 440,000","€ 440,000",F,26,France,Strasbourg,Ligue 1,2020-2021
13,Lebo Mothiba,"€ 7,500","€ 390,000","€ 390,000",F,24,South Africa,Strasbourg,Ligue 1,2020-2021
14,Idriss Saadi,"€ 7,500","€ 390,000","€ 390,000",F,28,Algeria,Strasbourg,Ligue 1,2020-2021
15,Eiji Kawashima,"€ 7,115","€ 370,000","€ 370,000",K,37,Japan,Strasbourg,Ligue 1,2020-2021
16,Jean-Ricner Bellegarde,"€ 6,538","€ 340,000","€ 340,000",M,22,France,Strasbourg,Ligue 1,2020-2021
17,Ibrahima Sissoko,"€ 6,346","€ 330,000","€ 330,000",M,22,Mali,Strasbourg,Ligue 1,2020-2021
18,Bingourou Kamara,"€ 5,577","€ 290,000","€ 290,000",K,24,Senegal,Strasbourg,Ligue 1,2020-2021
19,Kévin Zohi,"€ 3,846","€ 200,000","€ 200,000",F,23,Mali,Strasbourg,Ligue 1,2020-2021
20,Mehdi Chahiri,"€ 2,500","€ 130,000","€ 130,000",F,24,France,Strasbourg,Ligue 1,2020-2021
21,Mahame Siby,"€ 2,500","€ 130,000","€ 130,000",M,24,France,Strasbourg,Ligue 1,2020-2021
22,Lionel Carole,€ 769,"€ 40,000","€ 40,000",D,29,France,Strasbourg,Ligue 1,2020-2021
23,Anthony Caci,€ 577,"€ 30,000","€ 30,000",D,23,France,Strasbourg,Ligue 1,2020-2021
24,Mohamed Simakan,€ 385,"€ 20,000","€ 20,000",D,20,France,Strasbourg,Ligue 1,2020-2021
25,Ismaël Aaneba,€ 0,€ 0,€ 0,D,21,France,Strasbourg,Ligue 1,2020-2021
