,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Vincent Pajot,,"€ 16,154","€ 840,000",DM,30,Reserve,"Jun 30, 2022",2-yrs,"€ 1,680,000",Metz,Ligue 1,2020-2021
1,Opa Nguette,,"€ 16,154","€ 840,000",LW,26,Starter,"Jun 30, 2022",2-yrs,"€ 1,680,000",Metz,Ligue 1,2020-2021
2,Dylan Bronn,,"€ 16,154","€ 840,000",CB,25,Starter,"Jun 30, 2024",4-yrs,"€ 3,360,000",Metz,Ligue 1,2020-2021
3,Farid Boulaya,,"€ 13,462","€ 700,000",RW,27,Starter,"Jun 30, 2022",2-yrs,"€ 1,400,000",Metz,Ligue 1,2020-2021
4,Aaron Leya Iseka,,"€ 11,538","€ 600,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 600,000",Metz,Ligue 1,2020-2021
5,Victorien Angban,,"€ 10,000","€ 520,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,560,000",Metz,Ligue 1,2020-2021
6,Vagner,,"€ 9,615","€ 500,000",RW,25,Reserve,"Jun 30, 2024",4-yrs,"€ 2,000,000",Metz,Ligue 1,2020-2021
7,Habib Maïga,,"€ 8,654","€ 450,000",DM,25,Starter,"Jun 30, 2024",4-yrs,"€ 1,800,000",Metz,Ligue 1,2020-2021
8,John Boye,,"€ 8,654","€ 450,000",CB,33,Reserve,"Jun 30, 2021",1-yr,"€ 450,000",Metz,Ligue 1,2020-2021
9,Thierry Ambrose,,"€ 7,500","€ 390,000",CF,23,Reserve,"Jun 30, 2023",3-yrs,"€ 1,170,000",Metz,Ligue 1,2020-2021
10,Kévin N'Doram,,"€ 7,500","€ 390,000",DM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 1,560,000",Metz,Ligue 1,2020-2021
11,Alexandre Oukidja,,"€ 5,577","€ 290,000",GK,32,Starter,"Jun 30, 2023",3-yrs,"€ 870,000",Metz,Ligue 1,2020-2021
12,Thomas Delaine,,"€ 5,385","€ 280,000",LB,28,Reserve,"Jun 30, 2022",2-yrs,"€ 560,000",Metz,Ligue 1,2020-2021
13,Kiki Kouyaté,,"€ 4,615","€ 240,000",CB,23,Starter,"Jun 30, 2024",4-yrs,"€ 960,000",Metz,Ligue 1,2020-2021
14,Fabien Centonze,,"€ 4,038","€ 210,000",RB,25,Starter,"Jun 30, 2024",4-yrs,"€ 840,000",Metz,Ligue 1,2020-2021
15,Lamine Gueye,,"€ 3,846","€ 200,000",RW,22,Starter,"Jun 30, 2024",4-yrs,"€ 800,000",Metz,Ligue 1,2020-2021
16,Mamadou Fofana,,"€ 3,846","€ 200,000",DM,23,Reserve,"Jun 30, 2024",4-yrs,"€ 800,000",Metz,Ligue 1,2020-2021
17,Manuel Cabit,,"€ 3,654","€ 190,000",LB,27,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Metz,Ligue 1,2020-2021
18,Adama Traoré,,"€ 3,654","€ 190,000",LW,25,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Metz,Ligue 1,2020-2021
19,Marc-Aurèle Caillard,,"€ 3,462","€ 180,000",GK,26,Reserve,"Jun 30, 2022",2-yrs,"€ 360,000",Metz,Ligue 1,2020-2021
20,Pape Sarr,,"€ 3,462","€ 180,000",CM,18,Reserve,"Jun 30, 2025",5-yrs,"€ 900,000",Metz,Ligue 1,2020-2021
21,Ibrahima Niane,,"€ 3,077","€ 160,000",CF,21,Reserve,"Jun 30, 2024",4-yrs,"€ 640,000",Metz,Ligue 1,2020-2021
22,Warren Tchimbembé,,"€ 2,885","€ 150,000",RM,22,Starter,"Jun 30, 2024",4-yrs,"€ 600,000",Metz,Ligue 1,2020-2021
23,Ernest Boahene,,"€ 2,885","€ 150,000",RB,20,Reserve,"Jun 30, 2021",1-yr,"€ 150,000",Metz,Ligue 1,2020-2021
24,Youssef Maziz,,"€ 2,308","€ 120,000",LM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 480,000",Metz,Ligue 1,2020-2021
25,Matthieu Udol,,"€ 1,346","€ 70,000",LB,24,Starter,"Jun 30, 2024",4-yrs,"€ 280,000",Metz,Ligue 1,2020-2021
26,Papa Ndiaga Yade,,€ 962,"€ 50,000",SS,21,Reserve,"Jun 30, 2024",4-yrs,"€ 200,000",Metz,Ligue 1,2020-2021
27,Boubacar Traoré,,€ 577,"€ 30,000",CM,19,Reserve,"Jun 30, 2024",4-yrs,"€ 120,000",Metz,Ligue 1,2020-2021
28,Lenny Lacroix,,€ 385,"€ 20,000",CB,17,Reserve,"Jun 30, 2023",3-yrs,"€ 60,000",Metz,Ligue 1,2020-2021
