,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Anthony Briancon,,"€ 18,462","€ 960,000",CB,26,Starter,"Jun 30, 2022",2-yrs,"€ 1,920,000",Nimes,Ligue 1,2020-2021
1,Lucas Deaux,,"€ 11,538","€ 600,000",DM,32,Starter,"Jun 30, 2021",1-yr,"€ 600,000",Nimes,Ligue 1,2020-2021
2,Renaud Ripart,,"€ 11,538","€ 600,000",RM,27,Starter,"Jun 30, 2023",3-yrs,"€ 1,800,000",Nimes,Ligue 1,2020-2021
3,Moussa Koné,,"€ 9,231","€ 480,000",CF,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,440,000",Nimes,Ligue 1,2020-2021
4,Pablo Martinez,,"€ 9,231","€ 480,000",CB,31,Reserve,"Jun 30, 2022",2-yrs,"€ 960,000",Nimes,Ligue 1,2020-2021
5,Zinedine Ferhat,,"€ 9,231","€ 480,000",RM,27,Starter,"Jun 30, 2022",2-yrs,"€ 960,000",Nimes,Ligue 1,2020-2021
6,Baptiste Reynet,,"€ 8,846","€ 460,000",GK,30,Starter,"Jun 30, 2022",2-yrs,"€ 920,000",Nimes,Ligue 1,2020-2021
7,Nolan Roux,,"€ 7,115","€ 370,000",CF,32,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Nimes,Ligue 1,2020-2021
8,Andrés Cubas,,"€ 6,731","€ 350,000",DM,24,Starter,"Jun 30, 2024",4-yrs,"€ 1,400,000",Nimes,Ligue 1,2020-2021
9,Loïck Landre,,"€ 6,346","€ 330,000",CB,28,Reserve,"Jun 30, 2021",1-yr,"€ 330,000",Nimes,Ligue 1,2020-2021
10,Naomichi Ueda,,"€ 6,154","€ 320,000",CB,26,Reserve,"Jun 30, 2021",1-yr,"€ 320,000",Nimes,Ligue 1,2020-2021
11,Niclas Eliasson,,"€ 5,962","€ 310,000",LM,25,Reserve,"Jun 30, 2023",3-yrs,"€ 930,000",Nimes,Ligue 1,2020-2021
12,Patrick Burner,,"€ 5,577","€ 290,000",RB,24,Reserve,"Jun 30, 2024",4-yrs,"€ 1,160,000",Nimes,Ligue 1,2020-2021
13,Birger Meling,,"€ 5,192","€ 270,000",LB,26,Starter,"Jun 30, 2023",3-yrs,"€ 810,000",Nimes,Ligue 1,2020-2021
14,Lamine Fomba,,"€ 5,192","€ 270,000",CM,23,Reserve,"Jun 30, 2023",3-yrs,"€ 810,000",Nimes,Ligue 1,2020-2021
15,Sidy Sarr,,"€ 4,615","€ 240,000",DM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 720,000",Nimes,Ligue 1,2020-2021
16,Florian Miguel,,"€ 4,231","€ 220,000",LB,24,Starter,"Jun 30, 2021",1-yr,"€ 220,000",Nimes,Ligue 1,2020-2021
17,Sofiane Alakouch,,"€ 3,269","€ 170,000",RB,22,Starter,"Jun 30, 2021",1-yr,"€ 170,000",Nimes,Ligue 1,2020-2021
18,Karim Aribi,,"€ 3,077","€ 160,000",CF,26,Reserve,"Jun 30, 2024",4-yrs,"€ 640,000",Nimes,Ligue 1,2020-2021
19,Haris Duljevic,,"€ 3,077","€ 160,000",LM,27,Reserve,"Jun 30, 2022",2-yrs,"€ 320,000",Nimes,Ligue 1,2020-2021
20,Gaëtan Paquiez,,"€ 2,500","€ 130,000",RB,26,Reserve,"Jun 30, 2022",2-yrs,"€ 260,000",Nimes,Ligue 1,2020-2021
21,Yassine Benrahou,,"€ 2,308","€ 120,000",AM,22,Starter,"Jun 30, 2023",3-yrs,"€ 360,000",Nimes,Ligue 1,2020-2021
22,Clément Depres,,"€ 1,923","€ 100,000",CF,26,Reserve,"Jun 30, 2022",2-yrs,"€ 200,000",Nimes,Ligue 1,2020-2021
23,Antoine Valerio,,"€ 1,154","€ 60,000",CM,21,Reserve,"Jun 30, 2022",2-yrs,"€ 120,000",Nimes,Ligue 1,2020-2021
24,Lucas Buades,,"€ 1,154","€ 60,000",RM,23,Reserve,"Jun 30, 2022",2-yrs,"€ 120,000",Nimes,Ligue 1,2020-2021
25,Kelyan Guessoum,,"€ 1,154","€ 60,000",CB,21,Reserve,"Jun 30, 2022",2-yrs,"€ 120,000",Nimes,Ligue 1,2020-2021
26,Marco Majouga,,€ 962,"€ 50,000",RW,19,Reserve,"Jun 30, 2021",1-yr,"€ 50,000",Nimes,Ligue 1,2020-2021
27,Mattéo Ahlinvi,,€ 962,"€ 50,000",DM,21,Reserve,"Jun 30, 2021",1-yr,"€ 50,000",Nimes,Ligue 1,2020-2021
28,Lucas Dias,,€ 962,"€ 50,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 100,000",Nimes,Ligue 1,2020-2021
29,Sami Ben Amar,,€ 577,"€ 30,000",CF,22,Reserve,"Jun 30, 2021",1-yr,"€ 30,000",Nimes,Ligue 1,2020-2021
