,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Renato Sanches,,"€ 69,231","€ 3,600,000",CM,23,Starter,"Jun 30, 2023",3-yrs,"€ 10,800,000",Lille,Ligue 1,2020-2021
1,Burak Yilmaz,,"€ 42,115","€ 2,190,000",CF,35,Starter,"Jun 30, 2022",2-yrs,"€ 4,380,000",Lille,Ligue 1,2020-2021
2,Jonathan David,,"€ 32,308","€ 1,680,000",CF,21,Reserve,"Jun 30, 2025",5-yrs,"€ 8,400,000",Lille,Ligue 1,2020-2021
3,José Fonte,,"€ 32,308","€ 1,680,000",CB,37,Starter,"Jun 30, 2021",1-yr,"€ 1,680,000",Lille,Ligue 1,2020-2021
4,Benjamin André,,"€ 30,000","€ 1,560,000",CM,30,Starter,"Jun 30, 2023",3-yrs,"€ 4,680,000",Lille,Ligue 1,2020-2021
5,Orestis Karnezis,,"€ 28,462","€ 1,480,000",GK,35,Reserve,"Jun 30, 2023",3-yrs,"€ 4,440,000",Lille,Ligue 1,2020-2021
6,Mike Maignan,,"€ 27,692","€ 1,440,000",GK,25,Starter,"Jun 30, 2022",2-yrs,"€ 2,880,000",Lille,Ligue 1,2020-2021
7,Xeka,,"€ 27,692","€ 1,440,000",CM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 2,880,000",Lille,Ligue 1,2020-2021
8,Jonathan Bamba,,"€ 27,692","€ 1,440,000",LW,24,Starter,"Jun 30, 2023",3-yrs,"€ 4,320,000",Lille,Ligue 1,2020-2021
9,Jonathan Ikoné,,"€ 27,692","€ 1,440,000",RW,22,Starter,"Jun 30, 2023",3-yrs,"€ 4,320,000",Lille,Ligue 1,2020-2021
10,Luiz Araújo,,"€ 27,692","€ 1,440,000",RW,24,Starter,"Jun 30, 2022",2-yrs,"€ 2,880,000",Lille,Ligue 1,2020-2021
11,Yusuf Yazici,,"€ 20,192","€ 1,050,000",SS,24,Reserve,"Jun 30, 2024",4-yrs,"€ 4,200,000",Lille,Ligue 1,2020-2021
12,Zeki Celik,,"€ 17,308","€ 900,000",RB,23,Starter,"Jun 30, 2023",3-yrs,"€ 2,700,000",Lille,Ligue 1,2020-2021
13,Jérémy Pied,,"€ 16,923","€ 880,000",RB,31,Reserve,"Jun 30, 2022",2-yrs,"€ 1,760,000",Lille,Ligue 1,2020-2021
14,Boubakary Soumaré,,"€ 13,846","€ 720,000",DM,21,Reserve,"Jun 30, 2022",2-yrs,"€ 1,440,000",Lille,Ligue 1,2020-2021
15,Timothy Weah,,"€ 13,462","€ 700,000",CF,20,Reserve,"Jun 30, 2024",4-yrs,"€ 2,800,000",Lille,Ligue 1,2020-2021
16,Domagoj Bradaric,,"€ 9,808","€ 510,000",LB,21,Reserve,"Jun 30, 2024",4-yrs,"€ 2,040,000",Lille,Ligue 1,2020-2021
17,Sven Botman,,"€ 7,115","€ 370,000",CB,21,Starter,"Jun 30, 2025",5-yrs,"€ 1,850,000",Lille,Ligue 1,2020-2021
18,Tiago Djaló,,"€ 6,346","€ 330,000",CB,20,Reserve,"Jun 30, 2024",4-yrs,"€ 1,320,000",Lille,Ligue 1,2020-2021
19,Reinildo Mandava,,"€ 3,654","€ 190,000",LB,27,Starter,"Jun 30, 2022",2-yrs,"€ 380,000",Lille,Ligue 1,2020-2021
20,Lucas Chevalier,,"€ 3,269","€ 170,000",GK,19,Reserve,"Jun 30, 2024",4-yrs,"€ 680,000",Lille,Ligue 1,2020-2021
21,Isaac Lihadji,,"€ 2,885","€ 150,000",RW,18,Reserve,"Jun 30, 2023",3-yrs,"€ 450,000",Lille,Ligue 1,2020-2021
22,Eugenio Pizzuto,,€ 769,"€ 40,000",DM,18,Reserve,"Jun 30, 2025",5-yrs,"€ 200,000",Lille,Ligue 1,2020-2021
