club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Lúcio,26,Centre-Back,Bay. Leverkusen,£10.80m,in,Summer,10.8,1 Bundesliga,2004,2004/2005
Bayern Munich,Torsten Frings,27,Defensive Midfield,Bor. Dortmund,£8.33m,in,Summer,8.33,1 Bundesliga,2004,2004/2005
Bayern Munich,Andreas Görlitz,22,Right-Back,1860 Munich,£2.25m,in,Summer,2.25,1 Bundesliga,2004,2004/2005
Bayern Munich,Vahid Hashemian,27,Centre-Forward,VfL Bochum,£1.80m,in,Summer,1.8,1 Bundesliga,2004,2004/2005
Bayern Munich,Paolo Guerrero,20,Centre-Forward,FC Bayern II,-,in,Summer,0,1 Bundesliga,2004,2004/2005
Bayern Munich,Bixente Lizarazu,34,Left-Back,Marseille,Free transfer,out,Summer,0,1 Bundesliga,2004,2004/2005
Bayern Munich,Christian Lell,19,Right-Back,1. FC Köln,Loan fee:£23Th.,out,Summer,0.023,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Sascha Rammel,19,Attacking Midfield,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Marc-André Kruska,17,Central Midfield,B. Dortmund U17,-,in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Markus Brzenska,20,Centre-Back,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Florian Kringe,21,Central Midfield,1. FC Köln,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Sunday Oliseh,29,Defensive Midfield,VfL Bochum,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Conor Casey,22,Centre-Forward,Karlsruher SC,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Emmanuel Krontiris,21,Centre-Forward,Alem. Aachen,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Torsten Frings,27,Defensive Midfield,Bayern Munich,£8.33m,out,Summer,8.33,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Conor Casey,23,Centre-Forward,1.FSV Mainz 05,£450Th.,out,Summer,0.45,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Emmanuel Krontiris,21,Centre-Forward,1860 Munich,£360Th.,out,Summer,0.36,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Stefan Reuter,37,Right Midfield,Retired,-,out,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Heiko Herrlich,32,Centre-Forward,Retired,-,out,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Flávio Conceição,30,Central Midfield,Real Madrid,"End of loanJun 30, 2004",out,Summer,0,1 Bundesliga,2004,2004/2005
Borussia Dortmund,Léandro,27,Left Midfield,Atlético-MG,"End of loanJun 30, 2004",out,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Paul Freier,24,Right Midfield,VfL Bochum,£3.15m,in,Summer,3.15,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Tranquillo Barnetta,19,Attacking Midfield,FC St. Gallen,£225Th.,in,Summer,0.225,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Jacek Krzynowek,28,Left Midfield,1.FC Nuremberg,Free transfer,in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Roque Júnior,27,Centre-Back,AC Milan,Free transfer,in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Andriy Voronin,24,Second Striker,1. FC Köln,?,in,Summer,NA,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Sezer Öztürk,18,Attacking Midfield,Leverkusen II,-,in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Markus Daun,23,Centre-Forward,Werder Bremen,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Michael Zepek,23,Centre-Back,Karlsruher SC,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Thomas Brdaric,29,Centre-Forward,Hannover 96,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Jan Simak,25,Attacking Midfield,Hannover 96,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Tom Starke,23,Goalkeeper,Hamburger SV,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Ingo Hertzsch,26,Centre-Back,E. Frankfurt,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Christoph Preuß,22,Defensive Midfield,E. Frankfurt,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Anel Dzaka,23,Attacking Midfield,VfL Osnabrück,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Thorsten Burkhardt,23,Central Midfield,Greuther Fürth,"End of loanJun 30, 2004",in,Summer,0,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Lúcio,26,Centre-Back,Bayern Munich,£10.80m,out,Summer,10.8,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Landon Donovan,23,Second Striker,LA Galaxy,£900Th.,out,Summer,0.9,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Christoph Preuß,22,Defensive Midfield,VfL Bochum,£900Th.,out,Summer,0.9,1 Bundesliga,2004,2004/2005
Bayer 04 Leverkusen,Thomas Brdaric,29,Centre-Forward,VfL Wolfsburg,£900Th.,out,Summer,0.9,1 Bundesliga,2004,2004/2005
