,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jagos Vukovic,"€ 29,481","€ 1,533,000","€ 1,540,246",D,29,Serbia,Hellas Verona,Serie A,2017-2018
1,Rômulo,"€ 28,192","€ 1,466,000","€ 1,472,930",M,30,Italy,Hellas Verona,Serie A,2017-2018
2,Martín Cáceres,"€ 24,673","€ 1,283,000","€ 1,289,065",D,30,Uruguay,Hellas Verona,Serie A,2017-2018
3,Alessio Cerci,"€ 24,673","€ 1,283,000","€ 1,289,065",F,29,Italy,Hellas Verona,Serie A,2017-2018
4,Moise Kean,"€ 19,385","€ 1,008,000","€ 1,012,765",F,17,Italy,Hellas Verona,Serie A,2017-2018
5,Rolando Aarons,"€ 15,558","€ 809,000","€ 812,824",F,21,England,Hellas Verona,Serie A,2017-2018
6,Thomas Heurtaux,"€ 14,096","€ 733,000","€ 736,465",D,28,France,Hellas Verona,Serie A,2017-2018
7,Ryder Matos,"€ 14,096","€ 733,000","€ 736,465",F,24,Brazil,Hellas Verona,Serie A,2017-2018
8,Alex Ferrari,"€ 14,096","€ 733,000","€ 736,465",D,23,Italy,Hellas Verona,Serie A,2017-2018
9,Daniel Bessa,"€ 14,096","€ 733,000","€ 736,465",M,24,Italy,Hellas Verona,Serie A,2017-2018
10,Matteo Bianchetti,"€ 14,096","€ 733,000","€ 736,465",D,24,Italy,Hellas Verona,Serie A,2017-2018
11,Samuel Souprayen,"€ 12,327","€ 641,000","€ 644,030",D,28,France,Hellas Verona,Serie A,2017-2018
12,Marco Fossati,"€ 12,327","€ 641,000","€ 644,030",M,24,Italy,Hellas Verona,Serie A,2017-2018
13,Mattia Valoti,"€ 10,558","€ 549,000","€ 551,595",M,23,Italy,Hellas Verona,Serie A,2017-2018
14,Marcel Büchel,"€ 10,558","€ 549,000","€ 551,595",M,26,Liechtenstein,Hellas Verona,Serie A,2017-2018
15,Bruno Petkovic,"€ 10,558","€ 549,000","€ 551,595",F,22,Croatia,Hellas Verona,Serie A,2017-2018
16,Seung-woo Lee,"€ 8,808","€ 458,000","€ 460,165",F,19,South Korea,Hellas Verona,Serie A,2017-2018
17,Antonio Caracciolo,"€ 8,808","€ 458,000","€ 460,165",D,27,Italy,Hellas Verona,Serie A,2017-2018
18,Nícolas,"€ 8,808","€ 458,000","€ 460,165",K,29,Brazil,Hellas Verona,Serie A,2017-2018
19,Daniele Verde,"€ 7,750","€ 403,000","€ 404,905",F,21,Italy,Hellas Verona,Serie A,2017-2018
20,Gian Filippo Felicioli,"€ 6,346","€ 330,000","€ 331,560",D,19,Italy,Hellas Verona,Serie A,2017-2018
21,Mattia Zaccagni,"€ 6,346","€ 330,000","€ 331,560",M,22,Italy,Hellas Verona,Serie A,2017-2018
22,Mohamed Fares,"€ 5,635","€ 293,000","€ 294,385",M,21,Algeria,Hellas Verona,Serie A,2017-2018
23,Ferdinando Coppola,"€ 4,231","€ 220,000","€ 221,040",K,39,Italy,Hellas Verona,Serie A,2017-2018
24,Simon Laner,"€ 4,231","€ 220,000","€ 221,040",M,33,Italy,Hellas Verona,Serie A,2017-2018
25,Simone Calvano,"€ 3,673","€ 191,000","€ 191,903",M,23,Italy,Hellas Verona,Serie A,2017-2018
26,Franco Zuculini,"€ 3,519","€ 183,000","€ 183,865",M,26,Argentina,Hellas Verona,Serie A,2017-2018
27,Enrico Bearzotti,"€ 2,327","€ 121,000","€ 121,572",M,20,Italy,Hellas Verona,Serie A,2017-2018
28,Deian Boldor,"€ 1,692","€ 88,000","€ 88,416",D,22,Romania,Hellas Verona,Serie A,2017-2018
29,Lubomir Tupta,€ 885,"€ 46,000","€ 46,217",F,19,Slovakia,Hellas Verona,Serie A,2017-2018
30,Simon Stefanec,€ 558,"€ 29,000","€ 29,137",M,18,Slovakia,Hellas Verona,Serie A,2017-2018
31,Andrea Danzi,€ 250,"€ 13,000","€ 13,061",M,18,Italy,Hellas Verona,Serie A,2017-2018
32,Marco Silvestri,€ 250,"€ 13,000","€ 13,061",K,26,Italy,Hellas Verona,Serie A,2017-2018
33,Marash Kumbulla,€ 250,"€ 13,000","€ 13,061",D,17,Albania,Hellas Verona,Serie A,2017-2018
34,Nicola Borghetto,€ 38,"€ 2,000","€ 2,009",K,17,Italy,Hellas Verona,Serie A,2017-2018
35,Giampaolo Pazzini,€ 0,€ 0,€ 0,F,32,Italy,Hellas Verona,Serie A,2017-2018
36,Alejandro González,€ 0,€ 0,€ 0,D,29,Uruguay,Hellas Verona,Serie A,2017-2018
37,Riccardo Brosco,€ 0,€ 0,€ 0,D,26,Italy,Hellas Verona,Serie A,2017-2018
38,Bruno Zuculini,€ 0,€ 0,€ 0,M,24,Argentina,Hellas Verona,Serie A,2017-2018
39,Michelangelo Albertazzi,€ 0,€ 0,€ 0,D,26,Italy,Hellas Verona,Serie A,2017-2018
40,Nicolò Cherubin,€ 0,€ 0,€ 0,D,30,Italy,Hellas Verona,Serie A,2017-2018
