,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Josip Ilicic,"€ 35,250","€ 1,833,000","€ 1,841,665",F,29,Slovenia,Atalanta,Serie A,2017-2018
1,Rafael Tolói,"€ 28,192","€ 1,466,000","€ 1,472,930",D,26,Brazil,Atalanta,Serie A,2017-2018
2,Andreas Cornelius,"€ 24,673","€ 1,283,000","€ 1,289,065",F,24,Denmark,Atalanta,Serie A,2017-2018
3,Marten de Roon,"€ 24,673","€ 1,283,000","€ 1,289,065",M,26,Netherlands,Atalanta,Serie A,2017-2018
4,Mattia Caldara,"€ 24,673","€ 1,283,000","€ 1,289,065",D,23,Italy,Atalanta,Serie A,2017-2018
5,Etrit Berisha,"€ 24,673","€ 1,283,000","€ 1,289,065",K,28,Albania,Atalanta,Serie A,2017-2018
6,Leonardo Spinazzola,"€ 24,673","€ 1,283,000","€ 1,289,065",D,24,Italy,Atalanta,Serie A,2017-2018
7,Jasmin Kurtic,"€ 21,154","€ 1,100,000","€ 1,105,200",M,28,Slovenia,Atalanta,Serie A,2017-2018
8,Andrea Petagna,"€ 21,096","€ 1,097,000","€ 1,102,185",F,22,Italy,Atalanta,Serie A,2017-2018
9,Boukary Dramé,"€ 17,635","€ 917,000","€ 921,335",D,31,Senegal,Atalanta,Serie A,2017-2018
10,Remo Freuler,"€ 17,615","€ 916,000","€ 920,330",M,25,Switzerland,Atalanta,Serie A,2017-2018
11,Andrea Masiello,"€ 17,615","€ 916,000","€ 920,330",D,31,Italy,Atalanta,Serie A,2017-2018
12,Bryan Cristante,"€ 17,615","€ 916,000","€ 920,330",M,22,Italy,Atalanta,Serie A,2017-2018
13,José Luis Palomino,"€ 15,846","€ 824,000","€ 827,895",D,27,Argentina,Atalanta,Serie A,2017-2018
14,João Schmidt,"€ 14,442","€ 751,000","€ 754,550",M,24,Brazil,Atalanta,Serie A,2017-2018
15,Timothy Castagne,"€ 14,096","€ 733,000","€ 736,465",D,21,Belgium,Atalanta,Serie A,2017-2018
16,Luca Rizzo,"€ 14,096","€ 733,000","€ 736,465",M,25,Italy,Atalanta,Serie A,2017-2018
17,Pierluigi Gollini,"€ 14,096","€ 733,000","€ 736,465",K,22,Italy,Atalanta,Serie A,2017-2018
18,Riccardo Orsolini,"€ 14,096","€ 733,000","€ 736,465",F,20,Italy,Atalanta,Serie A,2017-2018
19,Hans Hateboer,"€ 10,558","€ 549,000","€ 551,595",D,23,Netherlands,Atalanta,Serie A,2017-2018
20,Robin Gosens,"€ 10,558","€ 549,000","€ 551,595",D,22,Germany,Atalanta,Serie A,2017-2018
21,Alessandro Bastoni,"€ 8,808","€ 458,000","€ 460,165",D,18,Italy,Atalanta,Serie A,2017-2018
22,Nicolas Haas,"€ 7,038","€ 366,000","€ 367,730",M,21,Switzerland,Atalanta,Serie A,2017-2018
23,Gianluca Mancini,"€ 7,038","€ 366,000","€ 367,730",D,21,Italy,Atalanta,Serie A,2017-2018
24,Francesco Rossi,"€ 3,462","€ 180,000","€ 180,851",K,26,Italy,Atalanta,Serie A,2017-2018
25,Filippo Melegoni,"€ 1,058","€ 55,000","€ 55,260",M,18,Italy,Atalanta,Serie A,2017-2018
26,Dejan Kulusevski,€ 904,"€ 47,000","€ 47,222",M,17,Sweden,Atalanta,Serie A,2017-2018
27,Musa Barrow,€ 846,"€ 44,000","€ 44,208",F,18,The Gambia,Atalanta,Serie A,2017-2018
28,Lorenzo Peli,€ 250,"€ 13,000","€ 13,061",F,17,Italy,Atalanta,Serie A,2017-2018
29,Thomas Bolis,€ 250,"€ 13,000","€ 13,061",M,18,Italy,Atalanta,Serie A,2017-2018
30,Andrea Colpani,€ 250,"€ 13,000","€ 13,061",M,18,Italy,Atalanta,Serie A,2017-2018
31,Enrico Del Prato,€ 250,"€ 13,000","€ 13,061",M,17,Italy,Atalanta,Serie A,2017-2018
32,Salvatore Elia,€ 250,"€ 13,000","€ 13,061",F,18,Italy,Atalanta,Serie A,2017-2018
33,Emmanuel Latte Lath,€ 0,€ 0,€ 0,F,18,Cote d'Ivoire,Atalanta,Serie A,2017-2018
34,Papu Gómez,€ 0,€ 0,€ 0,F,29,Argentina,Atalanta,Serie A,2017-2018
35,Luca Vido,€ 0,€ 0,€ 0,F,20,Italy,Atalanta,Serie A,2017-2018
36,Matteo Pessina,€ 0,€ 0,€ 0,M,20,Italy,Atalanta,Serie A,2017-2018
