,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Marco Borriello,"€ 45,769","€ 2,380,000","€ 2,391,250",F,35,Italy,Spal,Serie A,2017-2018
1,Alberto Paloschi,"€ 35,250","€ 1,833,000","€ 1,841,665",F,27,Italy,Spal,Serie A,2017-2018
2,Jasmin Kurtic,"€ 21,154","€ 1,100,000","€ 1,105,200",M,28,Slovenia,Spal,Serie A,2017-2018
3,Boukary Dramé,"€ 17,635","€ 917,000","€ 921,335",D,31,Senegal,Spal,Serie A,2017-2018
4,Alberto Grassi,"€ 17,615","€ 916,000","€ 920,330",M,22,Italy,Spal,Serie A,2017-2018
5,Everton Luiz,"€ 14,846","€ 772,000","€ 775,649",M,29,Brazil,Spal,Serie A,2017-2018
6,Luca Rizzo,"€ 14,096","€ 733,000","€ 736,465",M,25,Italy,Spal,Serie A,2017-2018
7,Sergio Floccari,"€ 14,096","€ 733,000","€ 736,465",F,35,Italy,Spal,Serie A,2017-2018
8,Federico Mattiello,"€ 14,096","€ 733,000","€ 736,465",D,21,Italy,Spal,Serie A,2017-2018
9,Federico Viviani,"€ 14,096","€ 733,000","€ 736,465",M,25,Italy,Spal,Serie A,2017-2018
10,Felipe,"€ 14,096","€ 733,000","€ 736,465",D,32,Brazil,Spal,Serie A,2017-2018
11,Manuel Lazzari,"€ 14,096","€ 733,000","€ 736,465",M,23,Italy,Spal,Serie A,2017-2018
12,Mirco Antenucci,"€ 14,096","€ 733,000","€ 736,465",F,32,Italy,Spal,Serie A,2017-2018
13,Pasquale Schiattarella,"€ 14,096","€ 733,000","€ 736,465",M,30,Italy,Spal,Serie A,2017-2018
14,Filippo Costa,"€ 12,327","€ 641,000","€ 644,030",D,22,Italy,Spal,Serie A,2017-2018
15,Bartosz Salamon,"€ 12,327","€ 641,000","€ 644,030",D,26,Poland,Spal,Serie A,2017-2018
16,Federico Bonazzoli,"€ 12,327","€ 641,000","€ 644,030",F,20,Italy,Spal,Serie A,2017-2018
17,Francesco Vicari,"€ 12,269","€ 638,000","€ 641,016",D,22,Italy,Spal,Serie A,2017-2018
18,Pa Konate,"€ 10,558","€ 549,000","€ 551,595",D,23,Guinea,Spal,Serie A,2017-2018
19,Thiago Cionek,"€ 8,827","€ 459,000","€ 461,170",D,31,Poland,Spal,Serie A,2017-2018
20,Alfred Gomis,"€ 8,808","€ 458,000","€ 460,165",K,23,Senegal,Spal,Serie A,2017-2018
21,Alex Meret,"€ 8,808","€ 458,000","€ 460,165",K,20,Italy,Spal,Serie A,2017-2018
22,Sauli Väisänen,"€ 7,019","€ 365,000","€ 366,725",D,23,Finland,Spal,Serie A,2017-2018
23,Lorenco Simic,"€ 5,308","€ 276,000","€ 277,305",D,20,Croatia,Spal,Serie A,2017-2018
24,Gabriele Marchegiani,"€ 5,288","€ 275,000","€ 276,300",K,21,Italy,Spal,Serie A,2017-2018
25,Eros Schiavon,"€ 5,288","€ 275,000","€ 276,300",M,34,Italy,Spal,Serie A,2017-2018
26,Mattia Vitale,"€ 3,346","€ 174,000","€ 174,822",M,19,Italy,Spal,Serie A,2017-2018
27,Giacomo Poluzzi,€ 750,"€ 39,000","€ 39,184",K,29,Italy,Spal,Serie A,2017-2018
28,Giacomo Boccafoglia,€ 558,"€ 29,000","€ 29,137",D,18,Italy,Spal,Serie A,2017-2018
29,Salvatore Esposito,€ 250,"€ 13,000","€ 13,061",M,16,Italy,Spal,Serie A,2017-2018
30,Luca Seri,€ 250,"€ 13,000","€ 13,061",K,17,Italy,Spal,Serie A,2017-2018
31,Gabriel Barbosa,€ 135,"€ 7,000","€ 7,033",F,18,Brazil,Spal,Serie A,2017-2018
32,Alessandro Bellemo,€ 0,€ 0,€ 0,M,21,Italy,Spal,Serie A,2017-2018
33,Leonardo Ubaldi,€ 0,€ 0,€ 0,F,17,Italy,Spal,Serie A,2017-2018
34,Lorenzo Polvani,€ 0,€ 0,€ 0,D,22,Italy,Spal,Serie A,2017-2018
35,Luca Mora,€ 0,€ 0,€ 0,M,29,Italy,Spal,Serie A,2017-2018
36,Francesco Pio Russo,€ 0,€ 0,€ 0,F,18,Italy,Spal,Serie A,2017-2018
37,Fabio Della Giovanna,€ 0,€ 0,€ 0,D,20,Italy,Spal,Serie A,2017-2018
38,Marios Oikonomou,€ 0,€ 0,€ 0,D,24,Greece,Spal,Serie A,2017-2018
39,Michele Cremonesi,€ 0,€ 0,€ 0,D,29,Italy,Spal,Serie A,2017-2018
40,Daniele Gasparetto,€ 0,€ 0,€ 0,D,29,Italy,Spal,Serie A,2017-2018
41,Renato,€ 0,€ 0,€ 0,D,19,Brazil,Spal,Serie A,2017-2018
