,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ante Budimir,"€ 15,846","€ 824,000","€ 827,895",F,25,Croatia,Crotone,Serie A,2017-2018
1,Marcello Trotta,"€ 14,096","€ 733,000","€ 736,465",F,24,Italy,Crotone,Serie A,2017-2018
2,Federico Ricci,"€ 10,558","€ 549,000","€ 551,595",F,23,Italy,Crotone,Serie A,2017-2018
3,Adrian Stoian,"€ 9,865","€ 513,000","€ 515,425",F,26,Romania,Crotone,Serie A,2017-2018
4,Marco Capuano,"€ 8,808","€ 458,000","€ 460,165",D,25,Italy,Crotone,Serie A,2017-2018
5,Arlind Ajeti,"€ 8,808","€ 458,000","€ 460,165",D,23,Albania,Crotone,Serie A,2017-2018
6,Bruno Martella,"€ 8,808","€ 458,000","€ 460,165",D,24,Italy,Crotone,Serie A,2017-2018
7,Federico Ceccherini,"€ 8,808","€ 458,000","€ 460,165",D,25,Italy,Crotone,Serie A,2017-2018
8,Marcus Rohdén,"€ 8,808","€ 458,000","€ 460,165",M,26,Sweden,Crotone,Serie A,2017-2018
9,Daniel Pavlovic,"€ 7,750","€ 403,000","€ 404,905",D,29,Bosnia-Herzegovina,Crotone,Serie A,2017-2018
10,Ahmad Benali,"€ 7,596","€ 395,000","€ 396,867",M,25,Libya,Crotone,Serie A,2017-2018
11,Moussa Diaby,"€ 7,077","€ 368,000","€ 369,740",F,17,France,Crotone,Serie A,2017-2018
12,Marco Festa,"€ 7,038","€ 366,000","€ 367,730",K,25,Italy,Crotone,Serie A,2017-2018
13,Alex Cordaz,"€ 7,038","€ 366,000","€ 367,730",K,34,Italy,Crotone,Serie A,2017-2018
14,Mariano Izco,"€ 7,038","€ 366,000","€ 367,730",M,34,Argentina,Crotone,Serie A,2017-2018
15,Andrea Barberis,"€ 7,038","€ 366,000","€ 367,730",M,23,Italy,Crotone,Serie A,2017-2018
16,Mario Sampirisi,"€ 7,038","€ 366,000","€ 367,730",D,24,Italy,Crotone,Serie A,2017-2018
17,Davide Faraoni,"€ 7,038","€ 366,000","€ 367,730",D,25,Italy,Crotone,Serie A,2017-2018
18,Rolando Mandragora,"€ 7,038","€ 366,000","€ 367,730",M,20,Italy,Crotone,Serie A,2017-2018
19,Simy,"€ 6,346","€ 330,000","€ 331,560",F,25,Nigeria,Crotone,Serie A,2017-2018
20,Marco Tumminello,"€ 6,346","€ 330,000","€ 331,560",F,18,Italy,Crotone,Serie A,2017-2018
21,Andrea Nalini,"€ 6,346","€ 330,000","€ 331,560",F,27,Italy,Crotone,Serie A,2017-2018
22,Stefan Simic,"€ 5,288","€ 275,000","€ 276,300",D,22,Czech Republic,Crotone,Serie A,2017-2018
23,Giovanni Crociata,"€ 3,923","€ 204,000","€ 204,964",M,19,Italy,Crotone,Serie A,2017-2018
24,Luka Markovic,"€ 1,538","€ 80,000","€ 80,378",F,17,Serbia,Crotone,Serie A,2017-2018
25,Aniello Viscovo,"€ 1,058","€ 55,000","€ 55,260",K,18,Italy,Crotone,Serie A,2017-2018
26,Giuseppe Borello,€ 250,"€ 13,000","€ 13,061",F,18,Italy,Crotone,Serie A,2017-2018
27,Giacomo Figliuzzi,€ 250,"€ 13,000","€ 13,061",K,16,Italy,Crotone,Serie A,2017-2018
28,Pasquale Giannotti,€ 250,"€ 13,000","€ 13,061",M,18,Italy,Crotone,Serie A,2017-2018
29,Niccolò Zanellato,€ 250,"€ 13,000","€ 13,061",M,19,Italy,Crotone,Serie A,2017-2018
30,Francesco Latella,€ 250,"€ 13,000","€ 13,061",K,17,Italy,Crotone,Serie A,2017-2018
31,Andrej Kotnik,€ 0,€ 0,€ 0,F,21,Slovenia,Crotone,Serie A,2017-2018
32,Aleksandar Tonev,€ 0,€ 0,€ 0,F,27,Bulgaria,Crotone,Serie A,2017-2018
33,Leandro Cabrera,€ 0,€ 0,€ 0,D,26,Uruguay,Crotone,Serie A,2017-2018
34,Giuseppe Cuomo,€ 0,€ 0,€ 0,D,19,Italy,Crotone,Serie A,2017-2018
35,Cazim Suljic,€ 0,€ 0,€ 0,M,20,Bosnia-Herzegovina,Crotone,Serie A,2017-2018
36,Maxwell Acosty,€ 0,€ 0,€ 0,F,25,Ghana,Crotone,Serie A,2017-2018
37,Aristóteles Romero,€ 0,€ 0,€ 0,M,21,Venezuela,Crotone,Serie A,2017-2018
38,Noë Dussenne,€ 0,€ 0,€ 0,D,25,Belgium,Crotone,Serie A,2017-2018
39,Oliver Kragl,€ 0,€ 0,€ 0,M,27,Germany,Crotone,Serie A,2017-2018
