,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Danilo Cataldi,"€ 52,846","€ 2,748,000","€ 2,760,990",M,22,Italy,Benevento,Serie A,2017-2018
1,Sandro,"€ 33,615","€ 1,748,000","€ 1,756,263",M,28,Brazil,Benevento,Serie A,2017-2018
2,Filip Djuricic,"€ 29,962","€ 1,558,000","€ 1,565,365",F,25,Serbia,Benevento,Serie A,2017-2018
3,Pietro Iemmello,"€ 17,615","€ 916,000","€ 920,330",F,25,Italy,Benevento,Serie A,2017-2018
4,Cheick Diabaté,"€ 16,808","€ 874,000","€ 878,131",F,29,Mali,Benevento,Serie A,2017-2018
5,Achraf Lazaar,"€ 16,673","€ 867,000","€ 871,098",D,25,Morocco,Benevento,Serie A,2017-2018
6,Andrea Costa,"€ 14,096","€ 733,000","€ 736,465",D,31,Italy,Benevento,Serie A,2017-2018
7,Bacary Sagna,"€ 13,827","€ 719,000","€ 722,399",D,34,France,Benevento,Serie A,2017-2018
8,Marco D'Alessandro,"€ 12,346","€ 642,000","€ 645,035",M,26,Italy,Benevento,Serie A,2017-2018
9,Guilherme,"€ 12,327","€ 641,000","€ 644,030",M,26,Brazil,Benevento,Serie A,2017-2018
10,Luca Antei,"€ 12,327","€ 641,000","€ 644,030",D,25,Italy,Benevento,Serie A,2017-2018
11,Gaetano Letizia,"€ 12,327","€ 641,000","€ 644,030",D,27,Italy,Benevento,Serie A,2017-2018
12,Cristiano Lombardi,"€ 8,808","€ 458,000","€ 460,165",F,21,Italy,Benevento,Serie A,2017-2018
13,Vid Belec,"€ 8,808","€ 458,000","€ 460,165",K,27,Slovenia,Benevento,Serie A,2017-2018
14,Massimo Coda,"€ 8,808","€ 458,000","€ 460,165",F,28,Italy,Benevento,Serie A,2017-2018
15,Alin Tosca,"€ 7,442","€ 387,000","€ 388,829",D,25,Romania,Benevento,Serie A,2017-2018
16,Christian Puggioni,"€ 7,058","€ 367,000","€ 368,735",K,36,Italy,Benevento,Serie A,2017-2018
17,Vittorio Parigini,"€ 7,038","€ 366,000","€ 367,730",F,21,Italy,Benevento,Serie A,2017-2018
18,Ledian Memushaj,"€ 7,038","€ 366,000","€ 367,730",M,30,Albania,Benevento,Serie A,2017-2018
19,Alberto Brignoli,"€ 7,038","€ 366,000","€ 367,730",K,25,Italy,Benevento,Serie A,2017-2018
20,Fabio Lucioni,"€ 5,288","€ 275,000","€ 276,300",D,29,Italy,Benevento,Serie A,2017-2018
21,Nicolas Viola,"€ 5,288","€ 275,000","€ 276,300",M,27,Italy,Benevento,Serie A,2017-2018
22,Riccardo Piscitelli,"€ 5,250","€ 273,000","€ 274,290",K,23,Italy,Benevento,Serie A,2017-2018
23,Berat Djimsiti,"€ 4,750","€ 247,000","€ 248,168",D,24,Albania,Benevento,Serie A,2017-2018
24,Lorenzo Venuti,"€ 3,519","€ 183,000","€ 183,865",D,22,Italy,Benevento,Serie A,2017-2018
25,Lorenzo Del Pinto,"€ 3,519","€ 183,000","€ 183,865",M,27,Italy,Benevento,Serie A,2017-2018
26,Enrico Brignola,"€ 1,750","€ 91,000","€ 91,430",F,17,Italy,Benevento,Serie A,2017-2018
27,Bright Gyamfi,"€ 1,750","€ 91,000","€ 91,430",D,21,Ghana,Benevento,Serie A,2017-2018
28,Thomas Candeloro,€ 769,"€ 40,000","€ 40,189",K,17,Switzerland,Benevento,Serie A,2017-2018
29,Alessio Donnarumma,€ 596,"€ 31,000","€ 31,147",M,19,Italy,Benevento,Serie A,2017-2018
30,Christian Rutjens,€ 558,"€ 29,000","€ 29,137",D,19,Spain,Benevento,Serie A,2017-2018
31,Gianluca Volzone,€ 250,"€ 13,000","€ 13,061",K,16,Italy,Benevento,Serie A,2017-2018
32,Giovanni Volpicelli,€ 250,"€ 13,000","€ 13,061",M,17,Italy,Benevento,Serie A,2017-2018
33,Vincenzo Pinto,€ 250,"€ 13,000","€ 13,061",F,16,Italy,Benevento,Serie A,2017-2018
34,Luca Sparandeo,€ 250,"€ 13,000","€ 13,061",D,17,Italy,Benevento,Serie A,2017-2018
35,Michele Camporese,€ 0,€ 0,€ 0,D,25,Italy,Benevento,Serie A,2017-2018
36,Mirko Eramo,€ 0,€ 0,€ 0,M,27,Italy,Benevento,Serie A,2017-2018
37,Raman Chibsah,€ 0,€ 0,€ 0,M,24,Ghana,Benevento,Serie A,2017-2018
38,Gianluca Di Chiara,€ 0,€ 0,€ 0,D,23,Italy,Benevento,Serie A,2017-2018
39,Samuel Armenteros,€ 0,€ 0,€ 0,F,27,Sweden,Benevento,Serie A,2017-2018
40,George Puscas,€ 0,€ 0,€ 0,F,21,Romania,Benevento,Serie A,2017-2018
41,Siriki Sanogo,€ 0,€ 0,€ 0,M,15,Cote d'Ivoire,Benevento,Serie A,2017-2018
42,Fabio Ceravolo,€ 0,€ 0,€ 0,F,30,Italy,Benevento,Serie A,2017-2018
43,Andrew Gravillon,€ 0,€ 0,€ 0,D,19,Guadeloupe,Benevento,Serie A,2017-2018
44,Amato Ciciretti,€ 0,€ 0,€ 0,F,23,Italy,Benevento,Serie A,2017-2018
45,Mamadou Kanoute,€ 0,€ 0,€ 0,F,23,Senegal,Benevento,Serie A,2017-2018
46,Karamoko Cissé,€ 0,€ 0,€ 0,F,28,Guinea,Benevento,Serie A,2017-2018
47,Jean-Claude Billong,€ 0,€ 0,€ 0,D,23,France,Benevento,Serie A,2017-2018
