,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Harry Kane,"£ 200,000","£ 10,400,000","£ 10,502,907",F,24,England,Tottenham,Premier League,2018-2019
1,Dele Alli,"£ 100,000","£ 5,200,000","£ 5,251,453",M,22,England,Tottenham,Premier League,2018-2019
2,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,251,453",K,31,France,Tottenham,Premier League,2018-2019
3,Heung-min Son,"£ 95,000","£ 4,940,000","£ 4,988,881",F,25,South Korea,Tottenham,Premier League,2018-2019
4,Jan Vertonghen,"£ 89,769","£ 4,668,000","£ 4,714,189",D,31,Belgium,Tottenham,Premier League,2018-2019
5,Lucas Moura,"£ 80,000","£ 4,160,000","£ 4,201,163",F,25,Brazil,Tottenham,Premier League,2018-2019
6,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,201,163",M,28,France,Tottenham,Premier League,2018-2019
7,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,201,163",F,26,Argentina,Tottenham,Premier League,2018-2019
8,Fernando Llorente,"£ 75,000","£ 3,900,000","£ 3,938,590",F,33,Spain,Tottenham,Premier League,2018-2019
9,Christian Eriksen,"£ 75,000","£ 3,900,000","£ 3,938,590",M,26,Denmark,Tottenham,Premier League,2018-2019
10,Serge Aurier,"£ 70,000","£ 3,640,000","£ 3,676,017",D,25,Cote d'Ivoire,Tottenham,Premier League,2018-2019
11,Victor Wanyama,"£ 65,000","£ 3,380,000","£ 3,413,445",M,27,Kenya,Tottenham,Premier League,2018-2019
12,Kieran Trippier,"£ 65,000","£ 3,380,000","£ 3,413,445",D,27,England,Tottenham,Premier League,2018-2019
13,Davinson Sánchez,"£ 65,000","£ 3,380,000","£ 3,413,445",D,22,Colombia,Tottenham,Premier League,2018-2019
14,Ben Davies,"£ 60,000","£ 3,120,000","£ 3,150,872",D,25,Wales,Tottenham,Premier League,2018-2019
15,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,150,872",D,27,England,Tottenham,Premier League,2018-2019
16,Eric Dier,"£ 60,000","£ 3,120,000","£ 3,150,872",M,24,England,Tottenham,Premier League,2018-2019
17,Mousa Dembélé,"£ 55,000","£ 2,860,000","£ 2,888,299",M,30,Belgium,Tottenham,Premier League,2018-2019
18,Toby Alderweireld,"£ 50,000","£ 2,600,000","£ 2,625,727",D,29,Belgium,Tottenham,Premier League,2018-2019
19,Harry Winks,"£ 50,000","£ 2,600,000","£ 2,625,727",M,22,England,Tottenham,Premier League,2018-2019
20,Michel Vorm,"£ 40,000","£ 2,080,000","£ 2,100,581",K,34,Netherlands,Tottenham,Premier League,2018-2019
21,Georges-Kevin N'Koudou,"£ 35,000","£ 1,820,000","£ 1,838,009",F,23,France,Tottenham,Premier League,2018-2019
22,Vincent Janssen,"£ 34,000","£ 1,768,000","£ 1,785,494",F,24,Netherlands,Tottenham,Premier League,2018-2019
23,Juan Foyth,"£ 21,596","£ 1,123,000","£ 1,134,112",D,20,Argentina,Tottenham,Premier League,2018-2019
24,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,050,291",D,21,England,Tottenham,Premier League,2018-2019
25,Paulo Gazzaniga,"£ 20,000","£ 1,040,000","£ 1,050,291",K,26,Argentina,Tottenham,Premier League,2018-2019
26,Luke Amos,"£ 5,000","£ 260,000","£ 262,573",M,21,England,Tottenham,Premier League,2018-2019
27,Alfie Whiteman,"£ 1,500","£ 78,000","£ 78,772",K,19,England,Tottenham,Premier League,2018-2019
28,Oliver Skipp,"£ 1,500","£ 78,000","£ 78,772",M,17,England,Tottenham,Premier League,2018-2019
29,George Marsh,£ 596,"£ 31,000","£ 31,307",M,19,England,Tottenham,Premier League,2018-2019
30,Kazaiah Sterling,£ 0,£ 0,£ 0,F,19,England,Tottenham,Premier League,2018-2019
31,Timothy Eyoma,£ 0,£ 0,£ 0,D,18,England,Tottenham,Premier League,2018-2019
32,Josh Onomah,£ 0,£ 0,£ 0,M,21,England,Tottenham,Premier League,2018-2019
33,Cameron Carter-Vickers,£ 0,£ 0,£ 0,D,20,United States,Tottenham,Premier League,2018-2019
