,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Mohamed Salah,"£ 200,000","£ 10,400,000","£ 10,502,907",F,26,Egypt,Liverpool,Premier League,2018-2019
1,Roberto Firmino,"£ 180,000","£ 9,360,000","£ 9,452,616",F,26,Brazil,Liverpool,Premier League,2018-2019
2,Virgil van Dijk,"£ 180,000","£ 9,360,000","£ 9,452,616",D,26,Netherlands,Liverpool,Premier League,2018-2019
3,James Milner,"£ 140,000","£ 7,280,000","£ 7,352,035",M,32,England,Liverpool,Premier League,2018-2019
4,Jordan Henderson,"£ 140,000","£ 7,280,000","£ 7,352,035",M,28,England,Liverpool,Premier League,2018-2019
5,Daniel Sturridge,"£ 130,000","£ 6,760,000","£ 6,826,889",F,28,England,Liverpool,Premier League,2018-2019
6,Naby Keïta,"£ 120,000","£ 6,240,000","£ 6,301,744",M,23,Guinea,Liverpool,Premier League,2018-2019
7,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,301,744",M,24,England,Liverpool,Premier League,2018-2019
8,Adam Lallana,"£ 110,000","£ 5,720,000","£ 5,776,599",M,30,England,Liverpool,Premier League,2018-2019
9,Fabinho,"£ 100,000","£ 5,200,000","£ 5,251,453",M,24,Brazil,Liverpool,Premier League,2018-2019
10,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,251,453",F,26,Senegal,Liverpool,Premier League,2018-2019
11,Joel Matip,"£ 100,000","£ 5,200,000","£ 5,251,453",D,26,Cameroon,Liverpool,Premier League,2018-2019
12,Dejan Lovren,"£ 100,000","£ 5,200,000","£ 5,251,453",D,28,Croatia,Liverpool,Premier League,2018-2019
13,Alisson,"£ 90,000","£ 4,680,000","£ 4,726,308",K,25,Brazil,Liverpool,Premier League,2018-2019
14,Xherdan Shaqiri,"£ 80,000","£ 4,160,000","£ 4,201,163",F,26,Switzerland,Liverpool,Premier League,2018-2019
15,Nathaniel Clyne,"£ 75,000","£ 3,900,000","£ 3,938,590",D,27,England,Liverpool,Premier League,2018-2019
16,Georginio Wijnaldum,"£ 75,000","£ 3,900,000","£ 3,938,590",M,27,Netherlands,Liverpool,Premier League,2018-2019
17,Danny Ings,"£ 75,000","£ 3,900,000","£ 3,938,590",F,25,England,Liverpool,Premier League,2018-2019
18,Alberto Moreno,"£ 65,000","£ 3,380,000","£ 3,413,445",D,25,Spain,Liverpool,Premier League,2018-2019
19,Simon Mignolet,"£ 60,000","£ 3,120,000","£ 3,150,872",K,30,Belgium,Liverpool,Premier League,2018-2019
20,Andrew Robertson,"£ 50,000","£ 2,600,000","£ 2,625,727",D,24,Scotland,Liverpool,Premier League,2018-2019
21,Divock Origi,"£ 45,000","£ 2,340,000","£ 2,363,154",F,23,Belgium,Liverpool,Premier League,2018-2019
22,Trent Alexander-Arnold,"£ 40,000","£ 2,080,000","£ 2,100,581",D,19,England,Liverpool,Premier League,2018-2019
23,Joe Gomez,"£ 28,000","£ 1,456,000","£ 1,470,407",D,21,England,Liverpool,Premier League,2018-2019
24,Dominic Solanke,"£ 25,000","£ 1,300,000","£ 1,312,863",F,20,England,Liverpool,Premier League,2018-2019
25,Ben Woodburn,"£ 12,000","£ 624,000","£ 630,174",F,18,Wales,Liverpool,Premier League,2018-2019
26,Connor Randall,"£ 4,000","£ 208,000","£ 210,058",D,22,England,Liverpool,Premier League,2018-2019
27,Caoimhin Kelleher,"£ 3,000","£ 156,000","£ 157,544",K,19,Ireland,Liverpool,Premier League,2018-2019
28,Isaac Christie-Davies,"£ 1,750","£ 91,000","£ 91,900",M,20,Wales,Liverpool,Premier League,2018-2019
29,Rafael Camacho,£ 769,"£ 40,000","£ 40,396",M,18,Portugal,Liverpool,Premier League,2018-2019
30,Curtis Jones,£ 769,"£ 40,000","£ 40,396",M,17,England,Liverpool,Premier League,2018-2019
31,Rhian Brewster,£ 769,"£ 40,000","£ 40,396",F,18,England,Liverpool,Premier League,2018-2019
32,Ki-Jana Hoever,£ 96,"£ 5,000","£ 5,049",D,16,Netherlands,Liverpool,Premier League,2018-2019
33,Ádám Bogdán,£ 0,£ 0,£ 0,K,30,Hungary,Liverpool,Premier League,2018-2019
34,Loris Karius,£ 0,£ 0,£ 0,K,25,Germany,Liverpool,Premier League,2018-2019
35,Kamil Grabara,£ 0,£ 0,£ 0,K,19,Poland,Liverpool,Premier League,2018-2019
36,Sheyi Ojo,£ 0,£ 0,£ 0,F,21,England,Liverpool,Premier League,2018-2019
37,Harry Wilson,£ 0,£ 0,£ 0,F,21,Wales,Liverpool,Premier League,2018-2019
38,Marko Grujic,£ 0,£ 0,£ 0,M,22,Serbia,Liverpool,Premier League,2018-2019
