,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Bernard,"£ 120,000","£ 6,240,000","£ 6,301,744",F,25,Brazil,Everton,Premier League,2018-2019
1,Yerry Mina,"£ 120,000","£ 6,240,000","£ 6,301,744",D,23,Colombia,Everton,Premier League,2018-2019
2,André Gomes,"£ 112,212","£ 5,835,000","£ 5,892,737",M,24,Portugal,Everton,Premier League,2018-2019
3,Jordan Pickford,"£ 100,000","£ 5,200,000","£ 5,251,453",K,24,England,Everton,Premier League,2018-2019
4,Theo Walcott,"£ 100,000","£ 5,200,000","£ 5,251,453",F,29,England,Everton,Premier League,2018-2019
5,Gylfi Sigurdsson,"£ 100,000","£ 5,200,000","£ 5,251,453",M,28,Iceland,Everton,Premier League,2018-2019
6,Morgan Schneiderlin,"£ 100,000","£ 5,200,000","£ 5,251,453",M,28,France,Everton,Premier League,2018-2019
7,Lucas Digne,"£ 90,000","£ 4,680,000","£ 4,726,308",D,24,France,Everton,Premier League,2018-2019
8,Richarlison,"£ 90,000","£ 4,680,000","£ 4,726,308",F,21,Brazil,Everton,Premier League,2018-2019
9,Idrissa Gueye,"£ 70,000","£ 3,640,000","£ 3,676,017",M,28,Senegal,Everton,Premier League,2018-2019
10,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,676,017",D,29,Ireland,Everton,Premier League,2018-2019
11,Leighton Baines,"£ 65,000","£ 3,380,000","£ 3,413,445",D,33,England,Everton,Premier League,2018-2019
12,Michael Keane,"£ 60,000","£ 3,120,000","£ 3,150,872",D,25,England,Everton,Premier League,2018-2019
13,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,150,872",F,27,Turkey,Everton,Premier League,2018-2019
14,Oumar Niasse,"£ 50,000","£ 2,600,000","£ 2,625,727",F,28,Senegal,Everton,Premier League,2018-2019
15,Phil Jagielka,"£ 50,000","£ 2,600,000","£ 2,625,727",D,35,England,Everton,Premier League,2018-2019
16,James McCarthy,"£ 50,000","£ 2,600,000","£ 2,625,727",M,27,Ireland,Everton,Premier League,2018-2019
17,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,415,669",D,23,France,Everton,Premier League,2018-2019
18,Maarten Stekelenburg,"£ 30,000","£ 1,560,000","£ 1,575,436",K,35,Netherlands,Everton,Premier League,2018-2019
19,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,312,863",M,20,England,Everton,Premier League,2018-2019
20,Mason Holgate,"£ 25,000","£ 1,300,000","£ 1,312,863",D,21,England,Everton,Premier League,2018-2019
21,Ademola Lookman,"£ 23,000","£ 1,196,000","£ 1,207,834",F,20,England,Everton,Premier League,2018-2019
22,Brendan Galloway,"£ 22,500","£ 1,170,000","£ 1,181,577",D,22,England,Everton,Premier League,2018-2019
23,Dominic Calvert-Lewin,"£ 20,000","£ 1,040,000","£ 1,050,291",F,21,England,Everton,Premier League,2018-2019
24,Kieran Dowell,"£ 15,000","£ 780,000","£ 787,718",M,20,England,Everton,Premier League,2018-2019
25,Jonjoe Kenny,"£ 15,000","£ 780,000","£ 787,718",D,21,England,Everton,Premier League,2018-2019
26,Beni Baningime,"£ 8,000","£ 416,000","£ 420,116",M,19,Democratic Republic of the Congo,Everton,Premier League,2018-2019
27,Tyias Browning,"£ 7,500","£ 390,000","£ 393,859",D,24,England,Everton,Premier League,2018-2019
28,João Virgínia,"£ 4,000","£ 208,000","£ 210,058",K,18,Portugal,Everton,Premier League,2018-2019
29,Matthew Pennington,£ 0,£ 0,£ 0,D,23,England,Everton,Premier League,2018-2019
30,Henry Onyekuru,£ 0,£ 0,£ 0,F,21,Nigeria,Everton,Premier League,2018-2019
31,Kevin Mirallas,£ 0,£ 0,£ 0,F,30,Belgium,Everton,Premier League,2018-2019
32,Luke Garbutt,£ 0,£ 0,£ 0,D,25,England,Everton,Premier League,2018-2019
33,Cuco Martina,£ 0,£ 0,£ 0,D,28,Curacao,Everton,Premier League,2018-2019
34,Muhamed Besic,£ 0,£ 0,£ 0,M,25,Bosnia-Herzegovina,Everton,Premier League,2018-2019
35,Nikola Vlasic,£ 0,£ 0,£ 0,M,20,Croatia,Everton,Premier League,2018-2019
36,Ashley Williams,£ 0,£ 0,£ 0,D,33,Wales,Everton,Premier League,2018-2019
37,Sandro Ramírez,£ 0,£ 0,£ 0,F,22,Spain,Everton,Premier League,2018-2019
38,Shani Tarashaj,£ 0,£ 0,£ 0,F,23,Switzerland,Everton,Premier League,2018-2019
39,Yannick Bolasie,£ 0,£ 0,£ 0,F,29,Democratic Republic of the Congo,Everton,Premier League,2018-2019
