,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Wilfried Zaha,"£ 130,000","£ 6,760,000","£ 6,826,889",F,25,Cote d'Ivoire,Crystal Palace,Premier League,2018-2019
1,Max Meyer,"£ 125,000","£ 6,500,000","£ 6,564,317",M,22,Germany,Crystal Palace,Premier League,2018-2019
2,Christian Benteke,"£ 120,000","£ 6,240,000","£ 6,301,744",F,27,Belgium,Crystal Palace,Premier League,2018-2019
3,Mamadou Sakho,"£ 100,000","£ 5,200,000","£ 5,251,453",D,28,France,Crystal Palace,Premier League,2018-2019
4,Cheikhou Kouyaté,"£ 65,000","£ 3,380,000","£ 3,413,445",M,28,Senegal,Crystal Palace,Premier League,2018-2019
5,Scott Dann,"£ 60,000","£ 3,120,000","£ 3,150,872",D,31,England,Crystal Palace,Premier League,2018-2019
6,Connor Wickham,"£ 60,000","£ 3,120,000","£ 3,150,872",F,25,England,Crystal Palace,Premier League,2018-2019
7,Vicente Guaita,"£ 60,000","£ 3,120,000","£ 3,150,872",K,31,Spain,Crystal Palace,Premier League,2018-2019
8,Jeffrey Schlupp,"£ 56,000","£ 2,912,000","£ 2,940,814",M,25,Ghana,Crystal Palace,Premier League,2018-2019
9,Jairo Riedewald,"£ 55,000","£ 2,860,000","£ 2,888,299",D,21,Netherlands,Crystal Palace,Premier League,2018-2019
10,Andros Townsend,"£ 55,000","£ 2,860,000","£ 2,888,299",F,26,England,Crystal Palace,Premier League,2018-2019
11,Luka Milivojevic,"£ 55,000","£ 2,860,000","£ 2,888,299",M,27,Serbia,Crystal Palace,Premier League,2018-2019
12,James McArthur,"£ 55,000","£ 2,860,000","£ 2,888,299",M,30,Scotland,Crystal Palace,Premier League,2018-2019
13,Patrick van Aanholt,"£ 55,000","£ 2,860,000","£ 2,888,299",D,27,Netherlands,Crystal Palace,Premier League,2018-2019
14,James Tomkins,"£ 50,000","£ 2,600,000","£ 2,625,727",D,29,England,Crystal Palace,Premier League,2018-2019
15,Wayne Hennessey,"£ 40,000","£ 2,080,000","£ 2,100,581",K,31,Wales,Crystal Palace,Premier League,2018-2019
16,Jason Puncheon,"£ 35,000","£ 1,820,000","£ 1,838,009",M,32,England,Crystal Palace,Premier League,2018-2019
17,Joel Ward,"£ 35,000","£ 1,820,000","£ 1,838,009",D,28,England,Crystal Palace,Premier League,2018-2019
18,Michy Batshuayi,"£ 35,000","£ 1,820,000","£ 1,838,009",F,24,Belgium,Crystal Palace,Premier League,2018-2019
19,Jordan Ayew,"£ 32,500","£ 1,690,000","£ 1,706,722",F,26,Ghana,Crystal Palace,Premier League,2018-2019
20,Pape Souaré,"£ 30,000","£ 1,560,000","£ 1,575,436",D,28,Senegal,Crystal Palace,Premier League,2018-2019
21,Julián Speroni,"£ 25,000","£ 1,300,000","£ 1,312,863",K,39,Argentina,Crystal Palace,Premier League,2018-2019
22,Martin Kelly,"£ 25,000","£ 1,300,000","£ 1,312,863",D,28,England,Crystal Palace,Premier League,2018-2019
23,Bakary Sako,"£ 21,000","£ 1,092,000","£ 1,102,805",F,30,Mali,Crystal Palace,Premier League,2018-2019
24,Alexander Sörloth,"£ 20,000","£ 1,040,000","£ 1,050,291",F,22,Norway,Crystal Palace,Premier League,2018-2019
25,Aaron Wan-Bissaka,"£ 15,000","£ 780,000","£ 787,718",D,20,England,Crystal Palace,Premier League,2018-2019
26,Jonathan Williams,"£ 15,000","£ 780,000","£ 787,718",M,24,Wales,Crystal Palace,Premier League,2018-2019
27,Sullay Kaikai,"£ 2,500","£ 130,000","£ 131,286",F,22,England,Crystal Palace,Premier League,2018-2019
28,Ryan Inniss,"£ 1,500","£ 78,000","£ 78,772",D,23,England,Crystal Palace,Premier League,2018-2019
29,Sam Woods,"£ 1,000","£ 52,000","£ 52,515",D,19,England,Crystal Palace,Premier League,2018-2019
30,Luke Dreher,£ 808,"£ 42,000","£ 42,416",M,19,England,Crystal Palace,Premier League,2018-2019
31,Giovanni McGregor,£ 750,"£ 39,000","£ 39,386",M,19,England,Crystal Palace,Premier League,2018-2019
32,Joe Tupper,£ 500,"£ 26,000","£ 26,257",K,20,England,Crystal Palace,Premier League,2018-2019
33,Jason Lokilo,£ 0,£ 0,£ 0,F,19,Belgium,Crystal Palace,Premier League,2018-2019
34,Dion Henry,£ 0,£ 0,£ 0,K,20,England,Crystal Palace,Premier League,2018-2019
35,Nya Kirby,£ 0,£ 0,£ 0,M,18,England,Crystal Palace,Premier League,2018-2019
