,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Manolo Gabbiadini,"£ 80,000","£ 4,160,000","£ 4,201,163",F,26,Italy,Southampton,Premier League,2018-2019
1,Danny Ings,"£ 75,000","£ 3,900,000","£ 3,938,590",F,25,England,Southampton,Premier League,2018-2019
2,Fraser Forster,"£ 70,000","£ 3,640,000","£ 3,676,017",K,30,England,Southampton,Premier League,2018-2019
3,Charlie Austin,"£ 70,000","£ 3,640,000","£ 3,676,017",F,28,England,Southampton,Premier League,2018-2019
4,Ryan Bertrand,"£ 70,000","£ 3,640,000","£ 3,676,017",D,28,England,Southampton,Premier League,2018-2019
5,Cédric Soares,"£ 65,000","£ 3,380,000","£ 3,413,445",D,26,Portugal,Southampton,Premier League,2018-2019
6,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,413,445",M,26,Spain,Southampton,Premier League,2018-2019
7,Mario Lemina,"£ 65,000","£ 3,380,000","£ 3,413,445",M,24,Gabon,Southampton,Premier League,2018-2019
8,Wesley Hoedt,"£ 60,000","£ 3,120,000","£ 3,150,872",D,24,Netherlands,Southampton,Premier League,2018-2019
9,Shane Long,"£ 60,000","£ 3,120,000","£ 3,150,872",F,31,Ireland,Southampton,Premier League,2018-2019
10,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,150,872",F,24,England,Southampton,Premier League,2018-2019
11,Mohamed Elyounoussi,"£ 60,000","£ 3,120,000","£ 3,150,872",F,23,Norway,Southampton,Premier League,2018-2019
12,Steven Davis,"£ 60,000","£ 3,120,000","£ 3,150,872",M,33,Northern Ireland,Southampton,Premier League,2018-2019
13,Jannik Vestergaard,"£ 60,000","£ 3,120,000","£ 3,150,872",D,25,Denmark,Southampton,Premier League,2018-2019
14,Alex McCarthy,"£ 50,000","£ 2,600,000","£ 2,625,727",K,28,England,Southampton,Premier League,2018-2019
15,Maya Yoshida,"£ 50,000","£ 2,600,000","£ 2,625,727",D,29,Japan,Southampton,Premier League,2018-2019
16,Pierre-Emile Höjbjerg,"£ 50,000","£ 2,600,000","£ 2,625,727",M,22,Denmark,Southampton,Premier League,2018-2019
17,Stuart Armstrong,"£ 50,000","£ 2,600,000","£ 2,625,727",M,26,Scotland,Southampton,Premier League,2018-2019
18,Jack Stephens,"£ 48,000","£ 2,496,000","£ 2,520,698",D,24,England,Southampton,Premier League,2018-2019
19,James Ward-Prowse,"£ 45,000","£ 2,340,000","£ 2,363,154",M,23,England,Southampton,Premier League,2018-2019
20,Sam Gallagher,"£ 40,000","£ 2,080,000","£ 2,100,581",F,22,England,Southampton,Premier League,2018-2019
21,Angus Gunn,"£ 40,000","£ 2,080,000","£ 2,100,581",K,22,England,Southampton,Premier League,2018-2019
22,Matt Targett,"£ 35,000","£ 1,820,000","£ 1,838,009",D,22,England,Southampton,Premier League,2018-2019
23,Jan Bednarek,"£ 20,000","£ 1,040,000","£ 1,050,291",D,22,Poland,Southampton,Premier League,2018-2019
24,Sam McQueen,"£ 18,000","£ 936,000","£ 945,262",D,23,England,Southampton,Premier League,2018-2019
25,Josh Sims,"£ 18,000","£ 936,000","£ 945,262",F,21,England,Southampton,Premier League,2018-2019
26,Alfie Jones,"£ 2,000","£ 104,000","£ 105,029",D,20,England,Southampton,Premier League,2018-2019
27,Callum Slattery,"£ 2,000","£ 104,000","£ 105,029",M,19,England,Southampton,Premier League,2018-2019
28,Yan Valery,"£ 2,000","£ 104,000","£ 105,029",D,19,France,Southampton,Premier League,2018-2019
29,Harry Lewis,"£ 1,000","£ 52,000","£ 52,515",K,20,England,Southampton,Premier League,2018-2019
30,Marcus Barnes,£ 808,"£ 42,000","£ 42,416",F,21,England,Southampton,Premier League,2018-2019
31,Tyreke Johnson,£ 808,"£ 42,000","£ 42,416",F,19,England,Southampton,Premier League,2018-2019
32,Jack Rose,£ 798,"£ 41,500","£ 41,911",K,23,England,Southampton,Premier League,2018-2019
33,Michael Obafemi,£ 596,"£ 31,000","£ 31,307",F,17,Ireland,Southampton,Premier League,2018-2019
34,Kayne Ramsay,£ 500,"£ 26,000","£ 26,257",D,17,England,Southampton,Premier League,2018-2019
35,Harrison Reed,£ 0,£ 0,£ 0,M,23,England,Southampton,Premier League,2018-2019
36,Guido Carrillo,£ 0,£ 0,£ 0,F,27,Argentina,Southampton,Premier League,2018-2019
37,Sofiane Boufal,£ 0,£ 0,£ 0,F,24,Morocco,Southampton,Premier League,2018-2019
38,Jordy Clasie,£ 0,£ 0,£ 0,M,27,Netherlands,Southampton,Premier League,2018-2019
39,Jake Hesketh,£ 0,£ 0,£ 0,M,22,England,Southampton,Premier League,2018-2019
