,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Chicharito,"£ 140,000","£ 7,280,000","£ 7,352,035",F,30,Mexico,West Ham,Premier League,2018-2019
1,Marko Arnautovic,"£ 100,000","£ 5,200,000","£ 5,251,453",F,29,Austria,West Ham,Premier League,2018-2019
2,Jack Wilshere,"£ 100,000","£ 5,200,000","£ 5,251,453",M,26,England,West Ham,Premier League,2018-2019
3,Andy Carroll,"£ 90,000","£ 4,680,000","£ 4,726,308",F,29,England,West Ham,Premier League,2018-2019
4,Felipe Anderson,"£ 85,000","£ 4,420,000","£ 4,463,735",F,25,Brazil,West Ham,Premier League,2018-2019
5,Pablo Zabaleta,"£ 75,000","£ 3,900,000","£ 3,938,590",D,33,Argentina,West Ham,Premier League,2018-2019
6,Manuel Lanzini,"£ 70,000","£ 3,640,000","£ 3,676,017",M,25,Argentina,West Ham,Premier League,2018-2019
7,Michail Antonio,"£ 70,000","£ 3,640,000","£ 3,676,017",F,28,England,West Ham,Premier League,2018-2019
8,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,676,017",D,30,Italy,West Ham,Premier League,2018-2019
9,Lucas Pérez,"£ 70,000","£ 3,640,000","£ 3,676,017",F,29,Spain,West Ham,Premier League,2018-2019
10,Winston Reid,"£ 70,000","£ 3,640,000","£ 3,676,017",D,29,New Zealand,West Ham,Premier League,2018-2019
11,Issa Diop,"£ 67,000","£ 3,484,000","£ 3,518,474",D,21,France,West Ham,Premier League,2018-2019
12,Lukasz Fabianski,"£ 65,000","£ 3,380,000","£ 3,413,445",K,33,Poland,West Ham,Premier League,2018-2019
13,Pedro Obiang,"£ 55,000","£ 2,860,000","£ 2,888,299",M,26,Equatorial Guinea,West Ham,Premier League,2018-2019
14,Adrián,"£ 50,000","£ 2,600,000","£ 2,625,727",K,31,Spain,West Ham,Premier League,2018-2019
15,Carlos Sánchez,"£ 50,000","£ 2,600,000","£ 2,625,727",M,32,Colombia,West Ham,Premier League,2018-2019
16,Aaron Cresswell,"£ 50,000","£ 2,600,000","£ 2,625,727",D,28,England,West Ham,Premier League,2018-2019
17,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,625,727",M,31,England,West Ham,Premier League,2018-2019
18,Ryan Fredericks,"£ 40,000","£ 2,080,000","£ 2,100,581",D,25,England,West Ham,Premier League,2018-2019
19,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,100,581",D,24,Democratic Republic of the Congo,West Ham,Premier League,2018-2019
20,Fabián Balbuena,"£ 40,000","£ 2,080,000","£ 2,100,581",D,26,Paraguay,West Ham,Premier League,2018-2019
21,Andrii Yarmolenko,"£ 40,000","£ 2,080,000","£ 2,100,581",F,28,Ukraine,West Ham,Premier League,2018-2019
22,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,100,581",F,30,Scotland,West Ham,Premier League,2018-2019
23,Samir Nasri,"£ 36,865","£ 1,917,000","£ 1,935,968",M,31,France,West Ham,Premier League,2018-2019
24,Reece Oxford,"£ 20,000","£ 1,040,000","£ 1,050,291",D,19,England,West Ham,Premier League,2018-2019
25,Declan Rice,"£ 3,000","£ 156,000","£ 157,544",M,19,England,West Ham,Premier League,2018-2019
26,Nathan Holland,"£ 2,500","£ 130,000","£ 131,286",F,20,England,West Ham,Premier League,2018-2019
27,Grady Diangana,"£ 2,000","£ 104,000","£ 105,029",F,20,England,West Ham,Premier League,2018-2019
28,Conor Coventry,£ 500,"£ 26,000","£ 26,257",M,18,Ireland,West Ham,Premier League,2018-2019
29,Ben Johnson,£ 346,"£ 18,000","£ 18,178",D,18,England,West Ham,Premier League,2018-2019
30,Xande Silva,£ 0,£ 0,£ 0,F,21,Portugal,West Ham,Premier League,2018-2019
31,Edimilson Fernandes,£ 0,£ 0,£ 0,M,22,Switzerland,West Ham,Premier League,2018-2019
32,Joe Powell,£ 0,£ 0,£ 0,M,19,England,West Ham,Premier League,2018-2019
33,Jordan Hugill,£ 0,£ 0,£ 0,F,26,England,West Ham,Premier League,2018-2019
34,Josh Cullen,£ 0,£ 0,£ 0,M,22,Ireland,West Ham,Premier League,2018-2019
35,Moses Makasi,£ 0,£ 0,£ 0,M,22,England,West Ham,Premier League,2018-2019
36,Sam Byram,£ 0,£ 0,£ 0,D,24,England,West Ham,Premier League,2018-2019
